medication_id,ndc_code,drug_name,generic_name,dosage_form,strength,manufacturer
783,48869-801-83,Azithromycin Plus,Azithromycin,Tablet,250mg,Pfizer
784,55254-672-84,Sertraline Plus,Sertraline HCl,Tablet,50mg,Pfizer
785,58390-861-85,Gabapentin Plus,Gabapentin,Capsule,300mg,Sun Pharma
786,34219-124-86,Albuterol Plus,Albuterol Sulfate,Inhaler,90mcg,GSK
787,73352-655-87,Hydrochlorothiazide Plus,Hydrochlorothiazide,Tablet,25mg,Lupin
788,83878-441-88,Levothyroxine Plus,Levothyroxine Sodium,Tablet,50mcg,AbbVie
789,82774-335-89,Ibuprofen Plus,Ibuprofen,Tablet,800mg,McNeil
790,94847-146-90,Losartan Plus,Losartan Potassium,Tablet,50mg,Merck
791,17577-835-91,Amoxicillin Plus,Amoxicillin,Capsule,500mg,Teva
792,83066-943-92,Metformin Plus,Metformin HCl,Tablet,850mg,Mylan
793,37969-298-93,Metformin Plus,Metformin HCl,Tablet,850mg,Mylan
794,44852-295-94,Sertraline Plus,Sertraline HCl,Tablet,50mg,Pfizer
795,61252-965-95,Amoxicillin Plus,Amoxicillin,Capsule,500mg,Teva
796,40148-554-96,Gabapentin Plus,Gabapentin,Capsule,300mg,Sun Pharma
797,19161-318-97,Hydrochlorothiazide Plus,Hydrochlorothiazide,Tablet,25mg,Lupin
798,35740-990-98,Omeprazole Plus,Omeprazole,Capsule,20mg,AstraZeneca
799,27089-805-99,Lysinopril Plus,Lisinopril,Tablet,10mg,Sandoz
800,83898-754-00,Amlodipine Plus,Amlodipine Besylate,Tablet,5mg,Novartis
801,46637-883-01,Metoprolol Plus,Metoprolol Succinate,Tablet,50mg,AstraZeneca
802,38705-133-02,Lysinopril Plus,Lisinopril,Tablet,10mg,Sandoz
803,99703-960-03,Losartan Plus,Losartan Potassium,Tablet,50mg,Merck
804,48584-527-04,Atorvastatin Plus,Atorvastatin Calcium,Tablet,20mg,Pfizer
805,22499-173-05,Losartan Plus,Losartan Potassium,Tablet,50mg,Merck
806,95056-859-06,Hydrochlorothiazide Plus,Hydrochlorothiazide,Tablet,25mg,Lupin
807,57155-464-07,Sertraline Plus,Sertraline HCl,Tablet,50mg,Pfizer
808,64685-198-08,Gabapentin Plus,Gabapentin,Capsule,300mg,Sun Pharma
809,43823-142-09,Metformin Plus,Metformin HCl,Tablet,850mg,Mylan
810,50976-409-10,Azithromycin Plus,Azithromycin,Tablet,250mg,Pfizer
811,50229-201-11,Hydrochlorothiazide Plus,Hydrochlorothiazide,Tablet,25mg,Lupin
812,15905-875-12,Gabapentin Plus,Gabapentin,Capsule,300mg,Sun Pharma
813,26958-469-13,Amlodipine Plus,Amlodipine Besylate,Tablet,5mg,Novartis
814,58567-795-14,Albuterol Plus,Albuterol Sulfate,Inhaler,90mcg,GSK
815,56409-342-15,Amlodipine Plus,Amlodipine Besylate,Tablet,5mg,Novartis
816,65008-373-16,Metformin Plus,Metformin HCl,Tablet,850mg,Mylan
817,34644-622-17,Lysinopril Plus,Lisinopril,Tablet,10mg,Sandoz
818,89294-437-18,Ibuprofen Plus,Ibuprofen,Tablet,800mg,McNeil
819,14437-157-19,Ibuprofen Plus,Ibuprofen,Tablet,800mg,McNeil
820,55081-439-20,Ibuprofen Plus,Ibuprofen,Tablet,800mg,McNeil
821,72361-920-21,Gabapentin Plus,Gabapentin,Capsule,300mg,Sun Pharma
822,34341-753-22,Metoprolol Plus,Metoprolol Succinate,Tablet,50mg,AstraZeneca
823,54104-742-23,Metformin Plus,Metformin HCl,Tablet,850mg,Mylan
824,70179-315-24,Albuterol Plus,Albuterol Sulfate,Inhaler,90mcg,GSK
825,54798-275-25,Amlodipine Plus,Amlodipine Besylate,Tablet,5mg,Novartis
826,75018-899-26,Hydrochlorothiazide Plus,Hydrochlorothiazide,Tablet,25mg,Lupin
827,30366-126-27,Azithromycin Plus,Azithromycin,Tablet,250mg,Pfizer
828,70099-268-28,Sertraline Plus,Sertraline HCl,Tablet,50mg,Pfizer
829,23726-279-29,Lysinopril Plus,Lisinopril,Tablet,10mg,Sandoz
830,78811-115-30,Albuterol Plus,Albuterol Sulfate,Inhaler,90mcg,GSK
831,29810-498-31,Metformin Plus,Metformin HCl,Tablet,850mg,Mylan
832,44481-636-32,Albuterol Plus,Albuterol Sulfate,Inhaler,90mcg,GSK
833,70937-449-33,Albuterol Plus,Albuterol Sulfate,Inhaler,90mcg,GSK
834,24420-577-34,Amlodipine Plus,Amlodipine Besylate,Tablet,5mg,Novartis
835,93089-922-35,Amoxicillin Plus,Amoxicillin,Capsule,500mg,Teva
836,49289-411-36,Gabapentin Plus,Gabapentin,Capsule,300mg,Sun Pharma
837,35814-739-37,Azithromycin Plus,Azithromycin,Tablet,250mg,Pfizer
838,71107-925-38,Sertraline Plus,Sertraline HCl,Tablet,50mg,Pfizer
839,37943-454-39,Metoprolol Plus,Metoprolol Succinate,Tablet,50mg,AstraZeneca
840,32391-250-40,Metoprolol Plus,Metoprolol Succinate,Tablet,50mg,AstraZeneca
841,61317-866-41,Omeprazole Plus,Omeprazole,Capsule,20mg,AstraZeneca
842,52484-931-42,Omeprazole Plus,Omeprazole,Capsule,20mg,AstraZeneca
843,72857-514-43,Metoprolol Plus,Metoprolol Succinate,Tablet,50mg,AstraZeneca
844,62928-711-44,Azithromycin Plus,Azithromycin,Tablet,250mg,Pfizer
845,48427-356-45,Losartan Plus,Losartan Potassium,Tablet,50mg,Merck
846,68320-424-46,Gabapentin Plus,Gabapentin,Capsule,300mg,Sun Pharma
847,14367-372-47,Metformin Plus,Metformin HCl,Tablet,850mg,Mylan
848,68969-561-48,Levothyroxine Plus,Levothyroxine Sodium,Tablet,50mcg,AbbVie
849,79591-125-49,Atorvastatin Plus,Atorvastatin Calcium,Tablet,20mg,Pfizer
850,76172-991-50,Metoprolol Plus,Metoprolol Succinate,Tablet,50mg,AstraZeneca
851,10807-799-51,Metoprolol Plus,Metoprolol Succinate,Tablet,50mg,AstraZeneca
852,81796-809-52,Albuterol Plus,Albuterol Sulfate,Inhaler,90mcg,GSK
853,92384-341-53,Omeprazole Plus,Omeprazole,Capsule,20mg,AstraZeneca
854,76123-387-54,Amoxicillin Plus,Amoxicillin,Capsule,500mg,Teva
855,64358-575-55,Azithromycin Plus,Azithromycin,Tablet,250mg,Pfizer
856,67088-455-56,Atorvastatin Plus,Atorvastatin Calcium,Tablet,20mg,Pfizer
857,63393-166-57,Losartan Plus,Losartan Potassium,Tablet,50mg,Merck
858,13892-202-58,Levothyroxine Plus,Levothyroxine Sodium,Tablet,50mcg,AbbVie
859,36709-622-59,Levothyroxine Plus,Levothyroxine Sodium,Tablet,50mcg,AbbVie
860,35833-999-60,Albuterol Plus,Albuterol Sulfate,Inhaler,90mcg,GSK
861,18415-753-61,Amlodipine Plus,Amlodipine Besylate,Tablet,5mg,Novartis
862,94063-415-62,Omeprazole Plus,Omeprazole,Capsule,20mg,AstraZeneca
863,93302-307-63,Atorvastatin Plus,Atorvastatin Calcium,Tablet,20mg,Pfizer
864,36495-399-64,Sertraline Plus,Sertraline HCl,Tablet,50mg,Pfizer
865,36630-545-65,Metformin Plus,Metformin HCl,Tablet,850mg,Mylan
866,69716-532-66,Metoprolol Plus,Metoprolol Succinate,Tablet,50mg,AstraZeneca
867,76082-220-67,Sertraline Plus,Sertraline HCl,Tablet,50mg,Pfizer
868,12179-404-68,Levothyroxine Plus,Levothyroxine Sodium,Tablet,50mcg,AbbVie
869,46831-558-69,Sertraline Plus,Sertraline HCl,Tablet,50mg,Pfizer
870,71772-959-70,Azithromycin Plus,Azithromycin,Tablet,250mg,Pfizer
871,83238-817-71,Ibuprofen Plus,Ibuprofen,Tablet,800mg,McNeil
872,59289-911-72,Metoprolol Plus,Metoprolol Succinate,Tablet,50mg,AstraZeneca
873,60474-378-73,Losartan Plus,Losartan Potassium,Tablet,50mg,Merck
874,28689-805-74,Losartan Plus,Losartan Potassium,Tablet,50mg,Merck
875,77689-706-75,Hydrochlorothiazide Plus,Hydrochlorothiazide,Tablet,25mg,Lupin
876,65532-413-76,Losartan Plus,Losartan Potassium,Tablet,50mg,Merck
877,13090-433-77,Metformin Plus,Metformin HCl,Tablet,850mg,Mylan
878,31654-491-78,Ibuprofen Plus,Ibuprofen,Tablet,800mg,McNeil
879,86375-590-79,Amlodipine Plus,Amlodipine Besylate,Tablet,5mg,Novartis
880,74642-925-80,Hydrochlorothiazide Plus,Hydrochlorothiazide,Tablet,25mg,Lupin
881,86034-825-81,Lysinopril Plus,Lisinopril,Tablet,10mg,Sandoz
882,43470-328-82,Lysinopril Plus,Lisinopril,Tablet,10mg,Sandoz
883,73230-166-83,Metoprolol Plus,Metoprolol Succinate,Tablet,50mg,AstraZeneca
884,93758-154-84,Hydrochlorothiazide Plus,Hydrochlorothiazide,Tablet,25mg,Lupin
885,45071-864-85,Gabapentin Plus,Gabapentin,Capsule,300mg,Sun Pharma
886,25485-198-86,Lysinopril Plus,Lisinopril,Tablet,10mg,Sandoz
887,36189-537-87,Metformin Plus,Metformin HCl,Tablet,850mg,Mylan
888,93239-101-88,Ibuprofen Plus,Ibuprofen,Tablet,800mg,McNeil
889,10603-476-89,Hydrochlorothiazide Plus,Hydrochlorothiazide,Tablet,25mg,Lupin
890,32809-472-90,Ibuprofen Plus,Ibuprofen,Tablet,800mg,McNeil
891,21552-307-91,Azithromycin Plus,Azithromycin,Tablet,250mg,Pfizer
892,65869-554-92,Atorvastatin Plus,Atorvastatin Calcium,Tablet,20mg,Pfizer
893,10128-657-93,Hydrochlorothiazide Plus,Hydrochlorothiazide,Tablet,25mg,Lupin
894,90797-646-94,Lysinopril Plus,Lisinopril,Tablet,10mg,Sandoz
895,61991-998-95,Losartan Plus,Losartan Potassium,Tablet,50mg,Merck
896,22456-246-96,Ibuprofen Plus,Ibuprofen,Tablet,800mg,McNeil
897,62980-246-97,Metformin Plus,Metformin HCl,Tablet,850mg,Mylan
898,38155-695-98,Losartan Plus,Losartan Potassium,Tablet,50mg,Merck
899,97018-607-99,Gabapentin Plus,Gabapentin,Capsule,300mg,Sun Pharma
900,93125-959-00,Azithromycin Plus,Azithromycin,Tablet,250mg,Pfizer
901,67017-139-01,Hydrochlorothiazide Plus,Hydrochlorothiazide,Tablet,25mg,Lupin
902,10800-127-02,Hydrochlorothiazide Plus,Hydrochlorothiazide,Tablet,25mg,Lupin
903,84554-429-03,Metformin Plus,Metformin HCl,Tablet,850mg,Mylan
904,99927-779-04,Ibuprofen Plus,Ibuprofen,Tablet,800mg,McNeil
905,34658-431-05,Sertraline Plus,Sertraline HCl,Tablet,50mg,Pfizer
906,30251-108-06,Omeprazole Plus,Omeprazole,Capsule,20mg,AstraZeneca
907,12497-688-07,Albuterol Plus,Albuterol Sulfate,Inhaler,90mcg,GSK
908,86308-249-08,Hydrochlorothiazide Plus,Hydrochlorothiazide,Tablet,25mg,Lupin
909,33227-743-09,Amlodipine Plus,Amlodipine Besylate,Tablet,5mg,Novartis
910,20393-514-10,Azithromycin Plus,Azithromycin,Tablet,250mg,Pfizer
911,83215-948-11,Metoprolol Plus,Metoprolol Succinate,Tablet,50mg,AstraZeneca
912,33531-690-12,Lysinopril Plus,Lisinopril,Tablet,10mg,Sandoz
913,49745-642-13,Sertraline Plus,Sertraline HCl,Tablet,50mg,Pfizer
914,83960-920-14,Atorvastatin Plus,Atorvastatin Calcium,Tablet,20mg,Pfizer
915,19858-303-15,Metoprolol Plus,Metoprolol Succinate,Tablet,50mg,AstraZeneca
916,72065-261-16,Metformin Plus,Metformin HCl,Tablet,850mg,Mylan
917,18194-416-17,Amoxicillin Plus,Amoxicillin,Capsule,500mg,Teva
918,67650-376-18,Lysinopril Plus,Lisinopril,Tablet,10mg,Sandoz
919,47154-496-19,Sertraline Plus,Sertraline HCl,Tablet,50mg,Pfizer
920,61790-327-20,Sertraline Plus,Sertraline HCl,Tablet,50mg,Pfizer
921,35768-781-21,Metformin Plus,Metformin HCl,Tablet,850mg,Mylan
922,53073-787-22,Amlodipine Plus,Amlodipine Besylate,Tablet,5mg,Novartis
923,45234-327-23,Azithromycin Plus,Azithromycin,Tablet,250mg,Pfizer
924,24472-566-24,Sertraline Plus,Sertraline HCl,Tablet,50mg,Pfizer
925,15804-360-25,Lysinopril Plus,Lisinopril,Tablet,10mg,Sandoz
926,76539-967-26,Lysinopril Plus,Lisinopril,Tablet,10mg,Sandoz
927,92288-461-27,Metformin Plus,Metformin HCl,Tablet,850mg,Mylan
928,41420-115-28,Omeprazole Plus,Omeprazole,Capsule,20mg,AstraZeneca
929,10171-150-29,Amlodipine Plus,Amlodipine Besylate,Tablet,5mg,Novartis
930,19652-323-30,Amoxicillin Plus,Amoxicillin,Capsule,500mg,Teva
931,56545-698-31,Losartan Plus,Losartan Potassium,Tablet,50mg,Merck
932,30727-392-32,Hydrochlorothiazide Plus,Hydrochlorothiazide,Tablet,25mg,Lupin
933,66280-150-33,Omeprazole Plus,Omeprazole,Capsule,20mg,AstraZeneca
934,41937-317-34,Omeprazole Plus,Omeprazole,Capsule,20mg,AstraZeneca
935,96255-224-35,Atorvastatin Plus,Atorvastatin Calcium,Tablet,20mg,Pfizer
936,93384-633-36,Hydrochlorothiazide Plus,Hydrochlorothiazide,Tablet,25mg,Lupin
937,64564-912-37,Sertraline Plus,Sertraline HCl,Tablet,50mg,Pfizer
938,90493-409-38,Sertraline Plus,Sertraline HCl,Tablet,50mg,Pfizer
939,92226-949-39,Sertraline Plus,Sertraline HCl,Tablet,50mg,Pfizer
940,59489-263-40,Metformin Plus,Metformin HCl,Tablet,850mg,Mylan
941,10886-461-41,Amlodipine Plus,Amlodipine Besylate,Tablet,5mg,Novartis
942,43395-576-42,Azithromycin Plus,Azithromycin,Tablet,250mg,Pfizer
943,74616-192-43,Metformin Plus,Metformin HCl,Tablet,850mg,Mylan
944,27564-911-44,Losartan Plus,Losartan Potassium,Tablet,50mg,Merck
945,65723-400-45,Albuterol Plus,Albuterol Sulfate,Inhaler,90mcg,GSK
946,78194-632-46,Lysinopril Plus,Lisinopril,Tablet,10mg,Sandoz
947,60094-281-47,Albuterol Plus,Albuterol Sulfate,Inhaler,90mcg,GSK
948,62643-746-48,Amoxicillin Plus,Amoxicillin,Capsule,500mg,Teva
949,32059-294-49,Gabapentin Plus,Gabapentin,Capsule,300mg,Sun Pharma
950,33147-784-50,Amlodipine Plus,Amlodipine Besylate,Tablet,5mg,Novartis
951,22764-222-51,Gabapentin Plus,Gabapentin,Capsule,300mg,Sun Pharma
952,70717-967-52,Sertraline Plus,Sertraline HCl,Tablet,50mg,Pfizer
953,75317-966-53,Lysinopril Plus,Lisinopril,Tablet,10mg,Sandoz
954,24345-501-54,Losartan Plus,Losartan Potassium,Tablet,50mg,Merck
955,61784-523-55,Levothyroxine Plus,Levothyroxine Sodium,Tablet,50mcg,AbbVie
956,97933-601-56,Levothyroxine Plus,Levothyroxine Sodium,Tablet,50mcg,AbbVie
957,51399-697-57,Metoprolol Plus,Metoprolol Succinate,Tablet,50mg,AstraZeneca
958,65975-815-58,Hydrochlorothiazide Plus,Hydrochlorothiazide,Tablet,25mg,Lupin
959,53854-705-59,Ibuprofen Plus,Ibuprofen,Tablet,800mg,McNeil
960,81239-745-60,Amoxicillin Plus,Amoxicillin,Capsule,500mg,Teva
961,91328-910-61,Albuterol Plus,Albuterol Sulfate,Inhaler,90mcg,GSK
962,68399-754-62,Albuterol Plus,Albuterol Sulfate,Inhaler,90mcg,GSK
963,61278-992-63,Metformin Plus,Metformin HCl,Tablet,850mg,Mylan
964,34661-620-64,Amoxicillin Plus,Amoxicillin,Capsule,500mg,Teva
965,49286-156-65,Losartan Plus,Losartan Potassium,Tablet,50mg,Merck
966,43303-190-66,Sertraline Plus,Sertraline HCl,Tablet,50mg,Pfizer
967,74283-991-67,Amoxicillin Plus,Amoxicillin,Capsule,500mg,Teva
968,26052-796-68,Losartan Plus,Losartan Potassium,Tablet,50mg,Merck
969,16653-202-69,Amlodipine Plus,Amlodipine Besylate,Tablet,5mg,Novartis
970,76145-708-70,Metoprolol Plus,Metoprolol Succinate,Tablet,50mg,AstraZeneca
971,95081-682-71,Levothyroxine Plus,Levothyroxine Sodium,Tablet,50mcg,AbbVie
972,63452-163-72,Metoprolol Plus,Metoprolol Succinate,Tablet,50mg,AstraZeneca
973,32854-397-73,Atorvastatin Plus,Atorvastatin Calcium,Tablet,20mg,Pfizer
974,13670-288-74,Amlodipine Plus,Amlodipine Besylate,Tablet,5mg,Novartis
975,41408-825-75,Omeprazole Plus,Omeprazole,Capsule,20mg,AstraZeneca
976,55874-370-76,Omeprazole Plus,Omeprazole,Capsule,20mg,AstraZeneca
977,89002-487-77,Ibuprofen Plus,Ibuprofen,Tablet,800mg,McNeil
978,27501-338-78,Azithromycin Plus,Azithromycin,Tablet,250mg,Pfizer
979,72013-663-79,Metformin Plus,Metformin HCl,Tablet,850mg,Mylan
980,30582-270-80,Metformin Plus,Metformin HCl,Tablet,850mg,Mylan
981,64288-210-81,Azithromycin Plus,Azithromycin,Tablet,250mg,Pfizer
982,51266-336-82,Lysinopril Plus,Lisinopril,Tablet,10mg,Sandoz
983,93911-391-83,Ibuprofen Plus,Ibuprofen,Tablet,800mg,McNeil
984,49318-185-84,Metoprolol Plus,Metoprolol Succinate,Tablet,50mg,AstraZeneca
985,14315-118-85,Sertraline Plus,Sertraline HCl,Tablet,50mg,Pfizer
986,16943-527-86,Levothyroxine Plus,Levothyroxine Sodium,Tablet,50mcg,AbbVie
987,64167-266-87,Hydrochlorothiazide Plus,Hydrochlorothiazide,Tablet,25mg,Lupin
988,57965-291-88,Amoxicillin Plus,Amoxicillin,Capsule,500mg,Teva
989,23315-564-89,Metoprolol Plus,Metoprolol Succinate,Tablet,50mg,AstraZeneca
990,42443-219-90,Levothyroxine Plus,Levothyroxine Sodium,Tablet,50mcg,AbbVie
991,92453-205-91,Amlodipine Plus,Amlodipine Besylate,Tablet,5mg,Novartis
992,60395-973-92,Metformin Plus,Metformin HCl,Tablet,850mg,Mylan
993,20511-938-93,Metformin Plus,Metformin HCl,Tablet,850mg,Mylan
994,73837-549-94,Metoprolol Plus,Metoprolol Succinate,Tablet,50mg,AstraZeneca
995,93793-550-95,Lysinopril Plus,Lisinopril,Tablet,10mg,Sandoz
996,64571-459-96,Azithromycin Plus,Azithromycin,Tablet,250mg,Pfizer
997,64110-699-97,Gabapentin Plus,Gabapentin,Capsule,300mg,Sun Pharma
998,48863-795-98,Omeprazole Plus,Omeprazole,Capsule,20mg,AstraZeneca
999,36185-751-99,Hydrochlorothiazide Plus,Hydrochlorothiazide,Tablet,25mg,Lupin
1000,93108-756-00,Levothyroxine Plus,Levothyroxine Sodium,Tablet,50mcg,AbbVie
1001,88307-270-01,Atorvastatin Plus,Atorvastatin Calcium,Tablet,20mg,Pfizer
1002,48127-771-02,Hydrochlorothiazide Plus,Hydrochlorothiazide,Tablet,25mg,Lupin
1003,30513-635-03,Omeprazole Plus,Omeprazole,Capsule,20mg,AstraZeneca
1004,87773-841-04,Hydrochlorothiazide Plus,Hydrochlorothiazide,Tablet,25mg,Lupin
1005,59158-498-05,Azithromycin Plus,Azithromycin,Tablet,250mg,Pfizer
1006,70998-910-06,Amlodipine Plus,Amlodipine Besylate,Tablet,5mg,Novartis
1007,82045-432-07,Sertraline Plus,Sertraline HCl,Tablet,50mg,Pfizer
1008,86328-543-08,Amoxicillin Plus,Amoxicillin,Capsule,500mg,Teva
1009,14090-492-09,Amlodipine Plus,Amlodipine Besylate,Tablet,5mg,Novartis
1010,27739-572-10,Ibuprofen Plus,Ibuprofen,Tablet,800mg,McNeil
1011,43735-126-11,Atorvastatin Plus,Atorvastatin Calcium,Tablet,20mg,Pfizer
1012,89083-718-12,Azithromycin Plus,Azithromycin,Tablet,250mg,Pfizer
1013,35363-327-13,Sertraline Plus,Sertraline HCl,Tablet,50mg,Pfizer
1014,43760-243-14,Amlodipine Plus,Amlodipine Besylate,Tablet,5mg,Novartis
1015,89508-504-15,Atorvastatin Plus,Atorvastatin Calcium,Tablet,20mg,Pfizer
1016,46429-732-16,Omeprazole Plus,Omeprazole,Capsule,20mg,AstraZeneca
1017,37657-649-17,Metformin Plus,Metformin HCl,Tablet,850mg,Mylan
1018,71986-416-18,Lysinopril Plus,Lisinopril,Tablet,10mg,Sandoz
1019,45574-783-19,Gabapentin Plus,Gabapentin,Capsule,300mg,Sun Pharma
1020,61436-282-20,Levothyroxine Plus,Levothyroxine Sodium,Tablet,50mcg,AbbVie
1021,46822-271-21,Atorvastatin Plus,Atorvastatin Calcium,Tablet,20mg,Pfizer
1022,26932-173-22,Amoxicillin Plus,Amoxicillin,Capsule,500mg,Teva
1023,60257-557-23,Losartan Plus,Losartan Potassium,Tablet,50mg,Merck
1024,67932-985-24,Levothyroxine Plus,Levothyroxine Sodium,Tablet,50mcg,AbbVie
1025,58763-889-25,Losartan Plus,Losartan Potassium,Tablet,50mg,Merck
1026,44711-288-26,Ibuprofen Plus,Ibuprofen,Tablet,800mg,McNeil
1027,68409-285-27,Ibuprofen Plus,Ibuprofen,Tablet,800mg,McNeil
1028,93815-214-28,Hydrochlorothiazide Plus,Hydrochlorothiazide,Tablet,25mg,Lupin
1029,65944-460-29,Hydrochlorothiazide Plus,Hydrochlorothiazide,Tablet,25mg,Lupin
1030,60875-421-30,Hydrochlorothiazide Plus,Hydrochlorothiazide,Tablet,25mg,Lupin
1031,24603-138-31,Hydrochlorothiazide Plus,Hydrochlorothiazide,Tablet,25mg,Lupin
1032,22087-935-32,Levothyroxine Plus,Levothyroxine Sodium,Tablet,50mcg,AbbVie
1033,49687-631-33,Amlodipine Plus,Amlodipine Besylate,Tablet,5mg,Novartis
1034,46268-799-34,Metformin Plus,Metformin HCl,Tablet,850mg,Mylan
1035,64129-480-35,Losartan Plus,Losartan Potassium,Tablet,50mg,Merck
1036,74187-648-36,Atorvastatin Plus,Atorvastatin Calcium,Tablet,20mg,Pfizer
1037,16326-797-37,Atorvastatin Plus,Atorvastatin Calcium,Tablet,20mg,Pfizer
1038,17808-807-38,Omeprazole Plus,Omeprazole,Capsule,20mg,AstraZeneca
1039,13064-596-39,Losartan Plus,Losartan Potassium,Tablet,50mg,Merck
1040,75369-878-40,Levothyroxine Plus,Levothyroxine Sodium,Tablet,50mcg,AbbVie
1041,62010-252-41,Metformin Plus,Metformin HCl,Tablet,850mg,Mylan
1042,34079-542-42,Metoprolol Plus,Metoprolol Succinate,Tablet,50mg,AstraZeneca
1043,97414-794-43,Hydrochlorothiazide Plus,Hydrochlorothiazide,Tablet,25mg,Lupin
1044,59598-513-44,Azithromycin Plus,Azithromycin,Tablet,250mg,Pfizer
1045,75815-498-45,Metoprolol Plus,Metoprolol Succinate,Tablet,50mg,AstraZeneca
1046,91185-770-46,Azithromycin Plus,Azithromycin,Tablet,250mg,Pfizer
1047,34775-828-47,Amlodipine Plus,Amlodipine Besylate,Tablet,5mg,Novartis
1048,32811-306-48,Metformin Plus,Metformin HCl,Tablet,850mg,Mylan
1049,66205-762-49,Amoxicillin Plus,Amoxicillin,Capsule,500mg,Teva
1050,26144-435-50,Metformin Plus,Metformin HCl,Tablet,850mg,Mylan
1051,40044-187-51,Hydrochlorothiazide Plus,Hydrochlorothiazide,Tablet,25mg,Lupin
1052,93979-834-52,Hydrochlorothiazide Plus,Hydrochlorothiazide,Tablet,25mg,Lupin
1053,51039-289-53,Amlodipine Plus,Amlodipine Besylate,Tablet,5mg,Novartis
1054,99235-110-54,Lysinopril Plus,Lisinopril,Tablet,10mg,Sandoz
1055,37424-475-55,Metoprolol Plus,Metoprolol Succinate,Tablet,50mg,AstraZeneca
1056,60589-795-56,Metoprolol Plus,Metoprolol Succinate,Tablet,50mg,AstraZeneca
1057,73287-894-57,Omeprazole Plus,Omeprazole,Capsule,20mg,AstraZeneca
1058,86069-708-58,Losartan Plus,Losartan Potassium,Tablet,50mg,Merck
1059,18587-964-59,Azithromycin Plus,Azithromycin,Tablet,250mg,Pfizer
1060,63210-384-60,Azithromycin Plus,Azithromycin,Tablet,250mg,Pfizer
1061,25805-193-61,Levothyroxine Plus,Levothyroxine Sodium,Tablet,50mcg,AbbVie
1062,34220-347-62,Losartan Plus,Losartan Potassium,Tablet,50mg,Merck
1063,49741-630-63,Hydrochlorothiazide Plus,Hydrochlorothiazide,Tablet,25mg,Lupin
1064,73650-605-64,Amoxicillin Plus,Amoxicillin,Capsule,500mg,Teva
1065,97480-659-65,Levothyroxine Plus,Levothyroxine Sodium,Tablet,50mcg,AbbVie
1066,56939-320-66,Losartan Plus,Losartan Potassium,Tablet,50mg,Merck
1067,16569-193-67,Hydrochlorothiazide Plus,Hydrochlorothiazide,Tablet,25mg,Lupin
1068,59275-920-68,Losartan Plus,Losartan Potassium,Tablet,50mg,Merck
1069,88754-350-69,Ibuprofen Plus,Ibuprofen,Tablet,800mg,McNeil
1070,50633-192-70,Ibuprofen Plus,Ibuprofen,Tablet,800mg,McNeil
1071,75232-128-71,Metformin Plus,Metformin HCl,Tablet,850mg,Mylan
1072,80450-263-72,Albuterol Plus,Albuterol Sulfate,Inhaler,90mcg,GSK
1073,84332-485-73,Gabapentin Plus,Gabapentin,Capsule,300mg,Sun Pharma
1074,67414-735-74,Metoprolol Plus,Metoprolol Succinate,Tablet,50mg,AstraZeneca
1075,43835-723-75,Hydrochlorothiazide Plus,Hydrochlorothiazide,Tablet,25mg,Lupin
1076,66085-639-76,Metoprolol Plus,Metoprolol Succinate,Tablet,50mg,AstraZeneca
1077,29422-393-77,Amoxicillin Plus,Amoxicillin,Capsule,500mg,Teva
1078,90286-409-78,Atorvastatin Plus,Atorvastatin Calcium,Tablet,20mg,Pfizer
1079,50126-943-79,Levothyroxine Plus,Levothyroxine Sodium,Tablet,50mcg,AbbVie
1080,31394-110-80,Atorvastatin Plus,Atorvastatin Calcium,Tablet,20mg,Pfizer
1081,14866-782-81,Amoxicillin Plus,Amoxicillin,Capsule,500mg,Teva
1082,22322-130-82,Sertraline Plus,Sertraline HCl,Tablet,50mg,Pfizer
1083,38572-968-83,Gabapentin Plus,Gabapentin,Capsule,300mg,Sun Pharma
1084,88654-632-84,Amoxicillin Plus,Amoxicillin,Capsule,500mg,Teva
1085,79285-524-85,Gabapentin Plus,Gabapentin,Capsule,300mg,Sun Pharma
1086,91386-919-86,Albuterol Plus,Albuterol Sulfate,Inhaler,90mcg,GSK
1087,67298-159-87,Azithromycin Plus,Azithromycin,Tablet,250mg,Pfizer
1088,74566-926-88,Omeprazole Plus,Omeprazole,Capsule,20mg,AstraZeneca
1089,62524-119-89,Levothyroxine Plus,Levothyroxine Sodium,Tablet,50mcg,AbbVie
1090,73666-854-90,Ibuprofen Plus,Ibuprofen,Tablet,800mg,McNeil
1091,44841-852-91,Atorvastatin Plus,Atorvastatin Calcium,Tablet,20mg,Pfizer
1092,64532-110-92,Hydrochlorothiazide Plus,Hydrochlorothiazide,Tablet,25mg,Lupin
1093,34025-189-93,Metformin Plus,Metformin HCl,Tablet,850mg,Mylan
1094,29425-691-94,Losartan Plus,Losartan Potassium,Tablet,50mg,Merck
1095,80448-810-95,Atorvastatin Plus,Atorvastatin Calcium,Tablet,20mg,Pfizer
1096,63770-719-96,Lysinopril Plus,Lisinopril,Tablet,10mg,Sandoz
1097,86061-828-97,Metoprolol Plus,Metoprolol Succinate,Tablet,50mg,AstraZeneca
1098,96132-226-98,Albuterol Plus,Albuterol Sulfate,Inhaler,90mcg,GSK
1099,92497-283-99,Losartan Plus,Losartan Potassium,Tablet,50mg,Merck
1100,57490-713-00,Metformin Plus,Metformin HCl,Tablet,850mg,Mylan
1101,30138-487-01,Amlodipine Plus,Amlodipine Besylate,Tablet,5mg,Novartis
