medication_id,ndc_code,drug_name,generic_name,dosage_form,strength,manufacturer
766,56561-603-66,Metoprolol Plus,Metoprolol Succinate,Tablet,50mg,AstraZeneca
767,19852-238-67,Omeprazole Plus,Omeprazole,Capsule,20mg,AstraZeneca
768,25160-951-68,Lysinopril Plus,Lisinopril,Tablet,10mg,Sandoz
769,46094-982-69,Atorvastatin Plus,Atorvastatin Calcium,Tablet,20mg,Pfizer
770,16498-892-70,Gabapentin Plus,Gabapentin,Capsule,300mg,Sun Pharma
771,96361-367-71,Azithromycin Plus,Azithromycin,Tablet,250mg,Pfizer
772,78434-342-72,Amoxicillin Plus,Amoxicillin,Capsule,500mg,Teva
773,14998-770-73,Losartan Plus,Losartan Potassium,Tablet,50mg,Merck
774,96758-749-74,Amlodipine Plus,Amlodipine Besylate,Tablet,5mg,Novartis
775,52250-643-75,Metoprolol Plus,Metoprolol Succinate,Tablet,50mg,AstraZeneca
776,89489-363-76,Amlodipine Plus,Amlodipine Besylate,Tablet,5mg,Novartis
777,91960-371-77,Metformin Plus,Metformin HCl,Tablet,850mg,Mylan
778,14211-442-78,Amlodipine Plus,Amlodipine Besylate,Tablet,5mg,Novartis
779,81640-306-79,Ibuprofen Plus,Ibuprofen,Tablet,800mg,McNeil
780,75436-773-80,Amoxicillin Plus,Amoxicillin,Capsule,500mg,Teva
781,44646-111-81,Metoprolol Plus,Metoprolol Succinate,Tablet,50mg,AstraZeneca
782,89488-764-82,Lysinopril Plus,Lisinopril,Tablet,10mg,Sandoz
783,53491-334-83,Omeprazole Plus,Omeprazole,Capsule,20mg,AstraZeneca
784,69135-404-84,Metoprolol Plus,Metoprolol Succinate,Tablet,50mg,AstraZeneca
785,73633-926-85,Omeprazole Plus,Omeprazole,Capsule,20mg,AstraZeneca
786,80333-110-86,Ibuprofen Plus,Ibuprofen,Tablet,800mg,McNeil
787,78821-132-87,Albuterol Plus,Albuterol Sulfate,Inhaler,90mcg,GSK
788,69887-920-88,Metformin Plus,Metformin HCl,Tablet,850mg,Mylan
789,96709-634-89,Metformin Plus,Metformin HCl,Tablet,850mg,Mylan
790,27650-936-90,Levothyroxine Plus,Levothyroxine Sodium,Tablet,50mcg,AbbVie
791,94861-653-91,Lysinopril Plus,Lisinopril,Tablet,10mg,Sandoz
792,38833-769-92,Omeprazole Plus,Omeprazole,Capsule,20mg,AstraZeneca
793,85774-303-93,Gabapentin Plus,Gabapentin,Capsule,300mg,Sun Pharma
794,21189-705-94,Gabapentin Plus,Gabapentin,Capsule,300mg,Sun Pharma
795,27257-845-95,Amlodipine Plus,Amlodipine Besylate,Tablet,5mg,Novartis
796,57742-119-96,Metoprolol Plus,Metoprolol Succinate,Tablet,50mg,AstraZeneca
797,74357-792-97,Omeprazole Plus,Omeprazole,Capsule,20mg,AstraZeneca
798,85224-409-98,Amlodipine Plus,Amlodipine Besylate,Tablet,5mg,Novartis
799,38047-774-99,Amoxicillin Plus,Amoxicillin,Capsule,500mg,Teva
800,81793-480-00,Atorvastatin Plus,Atorvastatin Calcium,Tablet,20mg,Pfizer
801,63845-875-01,Sertraline Plus,Sertraline HCl,Tablet,50mg,Pfizer
802,20490-268-02,Lysinopril Plus,Lisinopril,Tablet,10mg,Sandoz
803,30466-965-03,Gabapentin Plus,Gabapentin,Capsule,300mg,Sun Pharma
804,97346-279-04,Ibuprofen Plus,Ibuprofen,Tablet,800mg,McNeil
805,87903-203-05,Metformin Plus,Metformin HCl,Tablet,850mg,Mylan
806,93800-820-06,Ibuprofen Plus,Ibuprofen,Tablet,800mg,McNeil
807,87536-635-07,Gabapentin Plus,Gabapentin,Capsule,300mg,Sun Pharma
808,12769-194-08,Sertraline Plus,Sertraline HCl,Tablet,50mg,Pfizer
809,10868-965-09,Sertraline Plus,Sertraline HCl,Tablet,50mg,Pfizer
810,14136-544-10,Amoxicillin Plus,Amoxicillin,Capsule,500mg,Teva
811,88582-738-11,Albuterol Plus,Albuterol Sulfate,Inhaler,90mcg,GSK
812,25750-991-12,Losartan Plus,Losartan Potassium,Tablet,50mg,Merck
813,90741-800-13,Levothyroxine Plus,Levothyroxine Sodium,Tablet,50mcg,AbbVie
814,63077-985-14,Albuterol Plus,Albuterol Sulfate,Inhaler,90mcg,GSK
815,66591-407-15,Amoxicillin Plus,Amoxicillin,Capsule,500mg,Teva
816,35948-298-16,Lysinopril Plus,Lisinopril,Tablet,10mg,Sandoz
817,12041-520-17,Hydrochlorothiazide Plus,Hydrochlorothiazide,Tablet,25mg,Lupin
818,73078-392-18,Albuterol Plus,Albuterol Sulfate,Inhaler,90mcg,GSK
819,69909-541-19,Azithromycin Plus,Azithromycin,Tablet,250mg,Pfizer
820,79378-613-20,Sertraline Plus,Sertraline HCl,Tablet,50mg,Pfizer
821,82103-745-21,Gabapentin Plus,Gabapentin,Capsule,300mg,Sun Pharma
822,43376-900-22,Amlodipine Plus,Amlodipine Besylate,Tablet,5mg,Novartis
823,52503-101-23,Metformin Plus,Metformin HCl,Tablet,850mg,Mylan
824,88991-224-24,Metoprolol Plus,Metoprolol Succinate,Tablet,50mg,AstraZeneca
825,39783-448-25,Azithromycin Plus,Azithromycin,Tablet,250mg,Pfizer
826,34100-462-26,Sertraline Plus,Sertraline HCl,Tablet,50mg,Pfizer
827,97011-281-27,Lysinopril Plus,Lisinopril,Tablet,10mg,Sandoz
828,92222-953-28,Omeprazole Plus,Omeprazole,Capsule,20mg,AstraZeneca
829,18348-516-29,Levothyroxine Plus,Levothyroxine Sodium,Tablet,50mcg,AbbVie
830,66868-527-30,Azithromycin Plus,Azithromycin,Tablet,250mg,Pfizer
831,43484-634-31,Atorvastatin Plus,Atorvastatin Calcium,Tablet,20mg,Pfizer
832,47270-855-32,Metoprolol Plus,Metoprolol Succinate,Tablet,50mg,AstraZeneca
833,98582-450-33,Losartan Plus,Losartan Potassium,Tablet,50mg,Merck
834,62378-230-34,Amlodipine Plus,Amlodipine Besylate,Tablet,5mg,Novartis
835,57902-236-35,Levothyroxine Plus,Levothyroxine Sodium,Tablet,50mcg,AbbVie
836,55078-834-36,Albuterol Plus,Albuterol Sulfate,Inhaler,90mcg,GSK
837,49559-236-37,Hydrochlorothiazide Plus,Hydrochlorothiazide,Tablet,25mg,Lupin
838,91333-821-38,Amoxicillin Plus,Amoxicillin,Capsule,500mg,Teva
839,97512-227-39,Gabapentin Plus,Gabapentin,Capsule,300mg,Sun Pharma
840,55919-571-40,Levothyroxine Plus,Levothyroxine Sodium,Tablet,50mcg,AbbVie
841,31139-926-41,Albuterol Plus,Albuterol Sulfate,Inhaler,90mcg,GSK
842,50641-374-42,Levothyroxine Plus,Levothyroxine Sodium,Tablet,50mcg,AbbVie
843,78258-312-43,Hydrochlorothiazide Plus,Hydrochlorothiazide,Tablet,25mg,Lupin
844,24657-388-44,Atorvastatin Plus,Atorvastatin Calcium,Tablet,20mg,Pfizer
845,87102-262-45,Azithromycin Plus,Azithromycin,Tablet,250mg,Pfizer
846,32331-660-46,Hydrochlorothiazide Plus,Hydrochlorothiazide,Tablet,25mg,Lupin
847,85722-644-47,Metformin Plus,Metformin HCl,Tablet,850mg,Mylan
848,94402-165-48,Amoxicillin Plus,Amoxicillin,Capsule,500mg,Teva
849,38798-292-49,Atorvastatin Plus,Atorvastatin Calcium,Tablet,20mg,Pfizer
850,45340-230-50,Metoprolol Plus,Metoprolol Succinate,Tablet,50mg,AstraZeneca
851,23218-986-51,Omeprazole Plus,Omeprazole,Capsule,20mg,AstraZeneca
852,43907-397-52,Albuterol Plus,Albuterol Sulfate,Inhaler,90mcg,GSK
853,71136-310-53,Lysinopril Plus,Lisinopril,Tablet,10mg,Sandoz
854,93018-491-54,Sertraline Plus,Sertraline HCl,Tablet,50mg,Pfizer
855,71542-250-55,Ibuprofen Plus,Ibuprofen,Tablet,800mg,McNeil
856,26080-448-56,Amlodipine Plus,Amlodipine Besylate,Tablet,5mg,Novartis
857,75908-847-57,Metformin Plus,Metformin HCl,Tablet,850mg,Mylan
858,74141-968-58,Omeprazole Plus,Omeprazole,Capsule,20mg,AstraZeneca
859,41816-422-59,Levothyroxine Plus,Levothyroxine Sodium,Tablet,50mcg,AbbVie
860,12145-390-60,Amlodipine Plus,Amlodipine Besylate,Tablet,5mg,Novartis
861,52371-310-61,Omeprazole Plus,Omeprazole,Capsule,20mg,AstraZeneca
862,10228-108-62,Sertraline Plus,Sertraline HCl,Tablet,50mg,Pfizer
863,67778-262-63,Amlodipine Plus,Amlodipine Besylate,Tablet,5mg,Novartis
864,46919-202-64,Sertraline Plus,Sertraline HCl,Tablet,50mg,Pfizer
865,59016-202-65,Gabapentin Plus,Gabapentin,Capsule,300mg,Sun Pharma
866,62207-831-66,Gabapentin Plus,Gabapentin,Capsule,300mg,Sun Pharma
867,35760-559-67,Lysinopril Plus,Lisinopril,Tablet,10mg,Sandoz
868,64406-607-68,Albuterol Plus,Albuterol Sulfate,Inhaler,90mcg,GSK
869,26836-246-69,Metformin Plus,Metformin HCl,Tablet,850mg,Mylan
870,45939-562-70,Amoxicillin Plus,Amoxicillin,Capsule,500mg,Teva
871,33806-225-71,Atorvastatin Plus,Atorvastatin Calcium,Tablet,20mg,Pfizer
872,53849-434-72,Losartan Plus,Losartan Potassium,Tablet,50mg,Merck
873,80563-480-73,Atorvastatin Plus,Atorvastatin Calcium,Tablet,20mg,Pfizer
874,33568-571-74,Hydrochlorothiazide Plus,Hydrochlorothiazide,Tablet,25mg,Lupin
875,39729-479-75,Metformin Plus,Metformin HCl,Tablet,850mg,Mylan
876,22687-500-76,Lysinopril Plus,Lisinopril,Tablet,10mg,Sandoz
877,82049-104-77,Amoxicillin Plus,Amoxicillin,Capsule,500mg,Teva
878,66201-905-78,Ibuprofen Plus,Ibuprofen,Tablet,800mg,McNeil
879,24069-620-79,Albuterol Plus,Albuterol Sulfate,Inhaler,90mcg,GSK
880,94836-277-80,Metformin Plus,Metformin HCl,Tablet,850mg,Mylan
881,13622-969-81,Ibuprofen Plus,Ibuprofen,Tablet,800mg,McNeil
882,33192-253-82,Albuterol Plus,Albuterol Sulfate,Inhaler,90mcg,GSK
883,19416-471-83,Metoprolol Plus,Metoprolol Succinate,Tablet,50mg,AstraZeneca
884,29543-780-84,Sertraline Plus,Sertraline HCl,Tablet,50mg,Pfizer
885,33914-720-85,Sertraline Plus,Sertraline HCl,Tablet,50mg,Pfizer
886,35026-931-86,Lysinopril Plus,Lisinopril,Tablet,10mg,Sandoz
887,39972-372-87,Sertraline Plus,Sertraline HCl,Tablet,50mg,Pfizer
888,39880-967-88,Amlodipine Plus,Amlodipine Besylate,Tablet,5mg,Novartis
889,78478-323-89,Metoprolol Plus,Metoprolol Succinate,Tablet,50mg,AstraZeneca
890,94548-170-90,Ibuprofen Plus,Ibuprofen,Tablet,800mg,McNeil
891,16789-286-91,Amoxicillin Plus,Amoxicillin,Capsule,500mg,Teva
892,82242-164-92,Metformin Plus,Metformin HCl,Tablet,850mg,Mylan
893,93615-683-93,Lysinopril Plus,Lisinopril,Tablet,10mg,Sandoz
894,62855-547-94,Sertraline Plus,Sertraline HCl,Tablet,50mg,Pfizer
895,78317-852-95,Atorvastatin Plus,Atorvastatin Calcium,Tablet,20mg,Pfizer
896,94700-957-96,Gabapentin Plus,Gabapentin,Capsule,300mg,Sun Pharma
897,30713-380-97,Losartan Plus,Losartan Potassium,Tablet,50mg,Merck
898,66867-535-98,Atorvastatin Plus,Atorvastatin Calcium,Tablet,20mg,Pfizer
899,81610-255-99,Amlodipine Plus,Amlodipine Besylate,Tablet,5mg,Novartis
900,50711-237-00,Levothyroxine Plus,Levothyroxine Sodium,Tablet,50mcg,AbbVie
901,51090-665-01,Hydrochlorothiazide Plus,Hydrochlorothiazide,Tablet,25mg,Lupin
902,23310-574-02,Metoprolol Plus,Metoprolol Succinate,Tablet,50mg,AstraZeneca
903,40621-924-03,Hydrochlorothiazide Plus,Hydrochlorothiazide,Tablet,25mg,Lupin
904,29183-487-04,Hydrochlorothiazide Plus,Hydrochlorothiazide,Tablet,25mg,Lupin
905,44486-786-05,Omeprazole Plus,Omeprazole,Capsule,20mg,AstraZeneca
906,53287-971-06,Amlodipine Plus,Amlodipine Besylate,Tablet,5mg,Novartis
907,30434-178-07,Levothyroxine Plus,Levothyroxine Sodium,Tablet,50mcg,AbbVie
908,49021-367-08,Gabapentin Plus,Gabapentin,Capsule,300mg,Sun Pharma
909,43763-658-09,Hydrochlorothiazide Plus,Hydrochlorothiazide,Tablet,25mg,Lupin
910,15925-493-10,Azithromycin Plus,Azithromycin,Tablet,250mg,Pfizer
911,57911-352-11,Ibuprofen Plus,Ibuprofen,Tablet,800mg,McNeil
912,91461-944-12,Atorvastatin Plus,Atorvastatin Calcium,Tablet,20mg,Pfizer
913,82901-973-13,Amlodipine Plus,Amlodipine Besylate,Tablet,5mg,Novartis
914,74791-426-14,Losartan Plus,Losartan Potassium,Tablet,50mg,Merck
915,99996-747-15,Levothyroxine Plus,Levothyroxine Sodium,Tablet,50mcg,AbbVie
916,88351-659-16,Amoxicillin Plus,Amoxicillin,Capsule,500mg,Teva
917,74457-634-17,Albuterol Plus,Albuterol Sulfate,Inhaler,90mcg,GSK
918,60971-842-18,Losartan Plus,Losartan Potassium,Tablet,50mg,Merck
919,87867-567-19,Atorvastatin Plus,Atorvastatin Calcium,Tablet,20mg,Pfizer
920,39286-940-20,Hydrochlorothiazide Plus,Hydrochlorothiazide,Tablet,25mg,Lupin
921,16248-152-21,Gabapentin Plus,Gabapentin,Capsule,300mg,Sun Pharma
922,44272-179-22,Amlodipine Plus,Amlodipine Besylate,Tablet,5mg,Novartis
923,48086-976-23,Azithromycin Plus,Azithromycin,Tablet,250mg,Pfizer
924,19684-486-24,Losartan Plus,Losartan Potassium,Tablet,50mg,Merck
925,49998-692-25,Albuterol Plus,Albuterol Sulfate,Inhaler,90mcg,GSK
926,49863-658-26,Metformin Plus,Metformin HCl,Tablet,850mg,Mylan
927,26859-728-27,Metoprolol Plus,Metoprolol Succinate,Tablet,50mg,AstraZeneca
928,85944-156-28,Albuterol Plus,Albuterol Sulfate,Inhaler,90mcg,GSK
929,61371-139-29,Ibuprofen Plus,Ibuprofen,Tablet,800mg,McNeil
930,44387-686-30,Amoxicillin Plus,Amoxicillin,Capsule,500mg,Teva
931,67975-583-31,Lysinopril Plus,Lisinopril,Tablet,10mg,Sandoz
932,58209-670-32,Metformin Plus,Metformin HCl,Tablet,850mg,Mylan
933,23439-422-33,Atorvastatin Plus,Atorvastatin Calcium,Tablet,20mg,Pfizer
934,64786-191-34,Hydrochlorothiazide Plus,Hydrochlorothiazide,Tablet,25mg,Lupin
935,30161-376-35,Ibuprofen Plus,Ibuprofen,Tablet,800mg,McNeil
936,69528-133-36,Sertraline Plus,Sertraline HCl,Tablet,50mg,Pfizer
937,25035-450-37,Sertraline Plus,Sertraline HCl,Tablet,50mg,Pfizer
938,43190-136-38,Gabapentin Plus,Gabapentin,Capsule,300mg,Sun Pharma
939,53173-189-39,Albuterol Plus,Albuterol Sulfate,Inhaler,90mcg,GSK
940,50516-407-40,Hydrochlorothiazide Plus,Hydrochlorothiazide,Tablet,25mg,Lupin
941,71262-993-41,Ibuprofen Plus,Ibuprofen,Tablet,800mg,McNeil
942,54028-119-42,Omeprazole Plus,Omeprazole,Capsule,20mg,AstraZeneca
943,82727-792-43,Sertraline Plus,Sertraline HCl,Tablet,50mg,Pfizer
944,70685-892-44,Lysinopril Plus,Lisinopril,Tablet,10mg,Sandoz
945,39960-297-45,Metoprolol Plus,Metoprolol Succinate,Tablet,50mg,AstraZeneca
946,43442-122-46,Metoprolol Plus,Metoprolol Succinate,Tablet,50mg,AstraZeneca
947,83201-414-47,Sertraline Plus,Sertraline HCl,Tablet,50mg,Pfizer
948,55928-610-48,Metformin Plus,Metformin HCl,Tablet,850mg,Mylan
949,88410-201-49,Sertraline Plus,Sertraline HCl,Tablet,50mg,Pfizer
950,70452-358-50,Metformin Plus,Metformin HCl,Tablet,850mg,Mylan
951,96530-998-51,Losartan Plus,Losartan Potassium,Tablet,50mg,Merck
952,50071-109-52,Amlodipine Plus,Amlodipine Besylate,Tablet,5mg,Novartis
953,11917-738-53,Hydrochlorothiazide Plus,Hydrochlorothiazide,Tablet,25mg,Lupin
954,72740-857-54,Omeprazole Plus,Omeprazole,Capsule,20mg,AstraZeneca
955,27896-247-55,Losartan Plus,Losartan Potassium,Tablet,50mg,Merck
956,24558-129-56,Amoxicillin Plus,Amoxicillin,Capsule,500mg,Teva
957,67764-232-57,Atorvastatin Plus,Atorvastatin Calcium,Tablet,20mg,Pfizer
958,80242-506-58,Albuterol Plus,Albuterol Sulfate,Inhaler,90mcg,GSK
959,80819-599-59,Amoxicillin Plus,Amoxicillin,Capsule,500mg,Teva
960,97911-893-60,Metoprolol Plus,Metoprolol Succinate,Tablet,50mg,AstraZeneca
961,91341-445-61,Metoprolol Plus,Metoprolol Succinate,Tablet,50mg,AstraZeneca
962,91110-569-62,Azithromycin Plus,Azithromycin,Tablet,250mg,Pfizer
963,29367-210-63,Metoprolol Plus,Metoprolol Succinate,Tablet,50mg,AstraZeneca
964,11697-671-64,Metformin Plus,Metformin HCl,Tablet,850mg,Mylan
965,43050-721-65,Hydrochlorothiazide Plus,Hydrochlorothiazide,Tablet,25mg,Lupin
966,78767-375-66,Metformin Plus,Metformin HCl,Tablet,850mg,Mylan
967,65314-393-67,Gabapentin Plus,Gabapentin,Capsule,300mg,Sun Pharma
968,31750-731-68,Metoprolol Plus,Metoprolol Succinate,Tablet,50mg,AstraZeneca
969,10926-942-69,Omeprazole Plus,Omeprazole,Capsule,20mg,AstraZeneca
970,48574-284-70,Atorvastatin Plus,Atorvastatin Calcium,Tablet,20mg,Pfizer
971,38417-156-71,Atorvastatin Plus,Atorvastatin Calcium,Tablet,20mg,Pfizer
972,83382-445-72,Albuterol Plus,Albuterol Sulfate,Inhaler,90mcg,GSK
973,76044-364-73,Amoxicillin Plus,Amoxicillin,Capsule,500mg,Teva
974,82975-263-74,Amoxicillin Plus,Amoxicillin,Capsule,500mg,Teva
975,73293-268-75,Atorvastatin Plus,Atorvastatin Calcium,Tablet,20mg,Pfizer
976,24227-485-76,Lysinopril Plus,Lisinopril,Tablet,10mg,Sandoz
977,15891-602-77,Omeprazole Plus,Omeprazole,Capsule,20mg,AstraZeneca
978,24760-609-78,Hydrochlorothiazide Plus,Hydrochlorothiazide,Tablet,25mg,Lupin
979,98833-576-79,Losartan Plus,Losartan Potassium,Tablet,50mg,Merck
980,67994-869-80,Levothyroxine Plus,Levothyroxine Sodium,Tablet,50mcg,AbbVie
981,87828-826-81,Albuterol Plus,Albuterol Sulfate,Inhaler,90mcg,GSK
982,10245-398-82,Albuterol Plus,Albuterol Sulfate,Inhaler,90mcg,GSK
983,17455-781-83,Amlodipine Plus,Amlodipine Besylate,Tablet,5mg,Novartis
984,91782-784-84,Losartan Plus,Losartan Potassium,Tablet,50mg,Merck
985,15076-905-85,Ibuprofen Plus,Ibuprofen,Tablet,800mg,McNeil
986,61814-505-86,Omeprazole Plus,Omeprazole,Capsule,20mg,AstraZeneca
987,20654-291-87,Losartan Plus,Losartan Potassium,Tablet,50mg,Merck
988,53540-912-88,Amlodipine Plus,Amlodipine Besylate,Tablet,5mg,Novartis
989,72973-791-89,Metoprolol Plus,Metoprolol Succinate,Tablet,50mg,AstraZeneca
990,63447-235-90,Ibuprofen Plus,Ibuprofen,Tablet,800mg,McNeil
991,30418-277-91,Lysinopril Plus,Lisinopril,Tablet,10mg,Sandoz
992,22269-964-92,Metoprolol Plus,Metoprolol Succinate,Tablet,50mg,AstraZeneca
993,85597-393-93,Sertraline Plus,Sertraline HCl,Tablet,50mg,Pfizer
994,27551-931-94,Losartan Plus,Losartan Potassium,Tablet,50mg,Merck
995,54471-191-95,Atorvastatin Plus,Atorvastatin Calcium,Tablet,20mg,Pfizer
996,68543-173-96,Amlodipine Plus,Amlodipine Besylate,Tablet,5mg,Novartis
997,43499-387-97,Metoprolol Plus,Metoprolol Succinate,Tablet,50mg,AstraZeneca
998,77896-428-98,Levothyroxine Plus,Levothyroxine Sodium,Tablet,50mcg,AbbVie
999,78932-678-99,Omeprazole Plus,Omeprazole,Capsule,20mg,AstraZeneca
1000,36704-278-00,Sertraline Plus,Sertraline HCl,Tablet,50mg,Pfizer
1001,86819-694-01,Levothyroxine Plus,Levothyroxine Sodium,Tablet,50mcg,AbbVie
1002,84021-752-02,Atorvastatin Plus,Atorvastatin Calcium,Tablet,20mg,Pfizer
1003,53090-531-03,Amlodipine Plus,Amlodipine Besylate,Tablet,5mg,Novartis
1004,84157-428-04,Omeprazole Plus,Omeprazole,Capsule,20mg,AstraZeneca
1005,74219-457-05,Amlodipine Plus,Amlodipine Besylate,Tablet,5mg,Novartis
1006,27215-164-06,Amoxicillin Plus,Amoxicillin,Capsule,500mg,Teva
1007,85557-579-07,Albuterol Plus,Albuterol Sulfate,Inhaler,90mcg,GSK
1008,98845-619-08,Omeprazole Plus,Omeprazole,Capsule,20mg,AstraZeneca
1009,45520-279-09,Azithromycin Plus,Azithromycin,Tablet,250mg,Pfizer
1010,16711-779-10,Ibuprofen Plus,Ibuprofen,Tablet,800mg,McNeil
1011,77576-620-11,Levothyroxine Plus,Levothyroxine Sodium,Tablet,50mcg,AbbVie
1012,24729-364-12,Lysinopril Plus,Lisinopril,Tablet,10mg,Sandoz
1013,90303-154-13,Metformin Plus,Metformin HCl,Tablet,850mg,Mylan
1014,63747-673-14,Omeprazole Plus,Omeprazole,Capsule,20mg,AstraZeneca
1015,47712-187-15,Losartan Plus,Losartan Potassium,Tablet,50mg,Merck
1016,80643-545-16,Metformin Plus,Metformin HCl,Tablet,850mg,Mylan
1017,83132-982-17,Amlodipine Plus,Amlodipine Besylate,Tablet,5mg,Novartis
1018,50959-943-18,Amlodipine Plus,Amlodipine Besylate,Tablet,5mg,Novartis
1019,53493-678-19,Losartan Plus,Losartan Potassium,Tablet,50mg,Merck
1020,36769-649-20,Amoxicillin Plus,Amoxicillin,Capsule,500mg,Teva
1021,53324-950-21,Omeprazole Plus,Omeprazole,Capsule,20mg,AstraZeneca
1022,20487-865-22,Hydrochlorothiazide Plus,Hydrochlorothiazide,Tablet,25mg,Lupin
1023,23174-337-23,Amoxicillin Plus,Amoxicillin,Capsule,500mg,Teva
1024,52559-920-24,Albuterol Plus,Albuterol Sulfate,Inhaler,90mcg,GSK
1025,36405-548-25,Albuterol Plus,Albuterol Sulfate,Inhaler,90mcg,GSK
1026,57323-467-26,Hydrochlorothiazide Plus,Hydrochlorothiazide,Tablet,25mg,Lupin
1027,80508-869-27,Gabapentin Plus,Gabapentin,Capsule,300mg,Sun Pharma
1028,82272-881-28,Atorvastatin Plus,Atorvastatin Calcium,Tablet,20mg,Pfizer
1029,62671-466-29,Amlodipine Plus,Amlodipine Besylate,Tablet,5mg,Novartis
1030,96731-583-30,Ibuprofen Plus,Ibuprofen,Tablet,800mg,McNeil
1031,74940-702-31,Lysinopril Plus,Lisinopril,Tablet,10mg,Sandoz
1032,91025-367-32,Gabapentin Plus,Gabapentin,Capsule,300mg,Sun Pharma
1033,50018-242-33,Hydrochlorothiazide Plus,Hydrochlorothiazide,Tablet,25mg,Lupin
1034,47357-125-34,Atorvastatin Plus,Atorvastatin Calcium,Tablet,20mg,Pfizer
1035,93300-541-35,Albuterol Plus,Albuterol Sulfate,Inhaler,90mcg,GSK
1036,52979-547-36,Amlodipine Plus,Amlodipine Besylate,Tablet,5mg,Novartis
1037,75054-370-37,Levothyroxine Plus,Levothyroxine Sodium,Tablet,50mcg,AbbVie
1038,77610-655-38,Sertraline Plus,Sertraline HCl,Tablet,50mg,Pfizer
1039,11785-972-39,Omeprazole Plus,Omeprazole,Capsule,20mg,AstraZeneca
1040,25225-292-40,Azithromycin Plus,Azithromycin,Tablet,250mg,Pfizer
1041,23864-450-41,Ibuprofen Plus,Ibuprofen,Tablet,800mg,McNeil
1042,75740-859-42,Losartan Plus,Losartan Potassium,Tablet,50mg,Merck
1043,41699-496-43,Metoprolol Plus,Metoprolol Succinate,Tablet,50mg,AstraZeneca
1044,51296-269-44,Lysinopril Plus,Lisinopril,Tablet,10mg,Sandoz
1045,17329-291-45,Levothyroxine Plus,Levothyroxine Sodium,Tablet,50mcg,AbbVie
1046,40743-887-46,Ibuprofen Plus,Ibuprofen,Tablet,800mg,McNeil
1047,87038-381-47,Omeprazole Plus,Omeprazole,Capsule,20mg,AstraZeneca
1048,76282-238-48,Ibuprofen Plus,Ibuprofen,Tablet,800mg,McNeil
1049,77084-213-49,Losartan Plus,Losartan Potassium,Tablet,50mg,Merck
1050,14876-310-50,Metformin Plus,Metformin HCl,Tablet,850mg,Mylan
1051,45228-771-51,Losartan Plus,Losartan Potassium,Tablet,50mg,Merck
1052,21302-864-52,Sertraline Plus,Sertraline HCl,Tablet,50mg,Pfizer
1053,58525-220-53,Levothyroxine Plus,Levothyroxine Sodium,Tablet,50mcg,AbbVie
1054,22059-745-54,Sertraline Plus,Sertraline HCl,Tablet,50mg,Pfizer
1055,87577-943-55,Sertraline Plus,Sertraline HCl,Tablet,50mg,Pfizer
1056,37100-105-56,Hydrochlorothiazide Plus,Hydrochlorothiazide,Tablet,25mg,Lupin
1057,35342-542-57,Metoprolol Plus,Metoprolol Succinate,Tablet,50mg,AstraZeneca
1058,31668-596-58,Losartan Plus,Losartan Potassium,Tablet,50mg,Merck
1059,82220-543-59,Gabapentin Plus,Gabapentin,Capsule,300mg,Sun Pharma
1060,46637-794-60,Amoxicillin Plus,Amoxicillin,Capsule,500mg,Teva
1061,98625-493-61,Levothyroxine Plus,Levothyroxine Sodium,Tablet,50mcg,AbbVie
1062,20784-882-62,Amlodipine Plus,Amlodipine Besylate,Tablet,5mg,Novartis
1063,90112-985-63,Sertraline Plus,Sertraline HCl,Tablet,50mg,Pfizer
1064,69861-874-64,Levothyroxine Plus,Levothyroxine Sodium,Tablet,50mcg,AbbVie
1065,77286-329-65,Amoxicillin Plus,Amoxicillin,Capsule,500mg,Teva
1066,65380-258-66,Sertraline Plus,Sertraline HCl,Tablet,50mg,Pfizer
1067,75057-283-67,Metoprolol Plus,Metoprolol Succinate,Tablet,50mg,AstraZeneca
1068,38785-832-68,Levothyroxine Plus,Levothyroxine Sodium,Tablet,50mcg,AbbVie
1069,76791-534-69,Metoprolol Plus,Metoprolol Succinate,Tablet,50mg,AstraZeneca
1070,70033-910-70,Losartan Plus,Losartan Potassium,Tablet,50mg,Merck
1071,23688-766-71,Amoxicillin Plus,Amoxicillin,Capsule,500mg,Teva
1072,55881-341-72,Amlodipine Plus,Amlodipine Besylate,Tablet,5mg,Novartis
1073,52346-327-73,Albuterol Plus,Albuterol Sulfate,Inhaler,90mcg,GSK
1074,69845-136-74,Albuterol Plus,Albuterol Sulfate,Inhaler,90mcg,GSK
1075,96620-741-75,Amoxicillin Plus,Amoxicillin,Capsule,500mg,Teva
1076,30132-192-76,Ibuprofen Plus,Ibuprofen,Tablet,800mg,McNeil
1077,14408-248-77,Atorvastatin Plus,Atorvastatin Calcium,Tablet,20mg,Pfizer
1078,59826-528-78,Albuterol Plus,Albuterol Sulfate,Inhaler,90mcg,GSK
1079,25651-448-79,Amoxicillin Plus,Amoxicillin,Capsule,500mg,Teva
1080,49189-187-80,Azithromycin Plus,Azithromycin,Tablet,250mg,Pfizer
1081,66140-673-81,Gabapentin Plus,Gabapentin,Capsule,300mg,Sun Pharma
1082,31064-587-82,Amlodipine Plus,Amlodipine Besylate,Tablet,5mg,Novartis
1083,59538-345-83,Azithromycin Plus,Azithromycin,Tablet,250mg,Pfizer
1084,10435-192-84,Amlodipine Plus,Amlodipine Besylate,Tablet,5mg,Novartis
