facility_id,facility_name,facility_type,address,city,state,zip_code,bed_capacity
300,Chicago Specialty Clinic #300,Specialty Clinic,9360 Health Parkway,Chicago,IL,60601,160
301,San Jose Urgent Care #301,Urgent Care,1697 Health Parkway,San Jose,CA,95101,797
302,Dallas General Hospital #302,General Hospital,9336 Health Parkway,Dallas,TX,75201,762
303,Phoenix General Hospital #303,General Hospital,8640 Health Parkway,Phoenix,AZ,85001,257
304,New York General Hospital #304,General Hospital,9454 Health Parkway,New York,NY,10001,11
305,New York General Hospital #305,General Hospital,7582 Health Parkway,New York,NY,10001,79
306,Boston Urgent Care #306,Urgent Care,5376 Health Parkway,Boston,MA,02101,453
307,San Diego Specialty Clinic #307,Specialty Clinic,2027 Health Parkway,San Diego,CA,92101,696
308,Philadelphia Urgent Care #308,Urgent Care,2506 Health Parkway,Philadelphia,PA,19101,591
309,Los Angeles General Hospital #309,General Hospital,5624 Health Parkway,Los Angeles,CA,90001,577
310,Denver General Hospital #310,General Hospital,9294 Health Parkway,Denver,CO,80201,601
311,Philadelphia General Hospital #311,General Hospital,4848 Health Parkway,Philadelphia,PA,19101,328
312,Seattle Urgent Care #312,Urgent Care,1857 Health Parkway,Seattle,WA,98101,549
313,San Antonio Urgent Care #313,Urgent Care,6705 Health Parkway,San Antonio,TX,78201,467
314,Los Angeles Diagnostic Center #314,Diagnostic Center,543 Health Parkway,Los Angeles,CA,90001,703
315,Phoenix Specialty Clinic #315,Specialty Clinic,6867 Health Parkway,Phoenix,AZ,85001,283
316,San Diego Specialty Clinic #316,Specialty Clinic,6915 Health Parkway,San Diego,CA,92101,347
317,San Jose Urgent Care #317,Urgent Care,142 Health Parkway,San Jose,CA,95101,425
318,Seattle Urgent Care #318,Urgent Care,4846 Health Parkway,Seattle,WA,98101,713
319,Houston Diagnostic Center #319,Diagnostic Center,2451 Health Parkway,Houston,TX,77001,681
320,Dallas Diagnostic Center #320,Diagnostic Center,6947 Health Parkway,Dallas,TX,75201,564
321,New York General Hospital #321,General Hospital,5750 Health Parkway,New York,NY,10001,265
322,Phoenix Diagnostic Center #322,Diagnostic Center,8159 Health Parkway,Phoenix,AZ,85001,677
323,San Antonio General Hospital #323,General Hospital,2787 Health Parkway,San Antonio,TX,78201,205
324,San Diego Diagnostic Center #324,Diagnostic Center,9976 Health Parkway,San Diego,CA,92101,602
325,San Antonio Diagnostic Center #325,Diagnostic Center,8613 Health Parkway,San Antonio,TX,78201,168
326,Jacksonville Urgent Care #326,Urgent Care,4391 Health Parkway,Jacksonville,FL,32201,551
327,San Jose Urgent Care #327,Urgent Care,7772 Health Parkway,San Jose,CA,95101,679
328,Phoenix General Hospital #328,General Hospital,1974 Health Parkway,Phoenix,AZ,85001,580
329,Houston Specialty Clinic #329,Specialty Clinic,2480 Health Parkway,Houston,TX,77001,447
330,Boston Specialty Clinic #330,Specialty Clinic,3538 Health Parkway,Boston,MA,02101,22
331,Austin Specialty Clinic #331,Specialty Clinic,9990 Health Parkway,Austin,TX,78701,125
332,Phoenix Diagnostic Center #332,Diagnostic Center,8341 Health Parkway,Phoenix,AZ,85001,479
333,New York Specialty Clinic #333,Specialty Clinic,3880 Health Parkway,New York,NY,10001,37
334,Jacksonville Diagnostic Center #334,Diagnostic Center,6620 Health Parkway,Jacksonville,FL,32201,21
335,Denver Specialty Clinic #335,Specialty Clinic,8694 Health Parkway,Denver,CO,80201,643
336,Denver Diagnostic Center #336,Diagnostic Center,2575 Health Parkway,Denver,CO,80201,34
337,Dallas Diagnostic Center #337,Diagnostic Center,2599 Health Parkway,Dallas,TX,75201,76
338,Los Angeles General Hospital #338,General Hospital,7817 Health Parkway,Los Angeles,CA,90001,157
339,Boston Urgent Care #339,Urgent Care,466 Health Parkway,Boston,MA,02101,739
340,Boston Diagnostic Center #340,Diagnostic Center,3697 Health Parkway,Boston,MA,02101,498
341,Houston Specialty Clinic #341,Specialty Clinic,9707 Health Parkway,Houston,TX,77001,722
342,San Jose General Hospital #342,General Hospital,6216 Health Parkway,San Jose,CA,95101,314
343,Austin Urgent Care #343,Urgent Care,9454 Health Parkway,Austin,TX,78701,447
344,San Antonio General Hospital #344,General Hospital,4060 Health Parkway,San Antonio,TX,78201,337
345,Dallas Diagnostic Center #345,Diagnostic Center,1652 Health Parkway,Dallas,TX,75201,275
346,Denver Urgent Care #346,Urgent Care,919 Health Parkway,Denver,CO,80201,671
347,Boston General Hospital #347,General Hospital,7327 Health Parkway,Boston,MA,02101,308
348,Philadelphia Diagnostic Center #348,Diagnostic Center,6411 Health Parkway,Philadelphia,PA,19101,518
349,Jacksonville Urgent Care #349,Urgent Care,8445 Health Parkway,Jacksonville,FL,32201,351
350,Chicago Diagnostic Center #350,Diagnostic Center,2248 Health Parkway,Chicago,IL,60601,195
351,Jacksonville General Hospital #351,General Hospital,3513 Health Parkway,Jacksonville,FL,32201,682
352,Los Angeles Urgent Care #352,Urgent Care,4230 Health Parkway,Los Angeles,CA,90001,345
353,Philadelphia Specialty Clinic #353,Specialty Clinic,5927 Health Parkway,Philadelphia,PA,19101,434
354,Denver Urgent Care #354,Urgent Care,3357 Health Parkway,Denver,CO,80201,451
355,San Jose Urgent Care #355,Urgent Care,728 Health Parkway,San Jose,CA,95101,680
356,Chicago General Hospital #356,General Hospital,7171 Health Parkway,Chicago,IL,60601,313
357,Chicago General Hospital #357,General Hospital,8620 Health Parkway,Chicago,IL,60601,44
358,Los Angeles Diagnostic Center #358,Diagnostic Center,2919 Health Parkway,Los Angeles,CA,90001,740
359,Los Angeles Urgent Care #359,Urgent Care,4860 Health Parkway,Los Angeles,CA,90001,29
360,Philadelphia General Hospital #360,General Hospital,2094 Health Parkway,Philadelphia,PA,19101,396
361,Phoenix Urgent Care #361,Urgent Care,191 Health Parkway,Phoenix,AZ,85001,249
362,Boston Specialty Clinic #362,Specialty Clinic,5062 Health Parkway,Boston,MA,02101,172
363,Boston Specialty Clinic #363,Specialty Clinic,9968 Health Parkway,Boston,MA,02101,756
364,Austin General Hospital #364,General Hospital,8247 Health Parkway,Austin,TX,78701,352
365,Philadelphia Urgent Care #365,Urgent Care,6068 Health Parkway,Philadelphia,PA,19101,175
366,Denver Urgent Care #366,Urgent Care,226 Health Parkway,Denver,CO,80201,621
367,San Jose Specialty Clinic #367,Specialty Clinic,5970 Health Parkway,San Jose,CA,95101,450
368,San Jose General Hospital #368,General Hospital,2859 Health Parkway,San Jose,CA,95101,436
369,San Antonio General Hospital #369,General Hospital,2125 Health Parkway,San Antonio,TX,78201,593
370,San Jose Urgent Care #370,Urgent Care,4111 Health Parkway,San Jose,CA,95101,334
371,New York Urgent Care #371,Urgent Care,7643 Health Parkway,New York,NY,10001,513
372,Chicago Specialty Clinic #372,Specialty Clinic,7237 Health Parkway,Chicago,IL,60601,524
373,Austin Urgent Care #373,Urgent Care,2884 Health Parkway,Austin,TX,78701,750
374,San Jose Urgent Care #374,Urgent Care,9428 Health Parkway,San Jose,CA,95101,672
375,Denver Specialty Clinic #375,Specialty Clinic,6262 Health Parkway,Denver,CO,80201,92
376,San Jose General Hospital #376,General Hospital,1755 Health Parkway,San Jose,CA,95101,790
377,San Diego Diagnostic Center #377,Diagnostic Center,3409 Health Parkway,San Diego,CA,92101,38
378,Denver Diagnostic Center #378,Diagnostic Center,7134 Health Parkway,Denver,CO,80201,565
379,Phoenix Diagnostic Center #379,Diagnostic Center,2614 Health Parkway,Phoenix,AZ,85001,174
380,Los Angeles Urgent Care #380,Urgent Care,252 Health Parkway,Los Angeles,CA,90001,407
381,Dallas Diagnostic Center #381,Diagnostic Center,8632 Health Parkway,Dallas,TX,75201,797
382,Seattle Diagnostic Center #382,Diagnostic Center,6564 Health Parkway,Seattle,WA,98101,55
383,Dallas Specialty Clinic #383,Specialty Clinic,9735 Health Parkway,Dallas,TX,75201,641
384,Denver Urgent Care #384,Urgent Care,4164 Health Parkway,Denver,CO,80201,240
385,San Jose Specialty Clinic #385,Specialty Clinic,5474 Health Parkway,San Jose,CA,95101,374
386,Houston Specialty Clinic #386,Specialty Clinic,7445 Health Parkway,Houston,TX,77001,120
387,New York Diagnostic Center #387,Diagnostic Center,8523 Health Parkway,New York,NY,10001,336
388,Austin Specialty Clinic #388,Specialty Clinic,2464 Health Parkway,Austin,TX,78701,675
389,Phoenix Urgent Care #389,Urgent Care,8750 Health Parkway,Phoenix,AZ,85001,183
390,Jacksonville General Hospital #390,General Hospital,1361 Health Parkway,Jacksonville,FL,32201,598
391,Seattle Urgent Care #391,Urgent Care,7197 Health Parkway,Seattle,WA,98101,98
392,San Antonio Specialty Clinic #392,Specialty Clinic,2162 Health Parkway,San Antonio,TX,78201,372
393,Boston Diagnostic Center #393,Diagnostic Center,6955 Health Parkway,Boston,MA,02101,449
394,Jacksonville Specialty Clinic #394,Specialty Clinic,2332 Health Parkway,Jacksonville,FL,32201,560
395,Seattle Diagnostic Center #395,Diagnostic Center,3649 Health Parkway,Seattle,WA,98101,383
396,San Antonio Urgent Care #396,Urgent Care,1761 Health Parkway,San Antonio,TX,78201,96
397,San Diego Urgent Care #397,Urgent Care,4961 Health Parkway,San Diego,CA,92101,80
398,San Diego Urgent Care #398,Urgent Care,1059 Health Parkway,San Diego,CA,92101,199
399,Dallas General Hospital #399,General Hospital,7873 Health Parkway,Dallas,TX,75201,377
400,Phoenix Urgent Care #400,Urgent Care,8930 Health Parkway,Phoenix,AZ,85001,267
401,San Jose Diagnostic Center #401,Diagnostic Center,632 Health Parkway,San Jose,CA,95101,774
402,Austin Urgent Care #402,Urgent Care,3824 Health Parkway,Austin,TX,78701,161
403,Denver Diagnostic Center #403,Diagnostic Center,8642 Health Parkway,Denver,CO,80201,450
404,Austin General Hospital #404,General Hospital,8498 Health Parkway,Austin,TX,78701,366
405,San Antonio Specialty Clinic #405,Specialty Clinic,1331 Health Parkway,San Antonio,TX,78201,659
406,Philadelphia Urgent Care #406,Urgent Care,7301 Health Parkway,Philadelphia,PA,19101,496
407,San Jose Urgent Care #407,Urgent Care,6198 Health Parkway,San Jose,CA,95101,513
408,Boston General Hospital #408,General Hospital,6299 Health Parkway,Boston,MA,02101,314
409,New York Diagnostic Center #409,Diagnostic Center,3160 Health Parkway,New York,NY,10001,605
410,New York Urgent Care #410,Urgent Care,5273 Health Parkway,New York,NY,10001,43
411,Austin Diagnostic Center #411,Diagnostic Center,7692 Health Parkway,Austin,TX,78701,25
412,San Diego Urgent Care #412,Urgent Care,9462 Health Parkway,San Diego,CA,92101,701
413,San Jose Urgent Care #413,Urgent Care,8099 Health Parkway,San Jose,CA,95101,145
414,Denver Urgent Care #414,Urgent Care,9009 Health Parkway,Denver,CO,80201,396
415,Jacksonville Diagnostic Center #415,Diagnostic Center,9170 Health Parkway,Jacksonville,FL,32201,546
416,Jacksonville General Hospital #416,General Hospital,996 Health Parkway,Jacksonville,FL,32201,590
417,San Diego Specialty Clinic #417,Specialty Clinic,3089 Health Parkway,San Diego,CA,92101,191
418,Philadelphia Specialty Clinic #418,Specialty Clinic,1241 Health Parkway,Philadelphia,PA,19101,707
419,Seattle General Hospital #419,General Hospital,6539 Health Parkway,Seattle,WA,98101,192
420,Austin Specialty Clinic #420,Specialty Clinic,9646 Health Parkway,Austin,TX,78701,100
421,Philadelphia Urgent Care #421,Urgent Care,2545 Health Parkway,Philadelphia,PA,19101,304
422,Los Angeles General Hospital #422,General Hospital,9057 Health Parkway,Los Angeles,CA,90001,551
423,San Jose General Hospital #423,General Hospital,838 Health Parkway,San Jose,CA,95101,113
424,New York General Hospital #424,General Hospital,5654 Health Parkway,New York,NY,10001,295
425,Seattle Urgent Care #425,Urgent Care,9495 Health Parkway,Seattle,WA,98101,740
426,Los Angeles Diagnostic Center #426,Diagnostic Center,1530 Health Parkway,Los Angeles,CA,90001,288
427,Chicago General Hospital #427,General Hospital,4479 Health Parkway,Chicago,IL,60601,454
428,New York General Hospital #428,General Hospital,268 Health Parkway,New York,NY,10001,131
429,Seattle General Hospital #429,General Hospital,2362 Health Parkway,Seattle,WA,98101,125
430,Dallas Diagnostic Center #430,Diagnostic Center,6663 Health Parkway,Dallas,TX,75201,80
431,Denver Urgent Care #431,Urgent Care,8135 Health Parkway,Denver,CO,80201,153
432,San Diego Diagnostic Center #432,Diagnostic Center,7170 Health Parkway,San Diego,CA,92101,765
433,Austin Specialty Clinic #433,Specialty Clinic,4377 Health Parkway,Austin,TX,78701,170
434,Houston Diagnostic Center #434,Diagnostic Center,2915 Health Parkway,Houston,TX,77001,542
435,Houston General Hospital #435,General Hospital,146 Health Parkway,Houston,TX,77001,606
436,New York Specialty Clinic #436,Specialty Clinic,8064 Health Parkway,New York,NY,10001,71
437,Austin Diagnostic Center #437,Diagnostic Center,8381 Health Parkway,Austin,TX,78701,603
438,Dallas Specialty Clinic #438,Specialty Clinic,8857 Health Parkway,Dallas,TX,75201,787
439,Austin Specialty Clinic #439,Specialty Clinic,9351 Health Parkway,Austin,TX,78701,598
440,Denver General Hospital #440,General Hospital,6029 Health Parkway,Denver,CO,80201,124
441,New York General Hospital #441,General Hospital,6690 Health Parkway,New York,NY,10001,81
442,Chicago Diagnostic Center #442,Diagnostic Center,5439 Health Parkway,Chicago,IL,60601,618
443,Chicago General Hospital #443,General Hospital,6675 Health Parkway,Chicago,IL,60601,43
444,Dallas Diagnostic Center #444,Diagnostic Center,5693 Health Parkway,Dallas,TX,75201,89
445,Seattle Diagnostic Center #445,Diagnostic Center,3873 Health Parkway,Seattle,WA,98101,295
446,Denver Specialty Clinic #446,Specialty Clinic,7485 Health Parkway,Denver,CO,80201,504
447,Philadelphia Urgent Care #447,Urgent Care,1771 Health Parkway,Philadelphia,PA,19101,77
448,Philadelphia Specialty Clinic #448,Specialty Clinic,5645 Health Parkway,Philadelphia,PA,19101,751
449,Los Angeles Urgent Care #449,Urgent Care,9219 Health Parkway,Los Angeles,CA,90001,271
450,Seattle Urgent Care #450,Urgent Care,6826 Health Parkway,Seattle,WA,98101,769
451,Boston General Hospital #451,General Hospital,8334 Health Parkway,Boston,MA,02101,586
452,Houston Diagnostic Center #452,Diagnostic Center,2688 Health Parkway,Houston,TX,77001,754
453,Dallas Urgent Care #453,Urgent Care,9153 Health Parkway,Dallas,TX,75201,124
454,Boston Urgent Care #454,Urgent Care,1363 Health Parkway,Boston,MA,02101,648
455,Denver Diagnostic Center #455,Diagnostic Center,3990 Health Parkway,Denver,CO,80201,641
456,Jacksonville General Hospital #456,General Hospital,217 Health Parkway,Jacksonville,FL,32201,766
457,San Antonio Diagnostic Center #457,Diagnostic Center,6612 Health Parkway,San Antonio,TX,78201,370
458,New York Diagnostic Center #458,Diagnostic Center,1371 Health Parkway,New York,NY,10001,792
459,Austin Urgent Care #459,Urgent Care,6304 Health Parkway,Austin,TX,78701,176
460,Boston General Hospital #460,General Hospital,3205 Health Parkway,Boston,MA,02101,380
461,New York Urgent Care #461,Urgent Care,6282 Health Parkway,New York,NY,10001,243
462,San Jose Specialty Clinic #462,Specialty Clinic,194 Health Parkway,San Jose,CA,95101,436
463,Boston Diagnostic Center #463,Diagnostic Center,3877 Health Parkway,Boston,MA,02101,591
464,San Jose Specialty Clinic #464,Specialty Clinic,9207 Health Parkway,San Jose,CA,95101,105
465,Seattle Diagnostic Center #465,Diagnostic Center,6203 Health Parkway,Seattle,WA,98101,668
466,New York Urgent Care #466,Urgent Care,8684 Health Parkway,New York,NY,10001,156
467,Boston Specialty Clinic #467,Specialty Clinic,3051 Health Parkway,Boston,MA,02101,26
468,San Antonio Diagnostic Center #468,Diagnostic Center,7118 Health Parkway,San Antonio,TX,78201,582
469,Boston Diagnostic Center #469,Diagnostic Center,5140 Health Parkway,Boston,MA,02101,673
470,Phoenix Urgent Care #470,Urgent Care,5347 Health Parkway,Phoenix,AZ,85001,112
471,San Diego Specialty Clinic #471,Specialty Clinic,3568 Health Parkway,San Diego,CA,92101,308
472,Los Angeles Diagnostic Center #472,Diagnostic Center,2336 Health Parkway,Los Angeles,CA,90001,363
473,Philadelphia Diagnostic Center #473,Diagnostic Center,6544 Health Parkway,Philadelphia,PA,19101,371
474,Austin General Hospital #474,General Hospital,2923 Health Parkway,Austin,TX,78701,214
475,Philadelphia General Hospital #475,General Hospital,5976 Health Parkway,Philadelphia,PA,19101,409
476,San Antonio General Hospital #476,General Hospital,1178 Health Parkway,San Antonio,TX,78201,251
477,Seattle Urgent Care #477,Urgent Care,7532 Health Parkway,Seattle,WA,98101,374
478,Boston Urgent Care #478,Urgent Care,6895 Health Parkway,Boston,MA,02101,227
479,New York Specialty Clinic #479,Specialty Clinic,4942 Health Parkway,New York,NY,10001,715
480,Los Angeles General Hospital #480,General Hospital,3615 Health Parkway,Los Angeles,CA,90001,466
481,Phoenix Specialty Clinic #481,Specialty Clinic,9307 Health Parkway,Phoenix,AZ,85001,210
482,Jacksonville Diagnostic Center #482,Diagnostic Center,9878 Health Parkway,Jacksonville,FL,32201,60
483,Los Angeles Urgent Care #483,Urgent Care,9638 Health Parkway,Los Angeles,CA,90001,372
484,Philadelphia Specialty Clinic #484,Specialty Clinic,398 Health Parkway,Philadelphia,PA,19101,547
485,San Antonio Specialty Clinic #485,Specialty Clinic,9635 Health Parkway,San Antonio,TX,78201,181
486,Houston General Hospital #486,General Hospital,5078 Health Parkway,Houston,TX,77001,278
487,Denver Urgent Care #487,Urgent Care,4426 Health Parkway,Denver,CO,80201,506
488,San Antonio Urgent Care #488,Urgent Care,7103 Health Parkway,San Antonio,TX,78201,71
489,San Jose Urgent Care #489,Urgent Care,9233 Health Parkway,San Jose,CA,95101,99
490,Austin General Hospital #490,General Hospital,1479 Health Parkway,Austin,TX,78701,685
491,Houston Urgent Care #491,Urgent Care,9880 Health Parkway,Houston,TX,77001,382
492,Jacksonville Specialty Clinic #492,Specialty Clinic,7051 Health Parkway,Jacksonville,FL,32201,678
493,San Antonio Diagnostic Center #493,Diagnostic Center,3531 Health Parkway,San Antonio,TX,78201,572
494,Austin Diagnostic Center #494,Diagnostic Center,1575 Health Parkway,Austin,TX,78701,798
495,Chicago General Hospital #495,General Hospital,2813 Health Parkway,Chicago,IL,60601,573
496,Seattle General Hospital #496,General Hospital,9067 Health Parkway,Seattle,WA,98101,764
497,San Jose Urgent Care #497,Urgent Care,4830 Health Parkway,San Jose,CA,95101,451
498,Houston Diagnostic Center #498,Diagnostic Center,1438 Health Parkway,Houston,TX,77001,162
499,Boston Urgent Care #499,Urgent Care,9343 Health Parkway,Boston,MA,02101,680
500,Los Angeles Diagnostic Center #500,Diagnostic Center,3497 Health Parkway,Los Angeles,CA,90001,357
