product_id,sku,product_name,category,subcategory,brand,unit_cost,unit_price,is_active
2654,SKU-ELE-002654,Pulse Audio & Headphones Model-655,Electronics,Audio & Headphones,Pulse,268.49,431.88,0
2655,SKU-TOY-002655,Prism Outdoor Toys Model-656,Toys & Games,Outdoor Toys,Prism,43.33,85.92,1
2656,SKU-BEA-002656,Pulse Fragrances Model-657,Beauty & Care,Fragrances,Pulse,93.29,169.31,1
2657,SKU-BEA-002657,Pulse Personal Care Model-658,Beauty & Care,Personal Care,Pulse,370.46,699.4,1
2658,SKU-ELE-002658,Zenith Accessories Model-659,Electronics,Accessories,Zenith,374.41,494.33,1
2659,SKU-HOM-002659,Vortex Bedding Model-660,Home & Kitchen,Bedding,Vortex,197.7,268.04,1
2660,SKU-ELE-002660,Horizon Wearables Model-661,Electronics,Wearables,Horizon,279.36,511.23,1
2661,SKU-APP-002661,Zenith Outerwear Model-662,Apparel,Outerwear,Zenith,437.38,659.89,1
2662,SKU-ELE-002662,Lumina Laptops Model-663,Electronics,Laptops,Lumina,220.18,304.15,1
2663,SKU-SPO-002663,Summit Fitness Gear Model-664,Sports & Outdoors,Fitness Gear,Summit,233.28,397.32,1
2664,SKU-GRO-002664,Lumina Organic Foods Model-665,Grocery & Pantry,Organic Foods,Lumina,357.49,742.15,1
2665,SKU-HOM-002665,Pulse Cookware Model-666,Home & Kitchen,Cookware,Pulse,394.72,564.79,1
2666,SKU-SPO-002666,Velocity Fitness Gear Model-667,Sports & Outdoors,Fitness Gear,Velocity,351.98,444.35,1
2667,SKU-AUT-002667,Lumina Oils & Fluids Model-668,Automotive,Oils & Fluids,Lumina,44.57,59.98,1
2668,SKU-GRO-002668,Horizon Organic Foods Model-669,Grocery & Pantry,Organic Foods,Horizon,129.93,168.82,1
2669,SKU-AUT-002669,Pulse Oils & Fluids Model-670,Automotive,Oils & Fluids,Pulse,96.04,125.21,1
2670,SKU-ELE-002670,Prism Smartphones Model-671,Electronics,Smartphones,Prism,138.53,177.22,1
2671,SKU-ELE-002671,Velocity Laptops Model-672,Electronics,Laptops,Velocity,412.29,790.92,1
2672,SKU-HOM-002672,Matrix Decor Model-673,Home & Kitchen,Decor,Matrix,356.33,492.84,1
2673,SKU-GRO-002673,Prism Breakfast Model-674,Grocery & Pantry,Breakfast,Prism,152.69,310.17,1
2674,SKU-GRO-002674,Summit Canned Goods Model-675,Grocery & Pantry,Canned Goods,Summit,100.08,201.72,1
2675,SKU-ELE-002675,Sol Smartphones Model-676,Electronics,Smartphones,Sol,267.73,644.62,1
2676,SKU-AUT-002676,Vortex Interior Accessories Model-677,Automotive,Interior Accessories,Vortex,120.5,290.83,1
2677,SKU-BEA-002677,Vortex Skincare Model-678,Beauty & Care,Skincare,Vortex,141.92,308.88,1
2678,SKU-ELE-002678,Vortex Audio & Headphones Model-679,Electronics,Audio & Headphones,Vortex,284.26,647.27,1
2679,SKU-APP-002679,Velocity Accessories Model-680,Apparel,Accessories,Velocity,204.75,380.05,0
2680,SKU-TOY-002680,Pulse Puzzles Model-681,Toys & Games,Puzzles,Pulse,442.41,604.68,1
2681,SKU-SPO-002681,Titan Team Sports Model-682,Sports & Outdoors,Team Sports,Titan,33.59,61.35,1
2682,SKU-SPO-002682,Echo Cycling Model-683,Sports & Outdoors,Cycling,Echo,23.8,42.54,1
2683,SKU-SPO-002683,Matrix Fitness Gear Model-684,Sports & Outdoors,Fitness Gear,Matrix,411.48,701.61,1
2684,SKU-SPO-002684,Sol Camping & Hiking Model-685,Sports & Outdoors,Camping & Hiking,Sol,91.83,219.94,1
2685,SKU-GRO-002685,Vortex Organic Foods Model-686,Grocery & Pantry,Organic Foods,Vortex,355.75,658.49,0
2686,SKU-APP-002686,Vortex Men's Clothing Model-687,Apparel,Men's Clothing,Vortex,217.54,500.14,1
2687,SKU-SPO-002687,Pulse Camping & Hiking Model-688,Sports & Outdoors,Camping & Hiking,Pulse,83.74,105.82,1
2688,SKU-HOM-002688,Horizon Storage Model-689,Home & Kitchen,Storage,Horizon,92.35,152.14,1
2689,SKU-AUT-002689,Summit Interior Accessories Model-690,Automotive,Interior Accessories,Summit,277.27,427.12,1
2690,SKU-APP-002690,Sol Men's Clothing Model-691,Apparel,Men's Clothing,Sol,60.62,126.13,1
2691,SKU-AUT-002691,Pulse Interior Accessories Model-692,Automotive,Interior Accessories,Pulse,269.61,630.66,1
2692,SKU-HOM-002692,Summit Small Appliances Model-693,Home & Kitchen,Small Appliances,Summit,422.34,663.51,1
2693,SKU-ELE-002693,Matrix Smart Home Model-694,Electronics,Smart Home,Matrix,357.75,644.56,1
2694,SKU-GRO-002694,Zenith Organic Foods Model-695,Grocery & Pantry,Organic Foods,Zenith,355.63,712.32,1
2695,SKU-APP-002695,Matrix Women's Clothing Model-696,Apparel,Women's Clothing,Matrix,271.81,408.65,1
2696,SKU-SPO-002696,Matrix Team Sports Model-697,Sports & Outdoors,Team Sports,Matrix,329.81,592.89,0
2697,SKU-AUT-002697,Echo Tools & Equipment Model-698,Automotive,Tools & Equipment,Echo,97.72,161.23,1
2698,SKU-GRO-002698,Velocity Condiments Model-699,Grocery & Pantry,Condiments,Velocity,266.86,356.36,1
2699,SKU-AUT-002699,Sol Oils & Fluids Model-700,Automotive,Oils & Fluids,Sol,291.45,543.28,1
2700,SKU-HOM-002700,Zenith Storage Model-701,Home & Kitchen,Storage,Zenith,429.07,696.28,1
2701,SKU-BEA-002701,Zenith Cosmetics Model-702,Beauty & Care,Cosmetics,Zenith,215.51,303.06,0
2702,SKU-AUT-002702,Nova Interior Accessories Model-703,Automotive,Interior Accessories,Nova,283.24,436.56,1
2703,SKU-AUT-002703,Zenith Car Care Model-704,Automotive,Car Care,Zenith,346.75,675.44,1
2704,SKU-GRO-002704,Pulse Snacks Model-705,Grocery & Pantry,Snacks,Pulse,89.45,170.72,1
2705,SKU-HOM-002705,Zenith Bedding Model-706,Home & Kitchen,Bedding,Zenith,160.11,237.92,1
2706,SKU-APP-002706,Titan Sportswear Model-707,Apparel,Sportswear,Titan,295.51,524.29,1
2707,SKU-ELE-002707,Zenith Wearables Model-708,Electronics,Wearables,Zenith,418.01,935.65,1
2708,SKU-AUT-002708,Summit Interior Accessories Model-709,Automotive,Interior Accessories,Summit,370.98,618.96,1
2709,SKU-SPO-002709,Velocity Team Sports Model-710,Sports & Outdoors,Team Sports,Velocity,115.5,221.8,1
2710,SKU-SPO-002710,Apex Fitness Gear Model-711,Sports & Outdoors,Fitness Gear,Apex,40.6,84.57,1
2711,SKU-AUT-002711,Nova Interior Accessories Model-712,Automotive,Interior Accessories,Nova,244.67,423.51,1
2712,SKU-SPO-002712,Velocity Camping & Hiking Model-713,Sports & Outdoors,Camping & Hiking,Velocity,70.44,170.93,1
2713,SKU-SPO-002713,Velocity Cycling Model-714,Sports & Outdoors,Cycling,Velocity,330.14,674.26,1
2714,SKU-APP-002714,Nova Women's Clothing Model-715,Apparel,Women's Clothing,Nova,157.92,337.37,1
2715,SKU-BEA-002715,Zenith Haircare Model-716,Beauty & Care,Haircare,Zenith,151.83,218.79,1
2716,SKU-BEA-002716,Echo Haircare Model-717,Beauty & Care,Haircare,Echo,143.32,300.85,1
2717,SKU-APP-002717,Nova Women's Clothing Model-718,Apparel,Women's Clothing,Nova,316.14,588.53,1
2718,SKU-BEA-002718,Summit Cosmetics Model-719,Beauty & Care,Cosmetics,Summit,26.38,65.2,1
2719,SKU-GRO-002719,Vortex Canned Goods Model-720,Grocery & Pantry,Canned Goods,Vortex,284.41,643.07,1
2720,SKU-SPO-002720,Summit Camping & Hiking Model-721,Sports & Outdoors,Camping & Hiking,Summit,118.26,287.62,1
2721,SKU-BEA-002721,Echo Skincare Model-722,Beauty & Care,Skincare,Echo,174.75,353.95,1
2722,SKU-BEA-002722,Velocity Cosmetics Model-723,Beauty & Care,Cosmetics,Velocity,126.38,166.99,1
2723,SKU-HOM-002723,Titan Furniture Model-724,Home & Kitchen,Furniture,Titan,309.44,509.98,1
2724,SKU-BEA-002724,Titan Personal Care Model-725,Beauty & Care,Personal Care,Titan,364.68,862.98,1
2725,SKU-HOM-002725,Titan Storage Model-726,Home & Kitchen,Storage,Titan,177.55,325.53,1
2726,SKU-AUT-002726,Horizon Car Care Model-727,Automotive,Car Care,Horizon,311.89,630.78,0
2727,SKU-APP-002727,Aura Accessories Model-728,Apparel,Accessories,Aura,44.43,85.16,1
2728,SKU-AUT-002728,Pulse Car Care Model-729,Automotive,Car Care,Pulse,151.21,273.45,1
2729,SKU-AUT-002729,Nova Car Care Model-730,Automotive,Car Care,Nova,47.13,115.03,1
2730,SKU-HOM-002730,Horizon Small Appliances Model-731,Home & Kitchen,Small Appliances,Horizon,69.36,149,1
2731,SKU-SPO-002731,Vortex Water Sports Model-732,Sports & Outdoors,Water Sports,Vortex,169.4,399.13,1
2732,SKU-ELE-002732,Prism Audio & Headphones Model-733,Electronics,Audio & Headphones,Prism,333.45,787.5,1
2733,SKU-BEA-002733,Zenith Skincare Model-734,Beauty & Care,Skincare,Zenith,343.27,442.13,1
2734,SKU-BEA-002734,Lumina Haircare Model-735,Beauty & Care,Haircare,Lumina,247.09,579.12,1
2735,SKU-AUT-002735,Aura Interior Accessories Model-736,Automotive,Interior Accessories,Aura,92.6,192.27,1
2736,SKU-SPO-002736,Pulse Team Sports Model-737,Sports & Outdoors,Team Sports,Pulse,382.19,510.41,1
2737,SKU-APP-002737,Matrix Accessories Model-738,Apparel,Accessories,Matrix,362.13,528.94,1
2738,SKU-GRO-002738,Sol Beverages Model-739,Grocery & Pantry,Beverages,Sol,422.53,787.32,0
2739,SKU-GRO-002739,Matrix Beverages Model-740,Grocery & Pantry,Beverages,Matrix,72.16,163,1
2740,SKU-AUT-002740,Lumina Tools & Equipment Model-741,Automotive,Tools & Equipment,Lumina,117.55,248.35,1
2741,SKU-ELE-002741,Horizon Laptops Model-742,Electronics,Laptops,Horizon,361.07,801.9,1
2742,SKU-AUT-002742,Echo Car Care Model-743,Automotive,Car Care,Echo,265.42,545.16,1
2743,SKU-AUT-002743,Horizon Car Care Model-744,Automotive,Car Care,Horizon,132.58,216.18,1
2744,SKU-BEA-002744,Pulse Personal Care Model-745,Beauty & Care,Personal Care,Pulse,226.55,311.67,1
2745,SKU-BEA-002745,Matrix Haircare Model-746,Beauty & Care,Haircare,Matrix,53.37,110.76,1
2746,SKU-GRO-002746,Sol Condiments Model-747,Grocery & Pantry,Condiments,Sol,420.54,558.12,1
2747,SKU-SPO-002747,Summit Water Sports Model-748,Sports & Outdoors,Water Sports,Summit,425.38,809.7,1
2748,SKU-GRO-002748,Prism Breakfast Model-749,Grocery & Pantry,Breakfast,Prism,378.9,595.16,1
2749,SKU-ELE-002749,Horizon Laptops Model-750,Electronics,Laptops,Horizon,151.79,246.9,1
2750,SKU-APP-002750,Apex Accessories Model-751,Apparel,Accessories,Apex,340.24,736.86,1
2751,SKU-HOM-002751,Summit Bedding Model-752,Home & Kitchen,Bedding,Summit,206.31,313.86,1
2752,SKU-TOY-002752,Echo Board Games Model-753,Toys & Games,Board Games,Echo,343.46,760.43,1
2753,SKU-TOY-002753,Apex Puzzles Model-754,Toys & Games,Puzzles,Apex,96.41,226.31,1
2754,SKU-ELE-002754,Nova Smart Home Model-755,Electronics,Smart Home,Nova,236.89,366.53,1
2755,SKU-AUT-002755,Aura Interior Accessories Model-756,Automotive,Interior Accessories,Aura,344.52,781.67,1
2756,SKU-AUT-002756,Velocity Oils & Fluids Model-757,Automotive,Oils & Fluids,Velocity,60.89,124.59,1
2757,SKU-APP-002757,Echo Men's Clothing Model-758,Apparel,Men's Clothing,Echo,168.98,344.42,1
2758,SKU-TOY-002758,Echo Educational Toys Model-759,Toys & Games,Educational Toys,Echo,370.28,620.48,1
2759,SKU-TOY-002759,Horizon Educational Toys Model-760,Toys & Games,Educational Toys,Horizon,381.54,501.51,1
2760,SKU-TOY-002760,Pulse Educational Toys Model-761,Toys & Games,Educational Toys,Pulse,260.6,402.05,1
2761,SKU-HOM-002761,Vortex Small Appliances Model-762,Home & Kitchen,Small Appliances,Vortex,142.01,341.37,1
2762,SKU-HOM-002762,Aura Furniture Model-763,Home & Kitchen,Furniture,Aura,282.83,456.92,1
2763,SKU-BEA-002763,Zenith Personal Care Model-764,Beauty & Care,Personal Care,Zenith,340.71,558.75,1
2764,SKU-AUT-002764,Echo Car Care Model-765,Automotive,Car Care,Echo,54.59,100.65,1
2765,SKU-AUT-002765,Zenith Car Care Model-766,Automotive,Car Care,Zenith,130.41,189.56,1
2766,SKU-APP-002766,Horizon Men's Clothing Model-767,Apparel,Men's Clothing,Horizon,199.79,267.79,1
2767,SKU-GRO-002767,Summit Organic Foods Model-768,Grocery & Pantry,Organic Foods,Summit,50.65,119.87,1
2768,SKU-GRO-002768,Matrix Condiments Model-769,Grocery & Pantry,Condiments,Matrix,41.43,98.17,1
2769,SKU-BEA-002769,Summit Personal Care Model-770,Beauty & Care,Personal Care,Summit,258.01,557.47,1
2770,SKU-BEA-002770,Pulse Personal Care Model-771,Beauty & Care,Personal Care,Pulse,314.68,458.96,1
2771,SKU-GRO-002771,Sol Breakfast Model-772,Grocery & Pantry,Breakfast,Sol,385.88,635.8,1
2772,SKU-ELE-002772,Summit Smartphones Model-773,Electronics,Smartphones,Summit,222.86,418.12,1
2773,SKU-HOM-002773,Lumina Small Appliances Model-774,Home & Kitchen,Small Appliances,Lumina,45.63,73.48,1
2774,SKU-BEA-002774,Apex Fragrances Model-775,Beauty & Care,Fragrances,Apex,56.89,79.16,1
2775,SKU-AUT-002775,Zenith Tools & Equipment Model-776,Automotive,Tools & Equipment,Zenith,258.67,545.89,1
2776,SKU-BEA-002776,Sol Personal Care Model-777,Beauty & Care,Personal Care,Sol,30.22,50.14,1
2777,SKU-HOM-002777,Horizon Bedding Model-778,Home & Kitchen,Bedding,Horizon,267.69,518.39,1
2778,SKU-TOY-002778,Vortex Action Figures Model-779,Toys & Games,Action Figures,Vortex,61.82,115.56,1
2779,SKU-APP-002779,Horizon Women's Clothing Model-780,Apparel,Women's Clothing,Horizon,409.36,973.52,1
2780,SKU-TOY-002780,Matrix Board Games Model-781,Toys & Games,Board Games,Matrix,228.11,332.36,1
2781,SKU-TOY-002781,Pulse Action Figures Model-782,Toys & Games,Action Figures,Pulse,23.2,39.06,1
2782,SKU-SPO-002782,Echo Team Sports Model-783,Sports & Outdoors,Team Sports,Echo,99.22,151.38,1
2783,SKU-ELE-002783,Sol Smartphones Model-784,Electronics,Smartphones,Sol,367.13,898.73,1
2784,SKU-ELE-002784,Matrix Audio & Headphones Model-785,Electronics,Audio & Headphones,Matrix,182.87,395.52,1
2785,SKU-APP-002785,Sol Sportswear Model-786,Apparel,Sportswear,Sol,342.47,491.93,1
2786,SKU-HOM-002786,Sol Small Appliances Model-787,Home & Kitchen,Small Appliances,Sol,135.42,273.34,1
2787,SKU-ELE-002787,Nova Laptops Model-788,Electronics,Laptops,Nova,344.33,814.55,1
2788,SKU-ELE-002788,Apex Accessories Model-789,Electronics,Accessories,Apex,226.36,387.42,1
2789,SKU-HOM-002789,Titan Cookware Model-790,Home & Kitchen,Cookware,Titan,239.69,502.29,1
2790,SKU-GRO-002790,Nova Breakfast Model-791,Grocery & Pantry,Breakfast,Nova,166.46,252.15,1
2791,SKU-AUT-002791,Pulse Tools & Equipment Model-792,Automotive,Tools & Equipment,Pulse,74.08,118.13,1
2792,SKU-BEA-002792,Prism Personal Care Model-793,Beauty & Care,Personal Care,Prism,303.11,632.52,1
2793,SKU-BEA-002793,Horizon Fragrances Model-794,Beauty & Care,Fragrances,Horizon,293,515.87,1
2794,SKU-BEA-002794,Apex Personal Care Model-795,Beauty & Care,Personal Care,Apex,419.67,896.82,1
2795,SKU-HOM-002795,Sol Small Appliances Model-796,Home & Kitchen,Small Appliances,Sol,294.97,496.08,1
2796,SKU-GRO-002796,Pulse Snacks Model-797,Grocery & Pantry,Snacks,Pulse,304.85,695.43,1
2797,SKU-HOM-002797,Zenith Furniture Model-798,Home & Kitchen,Furniture,Zenith,104.95,148.34,1
2798,SKU-ELE-002798,Prism Smartphones Model-799,Electronics,Smartphones,Prism,94,152.86,1
2799,SKU-AUT-002799,Apex Interior Accessories Model-800,Automotive,Interior Accessories,Apex,6.13,12.33,1
2800,SKU-GRO-002800,Nova Condiments Model-801,Grocery & Pantry,Condiments,Nova,56.07,138.07,0
2801,SKU-TOY-002801,Lumina Board Games Model-802,Toys & Games,Board Games,Lumina,270.06,385.62,1
2802,SKU-BEA-002802,Matrix Fragrances Model-803,Beauty & Care,Fragrances,Matrix,28.33,44.87,1
2803,SKU-BEA-002803,Sol Cosmetics Model-804,Beauty & Care,Cosmetics,Sol,387.6,561.65,0
2804,SKU-BEA-002804,Pulse Fragrances Model-805,Beauty & Care,Fragrances,Pulse,205.97,437.88,1
2805,SKU-BEA-002805,Pulse Personal Care Model-806,Beauty & Care,Personal Care,Pulse,80.49,105.56,1
2806,SKU-AUT-002806,Pulse Interior Accessories Model-807,Automotive,Interior Accessories,Pulse,289.89,652.56,1
2807,SKU-TOY-002807,Horizon Board Games Model-808,Toys & Games,Board Games,Horizon,90.64,150.67,1
2808,SKU-SPO-002808,Pulse Team Sports Model-809,Sports & Outdoors,Team Sports,Pulse,418.38,572.95,1
2809,SKU-BEA-002809,Velocity Skincare Model-810,Beauty & Care,Skincare,Velocity,18.67,27.25,1
2810,SKU-SPO-002810,Lumina Camping & Hiking Model-811,Sports & Outdoors,Camping & Hiking,Lumina,350.68,658.83,1
2811,SKU-ELE-002811,Zenith Smart Home Model-812,Electronics,Smart Home,Zenith,242.54,511.39,1
2812,SKU-TOY-002812,Sol Outdoor Toys Model-813,Toys & Games,Outdoor Toys,Sol,36,89.11,1
2813,SKU-ELE-002813,Vortex Laptops Model-814,Electronics,Laptops,Vortex,170.45,216.96,1
2814,SKU-ELE-002814,Horizon Smart Home Model-815,Electronics,Smart Home,Horizon,427.88,762.1,1
2815,SKU-APP-002815,Prism Footwear Model-816,Apparel,Footwear,Prism,136.8,258.74,1
2816,SKU-AUT-002816,Sol Oils & Fluids Model-817,Automotive,Oils & Fluids,Sol,250.02,614.76,1
2817,SKU-AUT-002817,Echo Interior Accessories Model-818,Automotive,Interior Accessories,Echo,263.5,593.51,1
2818,SKU-HOM-002818,Summit Small Appliances Model-819,Home & Kitchen,Small Appliances,Summit,19.75,42.05,1
2819,SKU-GRO-002819,Velocity Canned Goods Model-820,Grocery & Pantry,Canned Goods,Velocity,250.48,374.1,1
2820,SKU-BEA-002820,Velocity Cosmetics Model-821,Beauty & Care,Cosmetics,Velocity,199.89,325.42,1
2821,SKU-BEA-002821,Summit Personal Care Model-822,Beauty & Care,Personal Care,Summit,330.13,744.68,1
2822,SKU-AUT-002822,Pulse Car Care Model-823,Automotive,Car Care,Pulse,11.54,24.74,1
2823,SKU-APP-002823,Apex Accessories Model-824,Apparel,Accessories,Apex,203.74,496.75,1
2824,SKU-ELE-002824,Prism Laptops Model-825,Electronics,Laptops,Prism,278.73,468.24,1
2825,SKU-SPO-002825,Velocity Fitness Gear Model-826,Sports & Outdoors,Fitness Gear,Velocity,343.59,494.91,1
2826,SKU-SPO-002826,Zenith Camping & Hiking Model-827,Sports & Outdoors,Camping & Hiking,Zenith,209.56,358.59,1
2827,SKU-BEA-002827,Aura Skincare Model-828,Beauty & Care,Skincare,Aura,410.09,874.4,1
2828,SKU-AUT-002828,Titan Oils & Fluids Model-829,Automotive,Oils & Fluids,Titan,84.87,125.2,0
2829,SKU-ELE-002829,Apex Accessories Model-830,Electronics,Accessories,Apex,328.57,655.5,1
2830,SKU-HOM-002830,Velocity Small Appliances Model-831,Home & Kitchen,Small Appliances,Velocity,434.61,634.09,1
2831,SKU-AUT-002831,Horizon Oils & Fluids Model-832,Automotive,Oils & Fluids,Horizon,371.66,713.25,1
2832,SKU-HOM-002832,Sol Cookware Model-833,Home & Kitchen,Cookware,Sol,40.14,55.4,1
2833,SKU-SPO-002833,Matrix Team Sports Model-834,Sports & Outdoors,Team Sports,Matrix,339.78,476.1,1
2834,SKU-SPO-002834,Aura Team Sports Model-835,Sports & Outdoors,Team Sports,Aura,246.78,590.49,1
2835,SKU-HOM-002835,Horizon Small Appliances Model-836,Home & Kitchen,Small Appliances,Horizon,447.9,745.32,1
2836,SKU-ELE-002836,Nova Smart Home Model-837,Electronics,Smart Home,Nova,89.21,162.32,1
2837,SKU-BEA-002837,Vortex Fragrances Model-838,Beauty & Care,Fragrances,Vortex,211.61,465.43,1
2838,SKU-TOY-002838,Apex Outdoor Toys Model-839,Toys & Games,Outdoor Toys,Apex,427.77,1027.11,1
2839,SKU-AUT-002839,Prism Car Care Model-840,Automotive,Car Care,Prism,412.68,546.1,1
2840,SKU-AUT-002840,Apex Tools & Equipment Model-841,Automotive,Tools & Equipment,Apex,99.87,162.2,1
2841,SKU-AUT-002841,Matrix Oils & Fluids Model-842,Automotive,Oils & Fluids,Matrix,253.15,632.14,1
2842,SKU-BEA-002842,Matrix Skincare Model-843,Beauty & Care,Skincare,Matrix,358.5,847.16,1
2843,SKU-GRO-002843,Titan Breakfast Model-844,Grocery & Pantry,Breakfast,Titan,273.75,382.98,1
2844,SKU-HOM-002844,Prism Bedding Model-845,Home & Kitchen,Bedding,Prism,215.53,370.68,1
2845,SKU-APP-002845,Nova Accessories Model-846,Apparel,Accessories,Nova,381.72,553.57,1
2846,SKU-SPO-002846,Vortex Camping & Hiking Model-847,Sports & Outdoors,Camping & Hiking,Vortex,142.12,274.18,1
2847,SKU-APP-002847,Pulse Outerwear Model-848,Apparel,Outerwear,Pulse,17.54,29.39,1
2848,SKU-HOM-002848,Sol Furniture Model-849,Home & Kitchen,Furniture,Sol,414.32,799.03,1
2849,SKU-BEA-002849,Sol Personal Care Model-850,Beauty & Care,Personal Care,Sol,39.98,54.49,1
2850,SKU-HOM-002850,Prism Furniture Model-851,Home & Kitchen,Furniture,Prism,118.52,277.14,0
2851,SKU-SPO-002851,Pulse Camping & Hiking Model-852,Sports & Outdoors,Camping & Hiking,Pulse,93.96,169.26,1
2852,SKU-BEA-002852,Sol Haircare Model-853,Beauty & Care,Haircare,Sol,329.34,451.44,1
2853,SKU-GRO-002853,Apex Snacks Model-854,Grocery & Pantry,Snacks,Apex,165.07,380.73,1
2854,SKU-GRO-002854,Horizon Breakfast Model-855,Grocery & Pantry,Breakfast,Horizon,141.78,333.04,1
2855,SKU-HOM-002855,Vortex Decor Model-856,Home & Kitchen,Decor,Vortex,376.6,489.08,1
2856,SKU-GRO-002856,Pulse Beverages Model-857,Grocery & Pantry,Beverages,Pulse,223.64,466.83,1
2857,SKU-AUT-002857,Matrix Oils & Fluids Model-858,Automotive,Oils & Fluids,Matrix,96.67,227.68,1
2858,SKU-BEA-002858,Aura Fragrances Model-859,Beauty & Care,Fragrances,Aura,84.35,203.95,1
2859,SKU-BEA-002859,Titan Fragrances Model-860,Beauty & Care,Fragrances,Titan,60.17,91.28,1
2860,SKU-SPO-002860,Echo Cycling Model-861,Sports & Outdoors,Cycling,Echo,83.33,188.95,1
2861,SKU-TOY-002861,Lumina Board Games Model-862,Toys & Games,Board Games,Lumina,111.72,202.09,1
2862,SKU-ELE-002862,Sol Smart Home Model-863,Electronics,Smart Home,Sol,427.95,757.57,1
2863,SKU-SPO-002863,Nova Team Sports Model-864,Sports & Outdoors,Team Sports,Nova,117.34,190.81,1
2864,SKU-ELE-002864,Titan Smartphones Model-865,Electronics,Smartphones,Titan,120.99,174.69,1
2865,SKU-APP-002865,Aura Accessories Model-866,Apparel,Accessories,Aura,158.19,215.54,1
2866,SKU-HOM-002866,Vortex Furniture Model-867,Home & Kitchen,Furniture,Vortex,440.12,740.7,1
2867,SKU-HOM-002867,Titan Furniture Model-868,Home & Kitchen,Furniture,Titan,177.67,363.17,1
2868,SKU-AUT-002868,Nova Car Care Model-869,Automotive,Car Care,Nova,340.45,835.48,1
2869,SKU-HOM-002869,Apex Decor Model-870,Home & Kitchen,Decor,Apex,177.22,431.96,1
2870,SKU-HOM-002870,Horizon Small Appliances Model-871,Home & Kitchen,Small Appliances,Horizon,50.02,122.05,1
2871,SKU-AUT-002871,Aura Tools & Equipment Model-872,Automotive,Tools & Equipment,Aura,358.86,831.73,1
2872,SKU-ELE-002872,Sol Laptops Model-873,Electronics,Laptops,Sol,356.96,508.16,1
2873,SKU-APP-002873,Zenith Men's Clothing Model-874,Apparel,Men's Clothing,Zenith,442.96,796.19,1
2874,SKU-TOY-002874,Matrix Outdoor Toys Model-875,Toys & Games,Outdoor Toys,Matrix,423.78,901.84,1
2875,SKU-SPO-002875,Velocity Water Sports Model-876,Sports & Outdoors,Water Sports,Velocity,441.01,960.11,1
2876,SKU-BEA-002876,Apex Skincare Model-877,Beauty & Care,Skincare,Apex,427.52,1057.24,1
2877,SKU-AUT-002877,Vortex Tools & Equipment Model-878,Automotive,Tools & Equipment,Vortex,46.18,109.95,1
2878,SKU-GRO-002878,Velocity Canned Goods Model-879,Grocery & Pantry,Canned Goods,Velocity,50.35,83.16,1
2879,SKU-SPO-002879,Lumina Cycling Model-880,Sports & Outdoors,Cycling,Lumina,157.09,383.16,1
2880,SKU-GRO-002880,Summit Breakfast Model-881,Grocery & Pantry,Breakfast,Summit,285.99,478.19,1
2881,SKU-ELE-002881,Nova Audio & Headphones Model-882,Electronics,Audio & Headphones,Nova,295.83,686.09,1
2882,SKU-GRO-002882,Titan Snacks Model-883,Grocery & Pantry,Snacks,Titan,311.03,400.07,1
2883,SKU-APP-002883,Prism Sportswear Model-884,Apparel,Sportswear,Prism,272.13,373.26,1
2884,SKU-BEA-002884,Horizon Skincare Model-885,Beauty & Care,Skincare,Horizon,104.44,224.92,1
2885,SKU-TOY-002885,Horizon Board Games Model-886,Toys & Games,Board Games,Horizon,326.92,501.43,1
2886,SKU-ELE-002886,Prism Accessories Model-887,Electronics,Accessories,Prism,104.21,236.7,1
2887,SKU-APP-002887,Pulse Men's Clothing Model-888,Apparel,Men's Clothing,Pulse,131.01,177.05,1
2888,SKU-HOM-002888,Sol Cookware Model-889,Home & Kitchen,Cookware,Sol,404.96,581.99,1
2889,SKU-AUT-002889,Nova Car Care Model-890,Automotive,Car Care,Nova,273.01,394.92,1
2890,SKU-TOY-002890,Zenith Puzzles Model-891,Toys & Games,Puzzles,Zenith,296.94,515.28,1
2891,SKU-AUT-002891,Sol Interior Accessories Model-892,Automotive,Interior Accessories,Sol,243.73,488.65,1
2892,SKU-SPO-002892,Nova Cycling Model-893,Sports & Outdoors,Cycling,Nova,433.55,625.28,1
2893,SKU-BEA-002893,Sol Personal Care Model-894,Beauty & Care,Personal Care,Sol,217.58,280.3,1
2894,SKU-HOM-002894,Zenith Decor Model-895,Home & Kitchen,Decor,Zenith,199.5,395.73,1
2895,SKU-APP-002895,Summit Footwear Model-896,Apparel,Footwear,Summit,158.67,324.56,1
2896,SKU-GRO-002896,Lumina Breakfast Model-897,Grocery & Pantry,Breakfast,Lumina,445.32,1047.31,1
2897,SKU-SPO-002897,Apex Team Sports Model-898,Sports & Outdoors,Team Sports,Apex,58.02,109.97,1
2898,SKU-GRO-002898,Pulse Organic Foods Model-899,Grocery & Pantry,Organic Foods,Pulse,148.35,221.75,1
2899,SKU-AUT-002899,Pulse Interior Accessories Model-900,Automotive,Interior Accessories,Pulse,266.74,476.64,1
2900,SKU-SPO-002900,Sol Fitness Gear Model-901,Sports & Outdoors,Fitness Gear,Sol,192.7,247.82,1
2901,SKU-BEA-002901,Summit Skincare Model-902,Beauty & Care,Skincare,Summit,359.15,645.87,1
2902,SKU-ELE-002902,Nova Laptops Model-903,Electronics,Laptops,Nova,134.41,291.23,1
