warehouse_inventory_id,location_id,product_id,quantity_on_hand,quantity_reserved,reorder_point,last_received_date
10736,1256,6709,15432,1278,1104,2026-07-04
10737,1264,7940,19221,2500,924,2026-07-20
10738,1274,774,5271,1300,884,2026-06-04
10739,1268,1823,7534,702,1177,2026-07-10
10740,1277,4809,19188,1693,1354,2026-08-02
10741,1269,3347,10331,1403,850,2026-06-06
10742,1261,1376,13392,1567,1556,2026-07-10
10743,1274,1307,12894,1879,1916,2026-08-02
10744,1277,1671,2376,394,1363,2026-07-20
10745,1286,2388,4230,507,1120,2026-06-03
10746,1300,5883,12877,1085,741,2026-07-03
10747,1252,4252,16428,1026,1356,2026-06-30
10748,1284,9623,5788,592,537,2026-06-25
10749,1284,7407,8841,1627,1330,2026-06-18
10750,1277,5297,4832,818,556,2026-07-17
10751,1266,3439,1280,177,507,2026-07-18
10752,1272,6804,7006,1389,571,2026-07-21
10753,1271,1752,10864,2553,655,2026-06-02
10754,1275,8444,8287,989,1751,2026-06-02
10755,1294,3041,7687,1233,760,2026-06-09
10756,1288,8501,5192,1253,528,2026-08-09
10757,1292,885,19139,3550,1555,2026-06-07
10758,1298,4168,13874,3040,1893,2026-07-02
10759,1267,1284,4222,278,747,2026-06-20
10760,1267,635,4539,606,1367,2026-07-12
10761,1252,2736,13657,1499,1502,2026-08-20
10762,1256,3334,2083,424,987,2026-06-03
10763,1269,8388,12955,1847,1142,2026-05-30
10764,1279,5829,5357,649,645,2026-06-02
10765,1255,4359,9759,1512,1519,2026-06-26
10766,1270,1206,4866,755,1270,2026-07-28
10767,1260,7510,14199,1396,943,2026-07-18
10768,1271,372,12398,1984,1416,2026-06-14
10769,1286,7581,2679,520,1806,2026-06-19
10770,1258,8999,9673,1241,531,2026-08-23
10771,1282,5167,10361,733,1185,2026-06-18
10772,1278,2469,17282,1734,1065,2026-06-08
10773,1280,8118,5552,964,1982,2026-05-29
10774,1257,5149,16182,1505,853,2026-07-13
10775,1274,8608,3107,251,699,2026-08-02
10776,1261,6233,19134,4666,1903,2026-06-06
10777,1295,3145,18183,2971,1851,2026-05-29
10778,1266,7161,4724,251,1377,2026-08-01
10779,1262,1806,13422,1115,867,2026-06-04
10780,1287,6609,13005,2119,1321,2026-07-06
10781,1294,9988,13913,2497,921,2026-07-23
10782,1265,3235,11503,2335,1507,2026-07-22
10783,1271,2868,3313,472,1691,2026-07-17
10784,1285,9114,16458,2320,1649,2026-05-30
10785,1258,2429,14366,3486,1452,2026-06-14
10786,1253,2411,2671,392,1664,2026-06-11
10787,1287,1516,16910,1763,1130,2026-07-17
10788,1290,6348,1689,270,606,2026-08-19
10789,1275,3728,5713,902,844,2026-07-16
10790,1273,4340,5607,1319,593,2026-08-11
10791,1252,4852,9347,1915,1020,2026-06-26
10792,1287,9636,16458,2144,1581,2026-08-03
10793,1290,9381,15631,2505,1998,2026-08-27
10794,1275,9252,1033,219,1014,2026-07-29
10795,1272,2753,13658,2120,1520,2026-07-17
10796,1276,3720,13928,3244,1554,2026-08-12
10797,1280,9181,16606,2357,857,2026-07-02
10798,1265,479,16332,1262,805,2026-07-19
10799,1295,3949,6505,373,1430,2026-08-26
10800,1290,5678,16599,3897,696,2026-07-06
10801,1278,1003,10550,1627,1458,2026-07-22
10802,1287,2248,16386,951,569,2026-07-30
10803,1282,6759,17788,1916,1323,2026-06-17
10804,1292,8939,9627,2388,1513,2026-08-06
10805,1277,6180,12300,1938,775,2026-07-24
10806,1271,2706,4958,290,1307,2026-08-16
10807,1254,5544,10656,1964,1885,2026-07-31
10808,1279,1985,9808,778,980,2026-08-03
10809,1270,5452,13717,2541,1871,2026-08-07
10810,1280,7371,6854,1368,1696,2026-06-02
10811,1259,6423,8338,850,1926,2026-07-22
10812,1256,5612,18907,4654,847,2026-08-06
10813,1277,2521,15351,1039,1939,2026-06-10
10814,1296,41,3973,940,1973,2026-06-11
10815,1289,487,5105,792,874,2026-07-05
10816,1298,5642,525,106,1969,2026-06-19
10817,1263,4443,6986,693,1380,2026-06-29
10818,1293,1486,16530,3734,1233,2026-07-31
10819,1287,6049,10866,1414,1554,2026-06-10
10820,1300,981,11180,1986,1059,2026-08-27
10821,1257,3575,8086,1523,1679,2026-08-27
10822,1282,45,9646,600,1067,2026-08-08
10823,1287,5951,15693,3209,1868,2026-07-09
10824,1296,3281,8026,1970,1028,2026-07-20
10825,1260,8234,2325,167,748,2026-08-19
10826,1289,5829,13571,2221,999,2026-06-22
10827,1257,9935,15184,2674,885,2026-07-01
10828,1298,2583,19793,2000,1358,2026-08-21
10829,1277,6146,10602,1871,1439,2026-08-24
10830,1288,3331,14141,2016,1322,2026-08-06
10831,1255,8616,15856,3065,962,2026-08-04
10832,1275,7783,17858,3014,1161,2026-07-20
10833,1255,9059,19073,1165,1164,2026-06-05
10834,1281,5816,13488,1584,734,2026-06-05
10835,1271,7740,6239,1329,1233,2026-06-02
10836,1265,9158,5821,961,1000,2026-07-07
10837,1300,1042,10412,1825,745,2026-06-23
10838,1295,8659,16393,3954,1372,2026-07-22
10839,1294,6819,19520,3751,746,2026-08-23
10840,1278,463,12560,1490,695,2026-07-13
10841,1262,5294,4540,395,1905,2026-07-02
10842,1263,738,2083,500,1598,2026-06-16
10843,1268,1736,8474,1200,895,2026-06-12
10844,1264,2862,7040,1344,757,2026-06-14
10845,1273,5166,4624,661,1425,2026-07-17
10846,1267,7504,9833,730,1235,2026-06-09
10847,1280,3727,16984,1679,879,2026-07-26
10848,1254,5342,16142,3011,750,2026-06-10
10849,1256,4316,10962,1400,1176,2026-07-09
10850,1253,6192,17041,1321,1439,2026-06-18
10851,1262,5163,17711,1189,1141,2026-08-01
10852,1288,9482,14712,1854,975,2026-08-13
10853,1268,9654,8192,1571,1193,2026-08-22
10854,1254,6212,14623,2050,524,2026-06-01
10855,1261,4459,13767,836,1023,2026-07-11
10856,1287,938,2096,237,964,2026-07-12
10857,1281,7811,7797,1924,823,2026-06-14
10858,1262,9868,19332,4190,1196,2026-07-22
10859,1283,8435,9424,2312,899,2026-07-23
10860,1256,2768,18158,3498,524,2026-06-05
10861,1275,4492,605,144,565,2026-07-23
10862,1270,2964,16674,3139,1892,2026-05-30
10863,1256,9041,15470,2220,1821,2026-08-18
10864,1285,7095,10573,1417,1779,2026-08-23
10865,1294,5918,10173,1572,1649,2026-06-03
10866,1260,2322,6035,1494,985,2026-07-29
10867,1256,4479,15267,829,1571,2026-06-21
10868,1265,8001,2312,117,1001,2026-07-08
10869,1293,654,4252,799,579,2026-07-07
10870,1254,931,5558,1324,732,2026-07-19
10871,1270,9804,19280,1264,508,2026-05-31
10872,1283,7578,9049,2022,774,2026-06-26
10873,1259,1822,12446,1796,1823,2026-07-08
10874,1263,2715,3465,725,1221,2026-08-25
10875,1251,849,15846,1476,745,2026-06-11
10876,1268,5683,14633,3317,546,2026-07-21
10877,1263,8843,11745,2722,1607,2026-07-03
10878,1279,1901,6175,828,595,2026-06-21
10879,1255,7227,6049,503,827,2026-08-21
10880,1286,6551,18854,4626,1340,2026-06-06
10881,1266,4575,6003,647,1552,2026-08-25
10882,1290,6018,7082,1413,565,2026-07-17
10883,1275,5669,10127,2096,1741,2026-06-22
10884,1264,8371,16043,3387,1717,2026-06-08
10885,1297,6130,2166,449,1445,2026-06-20
10886,1281,6553,19913,4929,1654,2026-07-07
10887,1263,6323,2207,249,1572,2026-05-29
10888,1278,4872,15036,3664,1342,2026-07-01
10889,1284,4719,2518,136,1860,2026-07-15
10890,1255,7136,6226,746,1229,2026-08-04
10891,1269,4753,5417,495,1982,2026-07-13
10892,1291,8413,12371,3025,988,2026-08-23
10893,1265,7767,12031,1321,630,2026-07-14
10894,1257,5104,5424,1186,1607,2026-08-22
10895,1260,821,5660,969,1891,2026-07-12
10896,1256,4783,15519,1489,1948,2026-07-31
10897,1257,8943,1896,206,1908,2026-08-10
10898,1295,2193,10889,1713,1557,2026-07-30
10899,1252,2878,709,131,1863,2026-08-26
10900,1267,778,5742,717,1421,2026-07-04
10901,1260,2593,10414,801,1116,2026-07-03
10902,1287,9304,18421,3332,1152,2026-07-28
10903,1296,235,1228,254,663,2026-06-12
10904,1292,4056,8732,1770,1503,2026-08-08
10905,1278,2746,16702,1399,774,2026-05-31
10906,1251,1942,8515,998,1370,2026-08-10
10907,1265,1808,8844,1399,609,2026-07-08
10908,1274,5310,18286,1836,912,2026-06-15
10909,1294,7010,14041,3376,1937,2026-08-14
10910,1293,8820,7309,475,1097,2026-08-16
10911,1282,3504,15984,2473,658,2026-06-08
10912,1264,3259,7472,1148,549,2026-08-07
10913,1295,8290,13159,3268,1736,2026-07-18
10914,1253,8706,10638,2435,1402,2026-06-18
10915,1277,4984,15545,3635,1407,2026-06-07
10916,1274,8544,1661,233,1337,2026-07-05
10917,1261,7190,8184,445,530,2026-06-17
10918,1287,177,19635,1410,587,2026-06-29
10919,1258,7037,8210,626,786,2026-06-13
10920,1288,8674,16526,3300,1737,2026-08-26
10921,1260,3071,7966,494,877,2026-08-12
10922,1253,1542,3304,498,1670,2026-07-11
10923,1296,4367,17153,2570,1272,2026-07-26
10924,1253,5147,18514,3878,1640,2026-06-20
10925,1274,1553,15075,2781,1660,2026-08-20
10926,1273,2321,17100,3220,1408,2026-06-21
10927,1261,1682,9250,1862,539,2026-08-03
10928,1260,4411,5050,1179,1371,2026-08-02
10929,1276,8986,963,49,1563,2026-06-19
10930,1286,419,18530,3101,854,2026-07-12
10931,1288,2994,15421,2596,930,2026-08-04
10932,1259,1001,18290,1215,1249,2026-07-08
10933,1295,517,8392,891,1926,2026-06-06
10934,1263,7377,722,73,1189,2026-07-08
10935,1260,2443,16404,3361,1200,2026-05-29
10936,1273,7775,2197,126,505,2026-08-10
10937,1266,5725,19645,2341,791,2026-07-25
10938,1255,4539,10603,2153,1495,2026-06-24
10939,1267,3762,18433,1059,1198,2026-06-21
10940,1292,8034,19998,3974,919,2026-07-10
10941,1256,1764,7454,652,1722,2026-06-25
10942,1255,6673,15832,3210,1256,2026-08-13
10943,1254,2703,7453,654,1669,2026-06-29
10944,1292,518,4306,817,1223,2026-06-28
10945,1276,8498,14852,2794,1672,2026-08-15
10946,1260,9938,7108,1295,1192,2026-08-07
10947,1272,1405,10212,1670,1295,2026-06-30
10948,1278,4451,5443,890,1357,2026-05-31
10949,1271,5309,4525,387,912,2026-07-20
10950,1260,6477,1893,320,1739,2026-08-16
10951,1290,8770,5963,448,1421,2026-07-13
10952,1255,668,18417,3391,1951,2026-07-26
10953,1256,6730,13881,808,522,2026-08-16
10954,1254,7499,11372,810,1326,2026-07-07
10955,1276,6474,528,42,1911,2026-08-26
10956,1283,7090,7201,659,1927,2026-08-23
10957,1262,9811,16204,2247,1871,2026-07-14
10958,1270,3111,9286,635,1542,2026-07-15
10959,1290,3139,16919,1268,736,2026-08-11
10960,1296,5945,12273,1386,752,2026-08-25
10961,1300,8475,12314,2052,1154,2026-06-21
10962,1290,6952,7132,1037,1875,2026-08-12
10963,1298,9045,6671,1092,1953,2026-07-04
10964,1264,8220,11697,1719,1973,2026-07-16
10965,1268,5141,9800,1754,1981,2026-06-26
10966,1281,7024,12249,2780,1704,2026-06-21
10967,1282,5788,2850,452,1620,2026-07-18
10968,1268,9382,8406,1882,1209,2026-06-28
10969,1260,285,9469,521,1783,2026-08-12
10970,1258,8798,3569,305,1512,2026-08-06
10971,1299,113,7682,422,1188,2026-08-21
10972,1258,1470,15963,1074,1284,2026-08-26
10973,1296,5859,16960,1024,1680,2026-08-01
10974,1300,5972,14327,3034,1222,2026-08-18
10975,1263,1372,14030,818,954,2026-07-06
10976,1256,1935,13128,1767,954,2026-08-25
10977,1253,4926,1464,322,832,2026-08-11
10978,1281,1526,5850,1034,1210,2026-06-01
10979,1269,2204,10546,561,1150,2026-08-18
10980,1271,6934,17796,1113,533,2026-07-09
10981,1258,3979,6568,342,718,2026-08-02
10982,1293,4414,823,73,1274,2026-07-01
10983,1258,8716,14129,1410,1063,2026-08-19
10984,1256,4630,7995,812,1997,2026-05-29
10985,1289,9468,1123,247,1731,2026-06-02
10986,1268,2033,671,143,577,2026-06-24
10987,1275,6366,3475,634,724,2026-07-11
10988,1270,935,17611,4102,702,2026-08-07
10989,1289,4892,18042,1007,658,2026-07-24
10990,1299,664,16953,1768,1488,2026-06-05
10991,1297,1819,9379,1262,768,2026-06-05
10992,1294,1270,1661,285,707,2026-05-31
10993,1270,24,7195,772,1505,2026-06-17
10994,1297,2967,9830,1648,1719,2026-06-21
10995,1276,516,10419,1518,1717,2026-08-27
10996,1291,2260,9977,1443,1759,2026-08-04
10997,1278,4754,18218,1711,1137,2026-06-17
10998,1262,1847,6435,1474,1516,2026-08-17
10999,1299,8045,15449,1400,1664,2026-07-12
11000,1298,5260,12017,1570,1697,2026-06-07
11001,1271,995,8571,1073,1408,2026-06-06
11002,1293,7970,1338,295,503,2026-08-05
11003,1281,8482,7883,791,1055,2026-08-17
11004,1253,4000,16642,2330,657,2026-08-11
11005,1259,1083,2488,334,1863,2026-06-16
11006,1283,3255,12032,1662,914,2026-07-21
11007,1272,9173,14505,1835,1179,2026-07-17
11008,1259,1965,12365,1172,504,2026-06-03
11009,1290,4552,8795,546,1375,2026-07-26
11010,1252,4235,19708,2117,1275,2026-08-08
11011,1280,4622,1691,199,1653,2026-07-05
11012,1265,2171,3175,437,1482,2026-05-31
11013,1255,9278,7809,1364,626,2026-08-21
11014,1296,9051,2779,147,1191,2026-08-20
11015,1276,30,2351,154,1162,2026-08-16
11016,1270,4202,9332,1847,1480,2026-07-13
11017,1265,8854,19627,4436,955,2026-06-15
11018,1277,4772,7472,1537,710,2026-08-05
11019,1298,7888,13436,1535,1122,2026-08-13
11020,1260,2784,2875,677,638,2026-08-23
11021,1266,9117,7962,1763,1578,2026-05-31
11022,1286,8660,8245,1903,1252,2026-07-25
11023,1292,4552,18348,4219,1417,2026-08-13
11024,1287,6931,8805,1715,1583,2026-07-31
11025,1293,4550,8569,748,1844,2026-08-20
11026,1283,6750,14309,2157,781,2026-07-23
11027,1255,1260,12359,2208,613,2026-06-06
11028,1284,9267,17110,2212,1142,2026-06-04
11029,1268,9953,4896,643,914,2026-08-08
11030,1257,9160,3040,598,1885,2026-07-12
11031,1253,5353,3147,295,1601,2026-07-02
11032,1275,4521,19376,3835,819,2026-07-19
11033,1283,8629,6099,1167,564,2026-08-15
11034,1253,9317,16136,2363,545,2026-06-12
11035,1288,5357,838,63,782,2026-07-03
11036,1284,2129,14619,1012,1890,2026-08-26
11037,1269,1565,5254,696,1596,2026-06-23
11038,1297,2981,11596,1902,764,2026-06-18
11039,1273,930,15645,976,611,2026-06-24
11040,1260,5300,12687,1071,1262,2026-08-07
11041,1258,7565,4558,723,1912,2026-08-13
11042,1291,5881,3619,563,1596,2026-08-06
11043,1259,211,11567,1436,1532,2026-06-26
11044,1291,8695,17673,2605,1607,2026-07-07
11045,1268,3623,18098,1215,1417,2026-08-12
11046,1291,9732,531,104,1690,2026-07-02
11047,1279,6735,1310,236,1194,2026-08-04
11048,1293,4521,18659,3653,1262,2026-08-27
11049,1299,2205,8784,611,1730,2026-07-03
11050,1294,3046,13979,1350,1315,2026-07-23
11051,1276,2527,2154,348,1969,2026-08-18
11052,1294,3739,18462,4064,971,2026-06-02
11053,1267,1835,13328,3137,1114,2026-07-09
11054,1268,9569,16011,1728,1837,2026-08-07
11055,1281,7822,4758,1064,1800,2026-06-16
11056,1274,7112,10839,2286,709,2026-07-06
11057,1300,30,3540,234,863,2026-07-12
11058,1298,4344,14530,1142,812,2026-08-14
11059,1288,2344,4297,604,620,2026-07-23
11060,1256,4895,19434,3802,1357,2026-07-05
11061,1264,9538,18494,3145,738,2026-07-30
11062,1268,808,15975,1053,880,2026-07-26
11063,1298,3888,9543,1203,1992,2026-07-31
11064,1292,7647,17643,1205,977,2026-06-25
11065,1292,2730,1280,259,1001,2026-06-09
11066,1255,461,5290,930,1467,2026-08-07
11067,1279,1185,1969,142,989,2026-07-29
11068,1280,9760,2535,373,1325,2026-06-05
11069,1292,455,2040,484,712,2026-08-25
11070,1266,8902,19402,3208,1295,2026-06-30
11071,1267,6009,9394,1200,1336,2026-06-28
11072,1267,5033,709,68,1243,2026-08-15
11073,1261,4734,8218,1721,740,2026-07-08
11074,1286,7939,7244,1423,856,2026-08-22
11075,1272,5724,3642,604,526,2026-08-16
11076,1282,8569,11801,976,1543,2026-07-27
11077,1297,4020,14057,2440,1769,2026-07-13
11078,1295,5710,13385,978,788,2026-06-08
11079,1275,7948,14578,2488,703,2026-06-23
11080,1276,7456,8838,1859,579,2026-08-03
11081,1257,5235,10018,2012,1167,2026-06-23
11082,1259,1782,17247,2333,854,2026-06-23
11083,1284,8713,9522,540,1892,2026-07-01
11084,1270,6658,4244,498,1992,2026-08-21
11085,1268,1627,15555,2415,800,2026-08-24
11086,1286,1996,5104,924,1318,2026-08-22
11087,1260,3784,10781,611,1485,2026-07-28
11088,1285,3626,17763,2350,1111,2026-07-29
11089,1291,5323,8680,707,1769,2026-07-26
11090,1266,9296,2856,560,1635,2026-06-03
11091,1284,4584,19181,3160,506,2026-05-31
11092,1274,2877,15280,1886,1868,2026-06-15
11093,1285,2130,19570,2469,701,2026-07-04
11094,1266,6619,8213,894,1889,2026-06-01
11095,1275,9432,12944,2466,1140,2026-06-25
11096,1298,2182,17381,3076,1030,2026-08-24
11097,1266,7399,18668,4025,1575,2026-06-18
11098,1283,2508,10016,1948,1326,2026-07-22
11099,1282,1820,7674,1213,1053,2026-06-11
11100,1294,3178,7925,1435,1283,2026-06-04
11101,1300,7249,5868,931,1221,2026-07-23
11102,1286,6041,12094,1739,825,2026-07-20
11103,1271,2524,8345,1526,1495,2026-08-10
11104,1258,7600,14072,3190,1561,2026-08-26
11105,1256,6823,11376,1536,781,2026-07-07
11106,1273,2300,14532,1383,984,2026-06-20
11107,1288,4734,10763,594,1032,2026-05-30
11108,1256,2252,7690,1866,1946,2026-06-04
11109,1294,4019,17365,1387,1562,2026-06-18
11110,1254,4490,7687,449,1721,2026-05-29
11111,1251,4799,10570,2485,1658,2026-07-14
11112,1266,8137,3500,517,1620,2026-06-05
11113,1258,6548,14786,3071,1225,2026-07-03
11114,1287,2409,15209,1039,1934,2026-07-15
11115,1297,8954,3497,339,1815,2026-06-24
11116,1257,6428,16200,2280,1257,2026-07-18
11117,1267,8356,5684,1113,882,2026-06-06
11118,1294,3219,18792,2753,1222,2026-08-19
11119,1297,969,8995,1652,1374,2026-07-05
11120,1279,2534,16059,938,712,2026-08-22
11121,1289,5018,12352,871,1658,2026-07-15
11122,1276,442,14028,1333,1945,2026-06-16
11123,1292,3578,5020,886,984,2026-07-11
11124,1285,9899,16157,3839,1719,2026-07-24
11125,1270,6653,16456,1433,875,2026-06-27
11126,1285,7915,535,94,1068,2026-06-24
11127,1275,1529,15501,1437,988,2026-08-18
11128,1253,4219,13904,1552,503,2026-06-30
11129,1279,8069,6976,500,768,2026-06-30
11130,1256,5331,8277,650,1708,2026-06-06
11131,1298,6164,4296,794,1891,2026-08-10
11132,1277,8908,16455,1382,612,2026-07-17
11133,1299,1443,11479,2444,1840,2026-08-22
11134,1275,1498,2699,618,1466,2026-08-16
11135,1295,6856,9167,461,1894,2026-06-30
11136,1253,1734,9862,644,673,2026-07-26
11137,1290,2515,5100,445,1826,2026-08-01
11138,1288,297,2111,181,1077,2026-06-19
11139,1293,5814,4732,432,893,2026-06-02
11140,1262,3394,1056,58,1537,2026-07-20
11141,1295,8768,17648,3699,1005,2026-05-29
11142,1268,5496,15072,3246,1097,2026-06-30
11143,1280,5414,7320,1090,1040,2026-06-20
11144,1256,3593,8322,484,650,2026-06-07
11145,1264,128,6074,850,1290,2026-06-23
11146,1254,9386,5291,846,1015,2026-07-31
11147,1300,6072,7364,1428,788,2026-07-08
11148,1267,606,12508,732,1147,2026-08-14
11149,1271,8151,5948,1000,1744,2026-07-11
11150,1284,5318,10990,760,1265,2026-08-23
11151,1257,5303,11800,2354,549,2026-05-31
11152,1273,6105,8539,750,558,2026-06-07
11153,1259,3738,13360,3267,1793,2026-07-17
11154,1257,971,2748,354,1833,2026-08-25
11155,1280,3820,7935,1069,1105,2026-08-11
11156,1259,6616,9826,1571,1210,2026-06-28
11157,1282,4338,17637,4398,1722,2026-06-29
11158,1297,2295,17646,3370,1270,2026-06-29
11159,1264,1791,827,70,1315,2026-06-02
11160,1263,3610,19547,2107,1398,2026-07-03
11161,1286,2151,19317,4662,1652,2026-07-13
11162,1285,7608,13663,768,1493,2026-08-26
11163,1260,9479,16086,3740,1325,2026-07-26
11164,1259,8029,14312,2263,1896,2026-07-24
11165,1254,4253,15737,1320,625,2026-07-24
11166,1294,744,14275,1723,1567,2026-06-18
11167,1252,8661,19215,4662,998,2026-07-15
11168,1264,8676,1507,286,1478,2026-07-30
11169,1269,48,2436,479,1282,2026-06-18
11170,1258,5501,17241,1837,1437,2026-08-23
11171,1300,8234,4218,475,1007,2026-07-08
11172,1292,3309,19704,4284,1190,2026-07-25
11173,1296,8903,2288,548,1799,2026-08-06
11174,1278,6256,10877,1387,1832,2026-06-12
11175,1299,874,10151,1667,509,2026-06-01
11176,1288,6025,9700,1910,1705,2026-08-12
11177,1296,5930,1350,267,1796,2026-06-03
11178,1292,4912,7944,1502,699,2026-06-06
11179,1273,9040,16652,2409,563,2026-07-04
11180,1298,8874,2587,589,1095,2026-06-29
11181,1259,6261,8588,621,1804,2026-07-27
11182,1281,7441,18666,4508,1800,2026-07-01
11183,1255,2686,16561,3675,644,2026-08-26
11184,1272,1267,14217,1422,1985,2026-07-05
11185,1257,1026,9080,1637,574,2026-07-31
11186,1275,1845,13521,1756,1094,2026-06-07
11187,1295,2292,10431,1821,1093,2026-08-15
11188,1264,6353,16002,1545,1666,2026-06-05
11189,1271,3761,4177,243,1775,2026-07-18
11190,1254,907,9444,2038,607,2026-07-30
11191,1283,8229,6447,455,860,2026-08-10
11192,1290,4305,6519,1568,1993,2026-06-01
11193,1284,2203,7616,1588,952,2026-07-22
11194,1288,2257,17904,937,1845,2026-07-26
11195,1286,1185,15437,3512,747,2026-06-27
11196,1261,6469,4994,1157,1983,2026-08-25
11197,1273,5987,6062,1241,1065,2026-08-15
11198,1272,87,10889,1816,1071,2026-06-10
11199,1254,7315,877,125,1307,2026-08-22
11200,1257,4599,2707,543,608,2026-06-11
11201,1293,176,12970,3128,1084,2026-06-10
11202,1267,2757,9382,634,1332,2026-08-07
11203,1271,7410,15734,3759,1963,2026-06-23
11204,1268,6638,14776,3331,1397,2026-06-10
11205,1295,8106,12953,1772,1139,2026-06-16
11206,1276,5083,18504,3743,1378,2026-07-04
11207,1257,5280,17063,1799,937,2026-06-18
11208,1255,3923,12417,632,1783,2026-06-19
11209,1281,4660,17469,3238,863,2026-06-30
11210,1259,136,1111,84,622,2026-06-02
11211,1263,7262,17409,3142,1669,2026-07-12
11212,1262,448,9445,1701,742,2026-05-30
11213,1261,1292,8083,1138,1286,2026-08-07
11214,1293,8154,1574,322,1743,2026-07-22
11215,1261,3429,1906,219,1569,2026-07-10
11216,1298,1158,4621,833,674,2026-07-20
11217,1298,2620,10186,848,924,2026-08-18
11218,1297,2864,6646,1457,1017,2026-08-20
11219,1289,8555,10859,1922,1704,2026-08-11
11220,1282,5973,4694,347,834,2026-08-11
11221,1274,7156,5218,658,511,2026-07-18
11222,1273,1752,9804,2384,1266,2026-08-27
11223,1275,6954,1525,364,1363,2026-07-23
11224,1293,9916,12075,2072,1012,2026-07-23
11225,1281,2888,12734,1398,1542,2026-06-01
11226,1265,4201,8877,1532,1102,2026-08-07
11227,1266,2948,14442,2405,674,2026-07-09
11228,1273,7983,15935,1319,1055,2026-06-05
11229,1300,3339,11244,808,1482,2026-08-07
11230,1273,6976,11502,2853,1876,2026-06-23
11231,1299,2743,10903,2113,1562,2026-07-02
11232,1289,1369,12027,2248,1900,2026-08-16
11233,1289,3404,19226,3970,583,2026-06-24
11234,1300,3911,10750,1373,645,2026-06-03
11235,1287,4816,15269,776,1285,2026-06-28
11236,1282,6191,15269,3475,1512,2026-08-02
11237,1286,6018,16868,2255,1310,2026-06-08
11238,1292,9217,15633,3800,1803,2026-07-10
11239,1285,3078,3197,584,1880,2026-08-10
11240,1278,5912,19419,3676,1054,2026-07-18
11241,1291,794,2917,258,1694,2026-08-03
11242,1281,100,14687,1507,1658,2026-07-31
11243,1279,3235,16653,2939,570,2026-08-06
11244,1261,1669,11084,567,1287,2026-08-21
11245,1284,5700,18389,2253,1783,2026-08-20
11246,1268,9847,14131,2262,852,2026-07-13
11247,1268,5198,17903,3737,1576,2026-05-30
11248,1258,4358,13871,1031,1867,2026-08-04
11249,1292,9254,1700,156,602,2026-06-15
11250,1299,9297,10767,2170,1581,2026-06-25
11251,1253,865,9587,2017,1441,2026-06-20
11252,1298,1260,8548,610,1862,2026-07-22
11253,1255,5710,13220,1485,1976,2026-07-21
11254,1288,5688,7786,503,842,2026-05-30
11255,1275,4967,5749,1229,649,2026-06-07
11256,1281,3456,6571,1047,704,2026-08-22
11257,1266,7802,1125,249,1820,2026-06-04
11258,1291,4818,3056,723,1753,2026-07-17
11259,1273,3013,9516,1654,1214,2026-06-26
11260,1288,9083,19565,3582,1136,2026-06-20
11261,1291,5158,11642,2588,786,2026-08-27
11262,1290,3468,13898,1402,1272,2026-08-18
11263,1293,4558,8415,1396,1200,2026-07-04
11264,1268,7251,969,209,1219,2026-07-22
11265,1300,1,10691,1638,1744,2026-06-13
11266,1255,9032,17612,2728,1377,2026-07-21
11267,1272,786,14291,2569,1994,2026-07-12
11268,1272,9999,9311,2036,1664,2026-07-25
11269,1281,8605,16630,1029,1025,2026-08-01
11270,1290,5,17080,3747,761,2026-08-01
11271,1292,1994,19330,4411,819,2026-07-31
11272,1252,1691,16930,2898,1753,2026-07-12
11273,1285,2292,8086,1413,1059,2026-06-12
11274,1286,8700,8808,1931,1922,2026-08-21
11275,1300,4851,17194,2232,1748,2026-07-09
11276,1253,5493,2520,570,1209,2026-06-30
11277,1275,8293,18245,3047,1555,2026-08-20
11278,1283,6950,6918,1311,1756,2026-07-29
11279,1256,4998,9983,2225,1546,2026-07-13
11280,1300,7610,12465,1863,1636,2026-06-09
11281,1271,5382,12840,2706,1162,2026-07-22
11282,1293,8514,15189,2206,1144,2026-07-18
11283,1275,1033,18927,4359,1689,2026-06-07
11284,1276,9263,18824,3197,1661,2026-06-17
11285,1270,2190,10940,572,1225,2026-07-31
11286,1297,885,19405,3077,1772,2026-07-28
11287,1265,9179,4887,1115,889,2026-07-21
11288,1255,955,8295,1849,1589,2026-08-03
11289,1258,1242,12154,2890,1021,2026-08-11
11290,1288,4108,10483,2063,1492,2026-06-11
11291,1282,257,6066,792,1116,2026-06-30
11292,1290,6218,17872,1714,739,2026-06-23
11293,1295,5233,12552,2958,1134,2026-07-08
11294,1255,6820,17253,2824,1976,2026-05-31
11295,1299,22,4691,485,1261,2026-07-23
11296,1270,4080,9602,734,1087,2026-06-13
11297,1265,5799,4261,766,629,2026-06-13
11298,1254,624,621,71,986,2026-07-02
11299,1272,4252,1906,461,1450,2026-06-04
11300,1269,9932,3566,459,593,2026-06-01
11301,1274,4625,1386,155,1644,2026-07-30
11302,1261,8279,17154,2809,1563,2026-06-25
11303,1276,6317,15970,909,809,2026-07-16
11304,1290,2465,1471,301,1699,2026-08-07
11305,1295,1065,13287,2198,1001,2026-08-10
11306,1276,2410,11391,2329,1682,2026-07-22
11307,1265,6586,19990,1596,1529,2026-07-20
11308,1294,3209,7968,589,1860,2026-05-29
11309,1262,7896,17479,2493,1380,2026-07-20
11310,1286,4816,15183,1582,1290,2026-07-03
11311,1280,5275,19513,1513,1117,2026-08-11
11312,1291,4686,11892,1805,1869,2026-08-12
