date_id,full_date,day_of_week,day_name,day_of_month,month,month_name,quarter,year,is_weekend,is_holiday
20241021,2024-10-21,1,Monday,21,10,October,4,2024,0,0
20241022,2024-10-22,2,Tuesday,22,10,October,4,2024,0,0
20241023,2024-10-23,3,Wednesday,23,10,October,4,2024,0,0
20241024,2024-10-24,4,Thursday,24,10,October,4,2024,0,0
20241025,2024-10-25,5,Friday,25,10,October,4,2024,0,0
20241026,2024-10-26,6,Saturday,26,10,October,4,2024,1,0
20241027,2024-10-27,7,Sunday,27,10,October,4,2024,1,0
20241028,2024-10-28,1,Monday,28,10,October,4,2024,0,0
20241029,2024-10-29,2,Tuesday,29,10,October,4,2024,0,0
20241030,2024-10-30,3,Wednesday,30,10,October,4,2024,0,0
20241031,2024-10-31,4,Thursday,31,10,October,4,2024,0,0
20241101,2024-11-01,5,Friday,1,11,November,4,2024,0,0
20241102,2024-11-02,6,Saturday,2,11,November,4,2024,1,0
20241103,2024-11-03,7,Sunday,3,11,November,4,2024,1,0
20241104,2024-11-04,1,Monday,4,11,November,4,2024,0,0
20241105,2024-11-05,2,Tuesday,5,11,November,4,2024,0,0
20241106,2024-11-06,3,Wednesday,6,11,November,4,2024,0,0
20241107,2024-11-07,4,Thursday,7,11,November,4,2024,0,0
20241108,2024-11-08,5,Friday,8,11,November,4,2024,0,0
20241109,2024-11-09,6,Saturday,9,11,November,4,2024,1,0
20241110,2024-11-10,7,Sunday,10,11,November,4,2024,1,0
20241111,2024-11-11,1,Monday,11,11,November,4,2024,0,0
20241112,2024-11-12,2,Tuesday,12,11,November,4,2024,0,0
20241113,2024-11-13,3,Wednesday,13,11,November,4,2024,0,0
20241114,2024-11-14,4,Thursday,14,11,November,4,2024,0,0
20241115,2024-11-15,5,Friday,15,11,November,4,2024,0,0
20241116,2024-11-16,6,Saturday,16,11,November,4,2024,1,0
20241117,2024-11-17,7,Sunday,17,11,November,4,2024,1,0
20241118,2024-11-18,1,Monday,18,11,November,4,2024,0,0
20241119,2024-11-19,2,Tuesday,19,11,November,4,2024,0,0
20241120,2024-11-20,3,Wednesday,20,11,November,4,2024,0,0
20241121,2024-11-21,4,Thursday,21,11,November,4,2024,0,0
20241122,2024-11-22,5,Friday,22,11,November,4,2024,0,0
20241123,2024-11-23,6,Saturday,23,11,November,4,2024,1,0
20241124,2024-11-24,7,Sunday,24,11,November,4,2024,1,0
20241125,2024-11-25,1,Monday,25,11,November,4,2024,0,1
20241126,2024-11-26,2,Tuesday,26,11,November,4,2024,0,0
20241127,2024-11-27,3,Wednesday,27,11,November,4,2024,0,0
20241128,2024-11-28,4,Thursday,28,11,November,4,2024,0,0
20241129,2024-11-29,5,Friday,29,11,November,4,2024,0,0
20241130,2024-11-30,6,Saturday,30,11,November,4,2024,1,0
20241201,2024-12-01,7,Sunday,1,12,December,4,2024,1,0
20241202,2024-12-02,1,Monday,2,12,December,4,2024,0,0
20241203,2024-12-03,2,Tuesday,3,12,December,4,2024,0,0
20241204,2024-12-04,3,Wednesday,4,12,December,4,2024,0,0
20241205,2024-12-05,4,Thursday,5,12,December,4,2024,0,0
20241206,2024-12-06,5,Friday,6,12,December,4,2024,0,0
20241207,2024-12-07,6,Saturday,7,12,December,4,2024,1,0
20241208,2024-12-08,7,Sunday,8,12,December,4,2024,1,0
20241209,2024-12-09,1,Monday,9,12,December,4,2024,0,0
20241210,2024-12-10,2,Tuesday,10,12,December,4,2024,0,0
20241211,2024-12-11,3,Wednesday,11,12,December,4,2024,0,0
20241212,2024-12-12,4,Thursday,12,12,December,4,2024,0,0
20241213,2024-12-13,5,Friday,13,12,December,4,2024,0,0
20241214,2024-12-14,6,Saturday,14,12,December,4,2024,1,0
20241215,2024-12-15,7,Sunday,15,12,December,4,2024,1,0
20241216,2024-12-16,1,Monday,16,12,December,4,2024,0,0
20241217,2024-12-17,2,Tuesday,17,12,December,4,2024,0,0
20241218,2024-12-18,3,Wednesday,18,12,December,4,2024,0,0
20241219,2024-12-19,4,Thursday,19,12,December,4,2024,0,0
20241220,2024-12-20,5,Friday,20,12,December,4,2024,0,0
20241221,2024-12-21,6,Saturday,21,12,December,4,2024,1,0
20241222,2024-12-22,7,Sunday,22,12,December,4,2024,1,0
20241223,2024-12-23,1,Monday,23,12,December,4,2024,0,0
20241224,2024-12-24,2,Tuesday,24,12,December,4,2024,0,0
20241225,2024-12-25,3,Wednesday,25,12,December,4,2024,0,1
20241226,2024-12-26,4,Thursday,26,12,December,4,2024,0,0
20241227,2024-12-27,5,Friday,27,12,December,4,2024,0,0
20241228,2024-12-28,6,Saturday,28,12,December,4,2024,1,0
20241229,2024-12-29,7,Sunday,29,12,December,4,2024,1,0
20241230,2024-12-30,1,Monday,30,12,December,4,2024,0,0
20241231,2024-12-31,2,Tuesday,31,12,December,4,2024,0,0
20250101,2025-01-01,3,Wednesday,1,1,January,1,2025,0,1
20250102,2025-01-02,4,Thursday,2,1,January,1,2025,0,0
20250103,2025-01-03,5,Friday,3,1,January,1,2025,0,0
20250104,2025-01-04,6,Saturday,4,1,January,1,2025,1,0
20250105,2025-01-05,7,Sunday,5,1,January,1,2025,1,0
20250106,2025-01-06,1,Monday,6,1,January,1,2025,0,0
20250107,2025-01-07,2,Tuesday,7,1,January,1,2025,0,0
20250108,2025-01-08,3,Wednesday,8,1,January,1,2025,0,0
20250109,2025-01-09,4,Thursday,9,1,January,1,2025,0,0
20250110,2025-01-10,5,Friday,10,1,January,1,2025,0,0
20250111,2025-01-11,6,Saturday,11,1,January,1,2025,1,0
20250112,2025-01-12,7,Sunday,12,1,January,1,2025,1,0
20250113,2025-01-13,1,Monday,13,1,January,1,2025,0,0
20250114,2025-01-14,2,Tuesday,14,1,January,1,2025,0,0
20250115,2025-01-15,3,Wednesday,15,1,January,1,2025,0,0
20250116,2025-01-16,4,Thursday,16,1,January,1,2025,0,0
20250117,2025-01-17,5,Friday,17,1,January,1,2025,0,0
20250118,2025-01-18,6,Saturday,18,1,January,1,2025,1,0
20250119,2025-01-19,7,Sunday,19,1,January,1,2025,1,0
20250120,2025-01-20,1,Monday,20,1,January,1,2025,0,0
20250121,2025-01-21,2,Tuesday,21,1,January,1,2025,0,0
20250122,2025-01-22,3,Wednesday,22,1,January,1,2025,0,0
20250123,2025-01-23,4,Thursday,23,1,January,1,2025,0,0
20250124,2025-01-24,5,Friday,24,1,January,1,2025,0,0
20250125,2025-01-25,6,Saturday,25,1,January,1,2025,1,0
20250126,2025-01-26,7,Sunday,26,1,January,1,2025,1,0
20250127,2025-01-27,1,Monday,27,1,January,1,2025,0,0
20250128,2025-01-28,2,Tuesday,28,1,January,1,2025,0,0
20250129,2025-01-29,3,Wednesday,29,1,January,1,2025,0,0
20250130,2025-01-30,4,Thursday,30,1,January,1,2025,0,0
20250131,2025-01-31,5,Friday,31,1,January,1,2025,0,0
20250201,2025-02-01,6,Saturday,1,2,February,1,2025,1,0
20250202,2025-02-02,7,Sunday,2,2,February,1,2025,1,0
20250203,2025-02-03,1,Monday,3,2,February,1,2025,0,0
20250204,2025-02-04,2,Tuesday,4,2,February,1,2025,0,0
20250205,2025-02-05,3,Wednesday,5,2,February,1,2025,0,0
20250206,2025-02-06,4,Thursday,6,2,February,1,2025,0,0
20250207,2025-02-07,5,Friday,7,2,February,1,2025,0,0
20250208,2025-02-08,6,Saturday,8,2,February,1,2025,1,0
20250209,2025-02-09,7,Sunday,9,2,February,1,2025,1,0
20250210,2025-02-10,1,Monday,10,2,February,1,2025,0,0
20250211,2025-02-11,2,Tuesday,11,2,February,1,2025,0,0
20250212,2025-02-12,3,Wednesday,12,2,February,1,2025,0,0
20250213,2025-02-13,4,Thursday,13,2,February,1,2025,0,0
20250214,2025-02-14,5,Friday,14,2,February,1,2025,0,0
20250215,2025-02-15,6,Saturday,15,2,February,1,2025,1,0
20250216,2025-02-16,7,Sunday,16,2,February,1,2025,1,0
20250217,2025-02-17,1,Monday,17,2,February,1,2025,0,0
20250218,2025-02-18,2,Tuesday,18,2,February,1,2025,0,0
20250219,2025-02-19,3,Wednesday,19,2,February,1,2025,0,0
20250220,2025-02-20,4,Thursday,20,2,February,1,2025,0,0
20250221,2025-02-21,5,Friday,21,2,February,1,2025,0,0
20250222,2025-02-22,6,Saturday,22,2,February,1,2025,1,0
20250223,2025-02-23,7,Sunday,23,2,February,1,2025,1,0
20250224,2025-02-24,1,Monday,24,2,February,1,2025,0,0
20250225,2025-02-25,2,Tuesday,25,2,February,1,2025,0,0
20250226,2025-02-26,3,Wednesday,26,2,February,1,2025,0,0
20250227,2025-02-27,4,Thursday,27,2,February,1,2025,0,0
20250228,2025-02-28,5,Friday,28,2,February,1,2025,0,0
20250301,2025-03-01,6,Saturday,1,3,March,1,2025,1,0
20250302,2025-03-02,7,Sunday,2,3,March,1,2025,1,0
20250303,2025-03-03,1,Monday,3,3,March,1,2025,0,0
20250304,2025-03-04,2,Tuesday,4,3,March,1,2025,0,0
20250305,2025-03-05,3,Wednesday,5,3,March,1,2025,0,0
20250306,2025-03-06,4,Thursday,6,3,March,1,2025,0,0
20250307,2025-03-07,5,Friday,7,3,March,1,2025,0,0
20250308,2025-03-08,6,Saturday,8,3,March,1,2025,1,0
20250309,2025-03-09,7,Sunday,9,3,March,1,2025,1,0
20250310,2025-03-10,1,Monday,10,3,March,1,2025,0,0
20250311,2025-03-11,2,Tuesday,11,3,March,1,2025,0,0
20250312,2025-03-12,3,Wednesday,12,3,March,1,2025,0,0
20250313,2025-03-13,4,Thursday,13,3,March,1,2025,0,0
20250314,2025-03-14,5,Friday,14,3,March,1,2025,0,0
20250315,2025-03-15,6,Saturday,15,3,March,1,2025,1,0
20250316,2025-03-16,7,Sunday,16,3,March,1,2025,1,0
20250317,2025-03-17,1,Monday,17,3,March,1,2025,0,0
20250318,2025-03-18,2,Tuesday,18,3,March,1,2025,0,0
20250319,2025-03-19,3,Wednesday,19,3,March,1,2025,0,0
20250320,2025-03-20,4,Thursday,20,3,March,1,2025,0,0
20250321,2025-03-21,5,Friday,21,3,March,1,2025,0,0
20250322,2025-03-22,6,Saturday,22,3,March,1,2025,1,0
20250323,2025-03-23,7,Sunday,23,3,March,1,2025,1,0
20250324,2025-03-24,1,Monday,24,3,March,1,2025,0,0
20250325,2025-03-25,2,Tuesday,25,3,March,1,2025,0,0
20250326,2025-03-26,3,Wednesday,26,3,March,1,2025,0,0
20250327,2025-03-27,4,Thursday,27,3,March,1,2025,0,0
20250328,2025-03-28,5,Friday,28,3,March,1,2025,0,0
20250329,2025-03-29,6,Saturday,29,3,March,1,2025,1,0
20250330,2025-03-30,7,Sunday,30,3,March,1,2025,1,0
20250331,2025-03-31,1,Monday,31,3,March,1,2025,0,0
20250401,2025-04-01,2,Tuesday,1,4,April,2,2025,0,0
20250402,2025-04-02,3,Wednesday,2,4,April,2,2025,0,0
20250403,2025-04-03,4,Thursday,3,4,April,2,2025,0,0
20250404,2025-04-04,5,Friday,4,4,April,2,2025,0,0
20250405,2025-04-05,6,Saturday,5,4,April,2,2025,1,0
20250406,2025-04-06,7,Sunday,6,4,April,2,2025,1,0
20250407,2025-04-07,1,Monday,7,4,April,2,2025,0,0
20250408,2025-04-08,2,Tuesday,8,4,April,2,2025,0,0
20250409,2025-04-09,3,Wednesday,9,4,April,2,2025,0,0
20250410,2025-04-10,4,Thursday,10,4,April,2,2025,0,0
20250411,2025-04-11,5,Friday,11,4,April,2,2025,0,0
20250412,2025-04-12,6,Saturday,12,4,April,2,2025,1,0
20250413,2025-04-13,7,Sunday,13,4,April,2,2025,1,0
20250414,2025-04-14,1,Monday,14,4,April,2,2025,0,0
20250415,2025-04-15,2,Tuesday,15,4,April,2,2025,0,0
20250416,2025-04-16,3,Wednesday,16,4,April,2,2025,0,0
20250417,2025-04-17,4,Thursday,17,4,April,2,2025,0,0
20250418,2025-04-18,5,Friday,18,4,April,2,2025,0,0
20250419,2025-04-19,6,Saturday,19,4,April,2,2025,1,0
20250420,2025-04-20,7,Sunday,20,4,April,2,2025,1,0
20250421,2025-04-21,1,Monday,21,4,April,2,2025,0,0
20250422,2025-04-22,2,Tuesday,22,4,April,2,2025,0,0
20250423,2025-04-23,3,Wednesday,23,4,April,2,2025,0,0
20250424,2025-04-24,4,Thursday,24,4,April,2,2025,0,0
20250425,2025-04-25,5,Friday,25,4,April,2,2025,0,0
20250426,2025-04-26,6,Saturday,26,4,April,2,2025,1,0
20250427,2025-04-27,7,Sunday,27,4,April,2,2025,1,0
20250428,2025-04-28,1,Monday,28,4,April,2,2025,0,0
20250429,2025-04-29,2,Tuesday,29,4,April,2,2025,0,0
20250430,2025-04-30,3,Wednesday,30,4,April,2,2025,0,0
20250501,2025-05-01,4,Thursday,1,5,May,2,2025,0,0
20250502,2025-05-02,5,Friday,2,5,May,2,2025,0,0
20250503,2025-05-03,6,Saturday,3,5,May,2,2025,1,0
20250504,2025-05-04,7,Sunday,4,5,May,2,2025,1,0
20250505,2025-05-05,1,Monday,5,5,May,2,2025,0,0
20250506,2025-05-06,2,Tuesday,6,5,May,2,2025,0,0
20250507,2025-05-07,3,Wednesday,7,5,May,2,2025,0,0
20250508,2025-05-08,4,Thursday,8,5,May,2,2025,0,0
20250509,2025-05-09,5,Friday,9,5,May,2,2025,0,0
20250510,2025-05-10,6,Saturday,10,5,May,2,2025,1,0
20250511,2025-05-11,7,Sunday,11,5,May,2,2025,1,0
20250512,2025-05-12,1,Monday,12,5,May,2,2025,0,0
20250513,2025-05-13,2,Tuesday,13,5,May,2,2025,0,0
20250514,2025-05-14,3,Wednesday,14,5,May,2,2025,0,0
20250515,2025-05-15,4,Thursday,15,5,May,2,2025,0,0
20250516,2025-05-16,5,Friday,16,5,May,2,2025,0,0
20250517,2025-05-17,6,Saturday,17,5,May,2,2025,1,0
20250518,2025-05-18,7,Sunday,18,5,May,2,2025,1,0
20250519,2025-05-19,1,Monday,19,5,May,2,2025,0,0
20250520,2025-05-20,2,Tuesday,20,5,May,2,2025,0,0
20250521,2025-05-21,3,Wednesday,21,5,May,2,2025,0,0
20250522,2025-05-22,4,Thursday,22,5,May,2,2025,0,0
20250523,2025-05-23,5,Friday,23,5,May,2,2025,0,0
20250524,2025-05-24,6,Saturday,24,5,May,2,2025,1,0
20250525,2025-05-25,7,Sunday,25,5,May,2,2025,1,0
20250526,2025-05-26,1,Monday,26,5,May,2,2025,0,0
20250527,2025-05-27,2,Tuesday,27,5,May,2,2025,0,0
20250528,2025-05-28,3,Wednesday,28,5,May,2,2025,0,0
20250529,2025-05-29,4,Thursday,29,5,May,2,2025,0,0
20250530,2025-05-30,5,Friday,30,5,May,2,2025,0,0
20250531,2025-05-31,6,Saturday,31,5,May,2,2025,1,0
20250601,2025-06-01,7,Sunday,1,6,June,2,2025,1,0
20250602,2025-06-02,1,Monday,2,6,June,2,2025,0,0
20250603,2025-06-03,2,Tuesday,3,6,June,2,2025,0,0
20250604,2025-06-04,3,Wednesday,4,6,June,2,2025,0,0
20250605,2025-06-05,4,Thursday,5,6,June,2,2025,0,0
20250606,2025-06-06,5,Friday,6,6,June,2,2025,0,0
20250607,2025-06-07,6,Saturday,7,6,June,2,2025,1,0
20250608,2025-06-08,7,Sunday,8,6,June,2,2025,1,0
20250609,2025-06-09,1,Monday,9,6,June,2,2025,0,0
20250610,2025-06-10,2,Tuesday,10,6,June,2,2025,0,0
20250611,2025-06-11,3,Wednesday,11,6,June,2,2025,0,0
20250612,2025-06-12,4,Thursday,12,6,June,2,2025,0,0
20250613,2025-06-13,5,Friday,13,6,June,2,2025,0,0
20250614,2025-06-14,6,Saturday,14,6,June,2,2025,1,0
20250615,2025-06-15,7,Sunday,15,6,June,2,2025,1,0
20250616,2025-06-16,1,Monday,16,6,June,2,2025,0,0
20250617,2025-06-17,2,Tuesday,17,6,June,2,2025,0,0
20250618,2025-06-18,3,Wednesday,18,6,June,2,2025,0,0
20250619,2025-06-19,4,Thursday,19,6,June,2,2025,0,0
20250620,2025-06-20,5,Friday,20,6,June,2,2025,0,0
20250621,2025-06-21,6,Saturday,21,6,June,2,2025,1,0
20250622,2025-06-22,7,Sunday,22,6,June,2,2025,1,0
20250623,2025-06-23,1,Monday,23,6,June,2,2025,0,0
20250624,2025-06-24,2,Tuesday,24,6,June,2,2025,0,0
20250625,2025-06-25,3,Wednesday,25,6,June,2,2025,0,0
20250626,2025-06-26,4,Thursday,26,6,June,2,2025,0,0
20250627,2025-06-27,5,Friday,27,6,June,2,2025,0,0
20250628,2025-06-28,6,Saturday,28,6,June,2,2025,1,0
20250629,2025-06-29,7,Sunday,29,6,June,2,2025,1,0
20250630,2025-06-30,1,Monday,30,6,June,2,2025,0,0
20250701,2025-07-01,2,Tuesday,1,7,July,3,2025,0,0
20250702,2025-07-02,3,Wednesday,2,7,July,3,2025,0,0
20250703,2025-07-03,4,Thursday,3,7,July,3,2025,0,0
20250704,2025-07-04,5,Friday,4,7,July,3,2025,0,1
20250705,2025-07-05,6,Saturday,5,7,July,3,2025,1,0
20250706,2025-07-06,7,Sunday,6,7,July,3,2025,1,0
20250707,2025-07-07,1,Monday,7,7,July,3,2025,0,0
20250708,2025-07-08,2,Tuesday,8,7,July,3,2025,0,0
20250709,2025-07-09,3,Wednesday,9,7,July,3,2025,0,0
20250710,2025-07-10,4,Thursday,10,7,July,3,2025,0,0
20250711,2025-07-11,5,Friday,11,7,July,3,2025,0,0
20250712,2025-07-12,6,Saturday,12,7,July,3,2025,1,0
20250713,2025-07-13,7,Sunday,13,7,July,3,2025,1,0
20250714,2025-07-14,1,Monday,14,7,July,3,2025,0,0
20250715,2025-07-15,2,Tuesday,15,7,July,3,2025,0,0
20250716,2025-07-16,3,Wednesday,16,7,July,3,2025,0,0
20250717,2025-07-17,4,Thursday,17,7,July,3,2025,0,0
20250718,2025-07-18,5,Friday,18,7,July,3,2025,0,0
20250719,2025-07-19,6,Saturday,19,7,July,3,2025,1,0
20250720,2025-07-20,7,Sunday,20,7,July,3,2025,1,0
20250721,2025-07-21,1,Monday,21,7,July,3,2025,0,0
20250722,2025-07-22,2,Tuesday,22,7,July,3,2025,0,0
20250723,2025-07-23,3,Wednesday,23,7,July,3,2025,0,0
20250724,2025-07-24,4,Thursday,24,7,July,3,2025,0,0
20250725,2025-07-25,5,Friday,25,7,July,3,2025,0,0
20250726,2025-07-26,6,Saturday,26,7,July,3,2025,1,0
20250727,2025-07-27,7,Sunday,27,7,July,3,2025,1,0
20250728,2025-07-28,1,Monday,28,7,July,3,2025,0,0
20250729,2025-07-29,2,Tuesday,29,7,July,3,2025,0,0
20250730,2025-07-30,3,Wednesday,30,7,July,3,2025,0,0
20250731,2025-07-31,4,Thursday,31,7,July,3,2025,0,0
20250801,2025-08-01,5,Friday,1,8,August,3,2025,0,0
20250802,2025-08-02,6,Saturday,2,8,August,3,2025,1,0
20250803,2025-08-03,7,Sunday,3,8,August,3,2025,1,0
20250804,2025-08-04,1,Monday,4,8,August,3,2025,0,0
20250805,2025-08-05,2,Tuesday,5,8,August,3,2025,0,0
20250806,2025-08-06,3,Wednesday,6,8,August,3,2025,0,0
20250807,2025-08-07,4,Thursday,7,8,August,3,2025,0,0
20250808,2025-08-08,5,Friday,8,8,August,3,2025,0,0
20250809,2025-08-09,6,Saturday,9,8,August,3,2025,1,0
20250810,2025-08-10,7,Sunday,10,8,August,3,2025,1,0
20250811,2025-08-11,1,Monday,11,8,August,3,2025,0,0
20250812,2025-08-12,2,Tuesday,12,8,August,3,2025,0,0
20250813,2025-08-13,3,Wednesday,13,8,August,3,2025,0,0
20250814,2025-08-14,4,Thursday,14,8,August,3,2025,0,0
20250815,2025-08-15,5,Friday,15,8,August,3,2025,0,0
20250816,2025-08-16,6,Saturday,16,8,August,3,2025,1,0
20250817,2025-08-17,7,Sunday,17,8,August,3,2025,1,0
20250818,2025-08-18,1,Monday,18,8,August,3,2025,0,0
20250819,2025-08-19,2,Tuesday,19,8,August,3,2025,0,0
20250820,2025-08-20,3,Wednesday,20,8,August,3,2025,0,0
20250821,2025-08-21,4,Thursday,21,8,August,3,2025,0,0
20250822,2025-08-22,5,Friday,22,8,August,3,2025,0,0
20250823,2025-08-23,6,Saturday,23,8,August,3,2025,1,0
20250824,2025-08-24,7,Sunday,24,8,August,3,2025,1,0
20250825,2025-08-25,1,Monday,25,8,August,3,2025,0,0
20250826,2025-08-26,2,Tuesday,26,8,August,3,2025,0,0
20250827,2025-08-27,3,Wednesday,27,8,August,3,2025,0,0
20250828,2025-08-28,4,Thursday,28,8,August,3,2025,0,0
20250829,2025-08-29,5,Friday,29,8,August,3,2025,0,0
20250830,2025-08-30,6,Saturday,30,8,August,3,2025,1,0
20250831,2025-08-31,7,Sunday,31,8,August,3,2025,1,0
20250901,2025-09-01,1,Monday,1,9,September,3,2025,0,0
20250902,2025-09-02,2,Tuesday,2,9,September,3,2025,0,0
20250903,2025-09-03,3,Wednesday,3,9,September,3,2025,0,0
20250904,2025-09-04,4,Thursday,4,9,September,3,2025,0,0
20250905,2025-09-05,5,Friday,5,9,September,3,2025,0,0
20250906,2025-09-06,6,Saturday,6,9,September,3,2025,1,0
20250907,2025-09-07,7,Sunday,7,9,September,3,2025,1,0
20250908,2025-09-08,1,Monday,8,9,September,3,2025,0,0
20250909,2025-09-09,2,Tuesday,9,9,September,3,2025,0,0
20250910,2025-09-10,3,Wednesday,10,9,September,3,2025,0,0
20250911,2025-09-11,4,Thursday,11,9,September,3,2025,0,0
20250912,2025-09-12,5,Friday,12,9,September,3,2025,0,0
20250913,2025-09-13,6,Saturday,13,9,September,3,2025,1,0
20250914,2025-09-14,7,Sunday,14,9,September,3,2025,1,0
20250915,2025-09-15,1,Monday,15,9,September,3,2025,0,0
20250916,2025-09-16,2,Tuesday,16,9,September,3,2025,0,0
20250917,2025-09-17,3,Wednesday,17,9,September,3,2025,0,0
20250918,2025-09-18,4,Thursday,18,9,September,3,2025,0,0
20250919,2025-09-19,5,Friday,19,9,September,3,2025,0,0
20250920,2025-09-20,6,Saturday,20,9,September,3,2025,1,0
20250921,2025-09-21,7,Sunday,21,9,September,3,2025,1,0
20250922,2025-09-22,1,Monday,22,9,September,3,2025,0,0
20250923,2025-09-23,2,Tuesday,23,9,September,3,2025,0,0
20250924,2025-09-24,3,Wednesday,24,9,September,3,2025,0,0
20250925,2025-09-25,4,Thursday,25,9,September,3,2025,0,0
20250926,2025-09-26,5,Friday,26,9,September,3,2025,0,0
20250927,2025-09-27,6,Saturday,27,9,September,3,2025,1,0
20250928,2025-09-28,7,Sunday,28,9,September,3,2025,1,0
20250929,2025-09-29,1,Monday,29,9,September,3,2025,0,0
20250930,2025-09-30,2,Tuesday,30,9,September,3,2025,0,0
20251001,2025-10-01,3,Wednesday,1,10,October,4,2025,0,0
20251002,2025-10-02,4,Thursday,2,10,October,4,2025,0,0
20251003,2025-10-03,5,Friday,3,10,October,4,2025,0,0
20251004,2025-10-04,6,Saturday,4,10,October,4,2025,1,0
20251005,2025-10-05,7,Sunday,5,10,October,4,2025,1,0
20251006,2025-10-06,1,Monday,6,10,October,4,2025,0,0
20251007,2025-10-07,2,Tuesday,7,10,October,4,2025,0,0
20251008,2025-10-08,3,Wednesday,8,10,October,4,2025,0,0
20251009,2025-10-09,4,Thursday,9,10,October,4,2025,0,0
20251010,2025-10-10,5,Friday,10,10,October,4,2025,0,0
20251011,2025-10-11,6,Saturday,11,10,October,4,2025,1,0
20251012,2025-10-12,7,Sunday,12,10,October,4,2025,1,0
20251013,2025-10-13,1,Monday,13,10,October,4,2025,0,0
20251014,2025-10-14,2,Tuesday,14,10,October,4,2025,0,0
20251015,2025-10-15,3,Wednesday,15,10,October,4,2025,0,0
20251016,2025-10-16,4,Thursday,16,10,October,4,2025,0,0
20251017,2025-10-17,5,Friday,17,10,October,4,2025,0,0
20251018,2025-10-18,6,Saturday,18,10,October,4,2025,1,0
20251019,2025-10-19,7,Sunday,19,10,October,4,2025,1,0
20251020,2025-10-20,1,Monday,20,10,October,4,2025,0,0
20251021,2025-10-21,2,Tuesday,21,10,October,4,2025,0,0
20251022,2025-10-22,3,Wednesday,22,10,October,4,2025,0,0
20251023,2025-10-23,4,Thursday,23,10,October,4,2025,0,0
20251024,2025-10-24,5,Friday,24,10,October,4,2025,0,0
20251025,2025-10-25,6,Saturday,25,10,October,4,2025,1,0
20251026,2025-10-26,7,Sunday,26,10,October,4,2025,1,0
20251027,2025-10-27,1,Monday,27,10,October,4,2025,0,0
20251028,2025-10-28,2,Tuesday,28,10,October,4,2025,0,0
20251029,2025-10-29,3,Wednesday,29,10,October,4,2025,0,0
20251030,2025-10-30,4,Thursday,30,10,October,4,2025,0,0
20251031,2025-10-31,5,Friday,31,10,October,4,2025,0,0
20251101,2025-11-01,6,Saturday,1,11,November,4,2025,1,0
20251102,2025-11-02,7,Sunday,2,11,November,4,2025,1,0
20251103,2025-11-03,1,Monday,3,11,November,4,2025,0,0
20251104,2025-11-04,2,Tuesday,4,11,November,4,2025,0,0
20251105,2025-11-05,3,Wednesday,5,11,November,4,2025,0,0
20251106,2025-11-06,4,Thursday,6,11,November,4,2025,0,0
20251107,2025-11-07,5,Friday,7,11,November,4,2025,0,0
20251108,2025-11-08,6,Saturday,8,11,November,4,2025,1,0
20251109,2025-11-09,7,Sunday,9,11,November,4,2025,1,0
20251110,2025-11-10,1,Monday,10,11,November,4,2025,0,0
20251111,2025-11-11,2,Tuesday,11,11,November,4,2025,0,0
20251112,2025-11-12,3,Wednesday,12,11,November,4,2025,0,0
20251113,2025-11-13,4,Thursday,13,11,November,4,2025,0,0
20251114,2025-11-14,5,Friday,14,11,November,4,2025,0,0
20251115,2025-11-15,6,Saturday,15,11,November,4,2025,1,0
20251116,2025-11-16,7,Sunday,16,11,November,4,2025,1,0
20251117,2025-11-17,1,Monday,17,11,November,4,2025,0,0
20251118,2025-11-18,2,Tuesday,18,11,November,4,2025,0,0
20251119,2025-11-19,3,Wednesday,19,11,November,4,2025,0,0
20251120,2025-11-20,4,Thursday,20,11,November,4,2025,0,0
20251121,2025-11-21,5,Friday,21,11,November,4,2025,0,0
20251122,2025-11-22,6,Saturday,22,11,November,4,2025,1,0
20251123,2025-11-23,7,Sunday,23,11,November,4,2025,1,0
20251124,2025-11-24,1,Monday,24,11,November,4,2025,0,0
20251125,2025-11-25,2,Tuesday,25,11,November,4,2025,0,1
20251126,2025-11-26,3,Wednesday,26,11,November,4,2025,0,0
20251127,2025-11-27,4,Thursday,27,11,November,4,2025,0,0
20251128,2025-11-28,5,Friday,28,11,November,4,2025,0,0
20251129,2025-11-29,6,Saturday,29,11,November,4,2025,1,0
20251130,2025-11-30,7,Sunday,30,11,November,4,2025,1,0
20251201,2025-12-01,1,Monday,1,12,December,4,2025,0,0
20251202,2025-12-02,2,Tuesday,2,12,December,4,2025,0,0
20251203,2025-12-03,3,Wednesday,3,12,December,4,2025,0,0
20251204,2025-12-04,4,Thursday,4,12,December,4,2025,0,0
20251205,2025-12-05,5,Friday,5,12,December,4,2025,0,0
20251206,2025-12-06,6,Saturday,6,12,December,4,2025,1,0
20251207,2025-12-07,7,Sunday,7,12,December,4,2025,1,0
20251208,2025-12-08,1,Monday,8,12,December,4,2025,0,0
20251209,2025-12-09,2,Tuesday,9,12,December,4,2025,0,0
20251210,2025-12-10,3,Wednesday,10,12,December,4,2025,0,0
20251211,2025-12-11,4,Thursday,11,12,December,4,2025,0,0
20251212,2025-12-12,5,Friday,12,12,December,4,2025,0,0
20251213,2025-12-13,6,Saturday,13,12,December,4,2025,1,0
20251214,2025-12-14,7,Sunday,14,12,December,4,2025,1,0
20251215,2025-12-15,1,Monday,15,12,December,4,2025,0,0
20251216,2025-12-16,2,Tuesday,16,12,December,4,2025,0,0
