inventory_id,location_id,product_id,quantity_on_hand,reorder_point,reorder_quantity,last_restock_date
22202,260,8205,291,26,78,2026-07-26
22203,1058,7726,490,39,156,2026-07-21
22204,177,5286,308,16,32,2026-07-11
22205,753,785,101,14,70,2026-08-18
22206,575,5206,101,10,50,2026-08-05
22207,524,7778,10,46,92,2026-07-30
22208,251,6523,235,28,112,2026-08-17
22209,443,2821,18,12,24,2026-08-02
22210,639,4806,41,28,112,2026-07-19
22211,70,1057,376,39,195,2026-08-17
22212,651,766,468,43,129,2026-07-22
22213,504,9410,405,16,32,2026-08-11
22214,795,8718,70,40,200,2026-07-14
22215,444,3200,322,32,160,2026-07-20
22216,1010,3385,230,44,176,2026-07-26
22217,397,3577,266,30,60,2026-07-10
22218,405,6557,68,43,86,2026-07-30
22219,245,6096,477,28,84,2026-07-02
22220,970,3728,60,19,95,2026-07-28
22221,1100,943,155,12,60,2026-08-24
22222,650,1593,21,30,120,2026-06-28
22223,811,8945,499,29,87,2026-08-11
22224,698,5098,482,28,84,2026-08-14
22225,1031,4845,147,49,147,2026-08-19
22226,570,6822,216,20,80,2026-07-06
22227,256,8906,434,35,105,2026-08-11
22228,498,1600,174,48,144,2026-08-13
22229,621,4655,103,50,100,2026-07-24
22230,851,3875,182,27,135,2026-08-04
22231,320,6465,396,34,170,2026-07-18
22232,1076,1896,293,42,168,2026-07-19
22233,605,4616,454,38,76,2026-07-16
22234,1226,7535,75,24,120,2026-06-28
22235,758,8001,312,27,81,2026-08-24
22236,969,3851,148,36,180,2026-08-09
22237,1221,1839,344,26,78,2026-06-29
22238,608,8648,206,48,192,2026-07-13
22239,897,4349,443,17,34,2026-08-13
22240,552,6412,159,42,84,2026-07-16
22241,51,7719,464,10,20,2026-08-07
22242,1033,9060,45,20,100,2026-07-23
22243,373,8408,254,35,140,2026-07-02
22244,645,8464,216,28,112,2026-08-26
22245,1041,8461,211,11,33,2026-08-16
22246,1144,5699,142,21,105,2026-08-03
22247,412,8604,473,33,132,2026-08-19
22248,562,163,148,25,100,2026-08-25
22249,706,7984,111,25,50,2026-08-10
22250,349,6124,141,38,190,2026-07-10
22251,343,4274,30,19,76,2026-07-14
22252,185,950,371,13,65,2026-08-05
22253,1243,4038,220,40,120,2026-07-29
22254,9,4229,167,42,210,2026-07-11
22255,1141,6295,490,31,62,2026-06-29
22256,737,3975,345,15,30,2026-08-04
22257,742,6908,287,22,110,2026-07-22
22258,224,1443,226,36,108,2026-08-18
22259,643,5253,138,15,45,2026-08-04
22260,1176,7740,198,49,245,2026-07-09
22261,950,4304,380,45,225,2026-08-10
22262,1062,6530,417,45,90,2026-07-15
22263,391,5135,425,24,120,2026-08-21
22264,1147,6690,198,34,68,2026-07-16
22265,863,4339,306,16,48,2026-08-19
22266,881,7735,456,42,84,2026-08-17
22267,1073,4483,117,22,66,2026-07-09
22268,953,6990,303,38,190,2026-07-02
22269,1117,6520,386,29,145,2026-07-30
22270,767,5413,138,42,126,2026-07-29
22271,912,6985,454,34,68,2026-07-24
22272,756,398,176,16,64,2026-07-06
22273,145,7955,411,22,110,2026-07-02
22274,89,7970,262,28,56,2026-07-29
22275,1031,1925,389,33,132,2026-07-07
22276,1029,1752,423,15,30,2026-08-03
22277,552,6195,100,49,196,2026-07-15
22278,402,8609,244,40,80,2026-07-24
22279,891,3349,420,42,168,2026-07-09
22280,751,2628,191,26,104,2026-06-30
22281,243,3613,400,10,20,2026-08-18
22282,395,1720,224,14,42,2026-08-01
22283,940,3206,363,50,250,2026-08-12
22284,984,3225,42,10,20,2026-07-28
22285,769,5644,372,23,92,2026-08-09
22286,945,8433,298,15,75,2026-07-20
22287,514,9784,237,10,50,2026-07-06
22288,888,8762,174,10,40,2026-08-04
22289,947,3745,69,34,102,2026-08-11
22290,794,2948,320,50,200,2026-07-08
22291,1065,5414,336,44,176,2026-08-24
22292,391,6371,202,26,52,2026-07-12
22293,209,532,52,13,65,2026-08-10
22294,969,4994,6,15,75,2026-07-27
22295,1124,1695,454,14,28,2026-08-25
22296,1078,8397,338,24,48,2026-07-24
22297,712,2163,149,49,196,2026-08-16
22298,104,2257,50,10,30,2026-08-13
22299,121,9504,276,13,26,2026-07-30
22300,721,4043,145,39,78,2026-07-16
22301,347,8394,34,26,52,2026-08-09
22302,1080,397,35,17,51,2026-08-18
22303,17,853,118,34,136,2026-07-28
22304,285,2483,458,37,148,2026-08-24
22305,745,3495,236,27,135,2026-08-21
22306,413,7308,299,30,90,2026-07-16
22307,643,6664,435,10,40,2026-08-08
22308,1183,2548,351,43,86,2026-08-13
22309,471,8518,251,23,92,2026-08-14
22310,58,5394,434,13,39,2026-08-12
22311,947,2465,441,48,96,2026-08-14
22312,295,4180,196,39,156,2026-07-05
22313,379,9708,243,25,125,2026-07-20
22314,510,7854,393,17,85,2026-07-03
22315,1106,4455,70,46,184,2026-08-16
22316,314,2905,96,27,108,2026-07-08
22317,462,8587,444,10,20,2026-08-17
22318,183,6161,450,27,54,2026-07-04
22319,1020,3411,279,46,92,2026-07-25
22320,897,4611,221,12,60,2026-07-30
22321,1102,8521,140,34,68,2026-08-13
22322,12,4042,10,29,116,2026-07-27
22323,790,9378,48,24,96,2026-08-19
22324,1007,5760,433,31,124,2026-07-21
22325,1122,3847,113,23,46,2026-07-15
22326,987,7973,206,41,205,2026-08-27
22327,77,9518,267,42,168,2026-07-19
22328,1092,7283,161,29,58,2026-08-19
22329,877,9064,73,44,220,2026-07-01
22330,810,9360,395,13,39,2026-07-02
22331,1046,4417,338,47,235,2026-08-03
22332,321,1753,310,38,152,2026-07-13
22333,1230,6560,423,24,72,2026-08-13
22334,1193,6985,191,39,195,2026-07-23
22335,120,2584,11,21,42,2026-07-27
22336,782,3820,306,16,32,2026-08-17
22337,394,2776,122,33,165,2026-07-16
22338,115,1157,24,36,72,2026-07-12
22339,913,3826,435,16,32,2026-07-13
22340,409,4535,461,45,90,2026-08-02
22341,492,5940,475,47,188,2026-08-19
22342,1068,2241,457,34,136,2026-07-16
22343,714,6362,120,14,56,2026-08-10
22344,479,2849,327,29,87,2026-06-30
22345,574,612,295,23,69,2026-07-14
22346,186,4609,369,12,60,2026-07-29
22347,1067,5069,212,38,190,2026-08-05
22348,224,2969,349,50,200,2026-07-25
22349,880,3549,396,13,26,2026-08-20
22350,455,3413,357,46,184,2026-07-05
22351,453,418,284,12,48,2026-07-15
22352,156,4369,435,23,115,2026-07-25
22353,308,6093,495,34,102,2026-08-14
22354,584,337,314,33,66,2026-08-22
22355,619,4634,123,38,190,2026-08-16
22356,1011,9986,482,48,192,2026-07-13
22357,861,7061,8,44,176,2026-07-01
22358,1020,6411,200,25,100,2026-08-24
22359,47,4066,469,19,95,2026-07-17
22360,20,1515,46,30,120,2026-08-10
22361,484,2396,462,21,42,2026-07-14
22362,872,1923,371,41,205,2026-08-12
22363,1137,5410,63,39,78,2026-07-28
22364,418,6496,266,10,20,2026-08-21
22365,945,7735,296,47,235,2026-07-19
22366,478,9515,388,38,114,2026-07-30
22367,1198,5424,117,30,60,2026-08-07
22368,917,8928,408,42,168,2026-07-23
22369,875,4109,7,33,66,2026-07-05
22370,1130,2761,149,36,144,2026-07-09
22371,866,4823,335,10,40,2026-08-11
22372,794,4527,52,50,250,2026-08-20
22373,1184,3755,195,11,55,2026-07-30
22374,1236,1497,172,10,50,2026-07-23
22375,1141,1216,86,31,124,2026-08-03
22376,544,7204,492,38,114,2026-07-04
22377,947,3130,369,12,36,2026-07-26
22378,784,7012,113,13,39,2026-08-12
22379,333,7869,392,45,225,2026-08-26
22380,835,7226,63,35,70,2026-07-10
22381,362,9320,95,17,34,2026-08-10
22382,955,4264,148,14,70,2026-07-25
22383,932,1235,499,37,111,2026-07-10
22384,944,7579,189,17,68,2026-07-24
22385,353,195,101,17,34,2026-07-02
22386,712,6743,149,30,150,2026-07-31
22387,1165,970,439,49,98,2026-06-28
22388,200,3067,289,38,114,2026-08-14
22389,1076,2532,27,14,70,2026-06-28
22390,327,4557,290,20,80,2026-08-10
22391,489,7519,218,23,92,2026-07-24
22392,566,6550,233,29,58,2026-08-24
22393,1013,8385,404,14,28,2026-07-29
22394,1069,6901,65,35,105,2026-07-22
22395,1055,6171,185,45,135,2026-07-06
22396,136,714,210,48,240,2026-08-20
22397,880,2427,334,33,99,2026-07-07
22398,376,7699,190,44,132,2026-08-27
22399,134,3953,142,20,100,2026-08-23
22400,1107,126,380,17,68,2026-07-07
22401,3,4942,168,33,132,2026-08-26
22402,671,1440,106,28,84,2026-08-14
22403,480,1922,174,27,108,2026-07-25
22404,525,889,389,40,80,2026-07-20
22405,1155,5506,74,45,225,2026-08-10
22406,1054,6033,100,16,80,2026-06-30
22407,10,1984,195,28,112,2026-08-09
22408,384,9620,104,25,75,2026-07-15
22409,567,2532,183,14,70,2026-07-22
22410,842,6602,198,36,180,2026-08-22
22411,850,2060,155,45,135,2026-08-23
22412,1230,8770,272,21,63,2026-08-07
22413,653,3022,346,24,96,2026-07-30
22414,41,6966,413,22,88,2026-08-02
22415,670,6225,201,28,140,2026-07-03
22416,163,1039,90,44,220,2026-08-25
22417,479,6861,266,34,68,2026-07-02
22418,1046,5031,285,22,110,2026-08-15
22419,461,6262,255,21,105,2026-07-11
22420,582,632,198,18,90,2026-06-30
22421,796,1717,283,44,176,2026-08-02
22422,580,266,174,26,52,2026-08-17
22423,1226,7541,437,42,126,2026-07-17
22424,703,1228,8,29,116,2026-07-22
22425,1127,580,309,28,140,2026-07-11
22426,1130,1653,144,39,117,2026-07-07
22427,848,6838,147,38,114,2026-07-04
22428,575,2961,323,26,78,2026-07-14
22429,980,8790,265,44,132,2026-07-24
22430,774,9280,479,14,28,2026-07-24
22431,97,9890,136,36,144,2026-07-28
22432,804,7393,260,34,102,2026-07-29
22433,416,4104,356,34,102,2026-07-12
22434,832,9870,455,10,50,2026-07-04
22435,1201,6774,263,26,52,2026-08-19
22436,936,6483,383,46,184,2026-07-24
22437,635,8646,134,30,120,2026-07-08
22438,539,6876,247,35,175,2026-07-18
22439,559,1227,157,34,68,2026-07-15
22440,1107,8688,447,24,96,2026-07-31
22441,1214,8653,431,39,156,2026-07-01
22442,376,5612,113,45,135,2026-07-05
22443,221,4491,212,32,128,2026-07-14
22444,811,7984,14,30,90,2026-07-28
22445,226,1817,371,48,96,2026-07-25
22446,70,3979,36,32,128,2026-07-03
22447,847,4402,319,25,100,2026-07-14
22448,616,6907,27,38,76,2026-08-02
22449,683,3138,383,44,132,2026-07-14
22450,42,9110,327,25,125,2026-06-28
22451,1239,708,357,21,42,2026-07-28
22452,981,6708,435,27,135,2026-08-20
22453,913,7105,99,34,102,2026-08-19
22454,969,7556,251,15,45,2026-08-24
22455,547,9862,139,31,155,2026-07-26
22456,1139,8508,193,50,100,2026-06-30
22457,735,2012,320,50,200,2026-06-29
22458,1239,9773,41,17,34,2026-07-06
22459,1107,731,459,41,164,2026-07-09
22460,391,3652,171,19,76,2026-07-11
22461,240,9128,411,20,40,2026-07-30
22462,820,9744,101,26,52,2026-08-22
22463,706,2856,159,13,26,2026-06-29
22464,410,2815,92,10,20,2026-07-16
22465,366,2603,276,14,70,2026-08-09
22466,678,5078,180,20,40,2026-07-03
22467,91,62,494,29,58,2026-08-21
22468,27,4942,169,44,132,2026-07-29
22469,241,4925,331,21,63,2026-08-06
22470,799,174,100,43,86,2026-08-14
22471,132,8863,242,11,22,2026-07-16
22472,481,4848,463,39,117,2026-06-28
22473,301,6314,67,12,24,2026-07-10
22474,380,306,232,43,172,2026-07-02
22475,310,1002,84,44,220,2026-07-05
22476,257,5306,87,41,123,2026-08-09
22477,655,5876,55,42,168,2026-08-09
22478,234,5089,332,37,148,2026-06-30
22479,1006,5943,353,25,75,2026-07-05
22480,278,7660,50,21,84,2026-08-07
22481,11,2789,468,44,132,2026-08-14
22482,437,6512,255,30,150,2026-07-09
22483,783,9940,268,36,180,2026-07-11
22484,504,8920,33,35,70,2026-08-09
22485,340,9578,286,22,88,2026-07-26
22486,108,3305,8,38,114,2026-07-23
22487,494,1738,458,33,165,2026-08-14
22488,767,5954,11,18,72,2026-08-27
22489,148,3349,281,32,160,2026-08-22
22490,127,5638,282,48,240,2026-07-09
22491,341,9223,132,37,148,2026-07-15
22492,562,3801,309,34,68,2026-08-01
22493,793,1961,395,48,240,2026-08-10
22494,305,4689,206,43,129,2026-08-09
22495,1148,5779,275,23,69,2026-07-16
22496,854,7983,185,30,90,2026-07-06
22497,1198,1301,16,19,76,2026-07-11
22498,9,9219,139,39,195,2026-07-29
22499,7,3127,455,16,64,2026-07-22
22500,156,5403,268,41,123,2026-07-19
22501,972,7482,264,45,180,2026-08-24
22502,485,5441,20,31,124,2026-07-30
22503,509,8785,106,34,170,2026-08-10
22504,354,748,475,25,100,2026-08-12
22505,541,4754,319,34,170,2026-08-07
22506,852,610,444,46,184,2026-08-09
22507,432,9167,119,11,22,2026-08-08
22508,568,2060,352,10,40,2026-07-23
22509,537,8513,198,46,184,2026-08-19
22510,109,1544,322,26,52,2026-08-27
22511,170,9119,166,35,175,2026-08-22
22512,898,1157,406,11,22,2026-07-28
22513,671,5920,374,48,144,2026-07-21
22514,1134,5252,136,34,102,2026-07-12
22515,1114,6980,271,43,172,2026-08-18
22516,903,5295,315,28,112,2026-08-03
22517,556,2723,455,18,54,2026-07-07
22518,994,4302,206,28,84,2026-07-29
22519,267,803,389,20,100,2026-07-08
22520,422,3088,225,40,80,2026-07-01
22521,422,333,295,37,74,2026-06-30
22522,819,4656,128,40,160,2026-08-26
22523,605,8235,461,13,39,2026-07-07
22524,68,359,8,21,63,2026-07-29
22525,728,8290,334,31,93,2026-06-28
22526,1084,428,125,17,34,2026-07-12
22527,370,9421,245,11,55,2026-07-29
22528,934,8175,393,40,160,2026-07-30
22529,671,4766,342,42,168,2026-07-09
22530,957,4657,468,44,220,2026-07-28
22531,1155,5255,204,43,86,2026-08-05
22532,189,8043,195,30,120,2026-08-17
22533,509,3873,64,45,180,2026-08-08
22534,440,855,178,45,135,2026-08-10
22535,849,6953,126,36,72,2026-08-02
22536,1019,7847,406,22,66,2026-08-06
22537,298,4940,376,31,155,2026-08-02
22538,244,1493,221,20,80,2026-08-12
22539,1098,9641,270,18,36,2026-08-16
22540,1092,5712,184,27,108,2026-08-20
22541,723,4734,25,50,250,2026-07-02
22542,1164,5026,393,21,42,2026-08-15
22543,185,7308,418,27,81,2026-07-10
22544,886,5684,427,38,190,2026-07-04
22545,538,8172,205,11,44,2026-08-06
22546,510,3831,394,42,210,2026-07-18
22547,405,4764,390,49,147,2026-08-02
22548,708,6646,324,12,36,2026-07-29
22549,948,4627,86,43,172,2026-07-05
22550,493,3028,126,40,80,2026-08-10
22551,1045,8664,177,15,60,2026-07-10
22552,659,6737,110,29,145,2026-08-15
22553,594,3323,195,31,124,2026-08-26
22554,440,5059,403,35,105,2026-07-13
22555,617,6355,421,25,100,2026-08-13
22556,1086,6155,495,34,68,2026-07-05
22557,480,4188,489,28,140,2026-08-18
22558,97,4941,128,17,51,2026-08-07
22559,541,6034,464,23,115,2026-07-30
22560,1229,7593,151,22,88,2026-07-07
22561,804,7669,437,32,160,2026-07-13
22562,405,8624,366,32,64,2026-07-17
22563,1085,7996,151,33,99,2026-08-13
22564,701,916,29,20,100,2026-07-01
22565,580,8982,326,19,76,2026-07-15
22566,1086,7252,334,24,96,2026-07-05
22567,1171,8801,246,25,75,2026-08-13
22568,1134,2199,19,26,104,2026-08-10
22569,680,6882,102,25,100,2026-07-02
22570,27,1293,489,47,188,2026-07-02
22571,224,9367,132,31,124,2026-08-04
22572,251,6801,401,46,92,2026-07-07
22573,1087,2602,100,50,250,2026-08-10
22574,644,4310,83,45,135,2026-08-23
22575,858,8145,286,37,74,2026-07-06
22576,930,4861,439,29,87,2026-07-04
22577,768,5540,176,39,156,2026-07-12
22578,662,7564,195,17,34,2026-08-01
22579,732,2422,264,24,120,2026-08-19
22580,95,9733,53,31,155,2026-08-19
22581,940,8035,369,18,72,2026-07-12
22582,560,7155,375,42,168,2026-07-08
22583,402,4329,300,45,180,2026-07-16
22584,165,6211,463,44,220,2026-07-21
22585,875,3173,150,28,112,2026-07-29
22586,92,6567,230,11,22,2026-08-12
22587,1203,4297,268,15,75,2026-07-27
22588,208,1807,64,50,200,2026-07-05
22589,372,4601,300,43,215,2026-07-03
22590,359,4571,328,19,95,2026-07-15
22591,1090,7241,264,44,176,2026-06-28
22592,479,474,354,20,80,2026-07-26
22593,853,4968,176,16,32,2026-08-05
22594,452,9365,457,34,136,2026-07-14
22595,1179,8609,404,47,235,2026-08-24
22596,82,2657,31,11,33,2026-07-14
22597,299,3231,180,42,126,2026-07-14
22598,779,4949,405,27,108,2026-07-31
22599,829,5321,280,32,160,2026-07-09
22600,61,2456,354,12,36,2026-07-06
22601,802,9715,176,16,32,2026-08-12
22602,171,719,119,11,44,2026-08-14
22603,706,765,90,10,50,2026-08-01
22604,141,113,67,36,144,2026-08-08
22605,14,5669,134,23,69,2026-07-27
22606,93,4265,221,27,108,2026-07-16
22607,461,1926,465,36,180,2026-07-28
22608,373,616,491,46,230,2026-07-28
22609,720,6423,217,30,120,2026-07-05
22610,278,4122,83,40,80,2026-07-02
22611,939,3888,359,35,105,2026-08-02
22612,184,8833,63,10,50,2026-07-27
22613,820,4279,31,50,200,2026-08-07
22614,568,102,202,32,160,2026-08-15
22615,1097,6561,307,33,165,2026-08-04
22616,803,6481,230,25,125,2026-07-19
22617,118,4749,33,15,60,2026-07-15
22618,309,3196,409,27,108,2026-08-24
22619,926,8410,40,34,102,2026-07-13
22620,346,5769,259,30,120,2026-08-23
22621,414,2014,103,28,56,2026-08-20
22622,817,6817,453,48,240,2026-07-06
22623,136,238,174,26,52,2026-07-29
22624,1213,5582,152,12,24,2026-07-24
22625,73,8488,152,23,92,2026-07-02
22626,109,4518,122,13,26,2026-07-16
22627,978,128,498,43,172,2026-08-13
22628,727,424,257,33,99,2026-07-08
22629,791,4254,119,46,138,2026-07-01
22630,1065,3431,332,33,99,2026-08-14
22631,1087,5766,413,24,72,2026-07-15
22632,15,1637,286,15,75,2026-07-16
22633,512,6621,159,15,60,2026-07-31
22634,943,4360,64,27,135,2026-08-11
22635,505,5196,26,28,140,2026-07-06
22636,651,5744,391,37,148,2026-08-04
22637,98,7429,229,50,150,2026-06-30
22638,285,6309,222,31,155,2026-08-01
22639,266,9251,340,36,72,2026-07-10
22640,103,7749,153,10,30,2026-08-21
22641,607,3968,250,42,210,2026-08-13
22642,658,6591,57,40,160,2026-07-25
22643,204,312,267,43,215,2026-07-24
22644,347,2680,480,31,124,2026-07-26
22645,928,6677,335,33,99,2026-08-27
22646,863,3077,54,23,69,2026-08-18
22647,887,8147,7,19,38,2026-08-08
22648,911,5074,354,21,63,2026-08-02
22649,1141,1831,276,22,110,2026-07-19
22650,590,250,451,22,110,2026-07-07
22651,932,3044,263,38,152,2026-08-17
22652,887,249,175,34,170,2026-08-15
22653,817,6698,162,45,225,2026-07-20
22654,610,8852,404,17,68,2026-08-15
22655,471,3849,128,27,108,2026-07-16
22656,1080,6596,479,30,90,2026-08-22
22657,1198,8716,115,22,66,2026-08-07
22658,278,4732,54,47,94,2026-07-31
22659,268,9272,475,42,126,2026-08-23
22660,266,2569,486,49,196,2026-08-11
22661,1018,8554,47,34,170,2026-07-09
22662,413,7049,401,43,172,2026-07-28
22663,1038,9658,52,44,132,2026-08-19
22664,198,1535,486,44,88,2026-08-09
22665,117,7855,368,32,128,2026-07-14
22666,595,2518,275,20,60,2026-07-16
22667,1081,1926,251,20,80,2026-08-19
22668,140,7124,159,36,72,2026-08-05
22669,686,8011,91,29,145,2026-08-01
22670,85,3298,191,16,64,2026-08-02
22671,1034,37,191,21,42,2026-07-17
22672,452,7064,223,19,76,2026-08-26
22673,1033,2437,345,46,230,2026-06-29
22674,1225,8592,144,10,20,2026-08-12
22675,996,5175,229,36,180,2026-08-18
22676,1077,1274,41,30,120,2026-07-31
22677,147,6805,378,30,60,2026-08-14
22678,1101,2715,252,22,88,2026-08-06
22679,484,3872,301,15,45,2026-07-14
22680,970,9350,14,10,20,2026-07-14
22681,802,619,409,36,72,2026-08-27
22682,495,1349,5,47,94,2026-08-04
22683,270,9803,377,43,86,2026-07-23
22684,392,5283,440,49,147,2026-08-14
22685,958,1374,185,11,22,2026-08-15
22686,671,7080,227,18,54,2026-07-24
22687,142,2088,421,25,100,2026-07-19
22688,697,2086,137,18,36,2026-08-24
22689,1172,4166,471,21,63,2026-06-30
22690,673,5878,10,10,50,2026-07-17
22691,876,8709,424,24,96,2026-08-22
22692,1198,6360,463,43,215,2026-08-20
22693,1157,9673,346,41,164,2026-07-25
22694,449,4201,24,30,60,2026-06-30
22695,660,3036,164,50,100,2026-08-24
22696,1225,9460,71,33,66,2026-08-22
22697,472,4509,348,30,90,2026-06-28
22698,1106,6863,322,46,92,2026-07-14
22699,47,7287,190,45,225,2026-07-10
22700,503,3400,407,31,93,2026-07-08
22701,929,5102,340,42,210,2026-07-15
22702,332,882,54,50,100,2026-08-07
22703,505,9275,122,14,28,2026-07-29
22704,848,8701,185,13,26,2026-07-26
22705,1206,9588,127,19,76,2026-07-09
22706,87,6118,288,17,51,2026-06-30
22707,327,9863,480,11,44,2026-08-02
22708,1015,2000,424,17,51,2026-08-04
22709,1147,6020,248,45,135,2026-07-07
22710,274,1918,186,27,54,2026-07-24
22711,411,4196,128,34,68,2026-07-20
22712,871,4338,142,17,51,2026-08-19
22713,959,296,263,49,245,2026-08-15
22714,544,5095,159,44,88,2026-07-25
22715,295,7937,180,33,165,2026-07-11
22716,1111,7693,241,37,111,2026-08-13
22717,114,8003,150,29,116,2026-08-07
22718,424,6224,387,31,93,2026-08-10
22719,901,6555,470,48,144,2026-07-17
22720,911,9969,440,24,96,2026-08-01
22721,1091,2638,147,32,160,2026-08-05
22722,59,4066,252,37,74,2026-08-04
22723,511,7334,319,43,215,2026-07-18
22724,358,348,202,45,180,2026-07-13
22725,783,4191,357,20,60,2026-08-07
22726,928,3382,250,22,88,2026-08-05
22727,115,5437,384,49,245,2026-07-14
22728,158,9696,483,49,98,2026-07-03
22729,1094,1766,402,49,147,2026-07-17
22730,732,9786,417,23,92,2026-08-19
22731,734,4232,65,32,160,2026-07-05
22732,1203,8666,428,43,86,2026-08-19
22733,411,9848,227,37,74,2026-07-26
22734,973,998,457,35,140,2026-07-09
22735,387,8389,333,43,129,2026-07-07
22736,1209,8536,91,33,132,2026-08-07
22737,1172,2197,451,17,68,2026-08-11
22738,1113,6735,71,39,156,2026-07-16
22739,149,6525,217,30,60,2026-08-01
22740,22,5345,23,23,115,2026-08-24
22741,1094,1683,385,18,54,2026-07-20
22742,39,1497,207,38,76,2026-08-25
22743,546,7126,438,10,40,2026-07-03
22744,49,8595,59,47,94,2026-07-31
22745,863,8049,500,12,36,2026-08-26
22746,202,6542,31,32,160,2026-08-21
22747,793,2384,202,13,52,2026-06-29
22748,995,7961,42,23,46,2026-08-06
22749,123,1026,121,15,60,2026-07-23
22750,97,5573,386,24,96,2026-08-03
22751,7,6793,345,42,168,2026-07-12
22752,854,4276,191,13,39,2026-07-06
22753,797,1309,453,17,51,2026-08-08
22754,148,6380,216,16,32,2026-08-08
22755,748,2508,14,33,165,2026-07-07
22756,375,4562,223,14,28,2026-07-01
22757,784,6059,201,39,117,2026-08-12
22758,690,3207,14,43,172,2026-07-12
22759,337,2381,90,17,51,2026-07-08
22760,831,7499,216,27,81,2026-08-07
22761,960,5378,466,39,156,2026-07-31
22762,251,8340,261,18,90,2026-07-12
22763,764,5452,485,45,180,2026-07-01
22764,958,1030,472,29,87,2026-07-31
22765,807,8377,129,50,150,2026-08-23
22766,91,834,9,45,225,2026-08-06
22767,686,9156,35,37,185,2026-07-08
22768,962,9106,237,50,150,2026-08-05
22769,1063,9200,483,36,108,2026-08-13
22770,557,4769,216,50,150,2026-08-26
22771,123,7734,302,33,165,2026-07-19
22772,253,3641,352,37,148,2026-08-05
22773,398,8185,13,17,34,2026-07-09
22774,1239,5902,182,49,98,2026-07-03
22775,20,8872,47,48,240,2026-07-07
22776,768,2787,52,26,104,2026-07-16
22777,1171,3830,143,29,58,2026-08-10
22778,979,8051,80,50,150,2026-07-31
22779,727,6505,354,40,200,2026-08-10
22780,1075,4430,121,40,80,2026-07-03
22781,337,8421,47,47,235,2026-07-27
22782,1135,5134,241,27,81,2026-07-22
22783,329,8633,149,34,170,2026-06-29
22784,938,660,231,18,72,2026-07-14
22785,935,7143,391,30,60,2026-07-16
22786,195,9948,443,39,78,2026-08-04
22787,1125,5409,494,48,96,2026-08-05
22788,1166,3761,175,15,45,2026-08-09
22789,837,2900,299,13,26,2026-07-06
22790,969,442,257,40,120,2026-06-28
22791,161,4420,467,48,144,2026-07-21
22792,7,4731,315,49,245,2026-08-07
22793,892,4284,14,30,60,2026-07-02
22794,620,7798,34,10,30,2026-08-26
22795,485,559,358,34,136,2026-07-05
22796,970,3278,46,36,144,2026-07-11
22797,887,8152,348,25,75,2026-08-15
22798,1223,6760,131,11,33,2026-08-18
22799,1120,7582,133,20,60,2026-08-06
22800,307,8857,196,46,138,2026-07-21
22801,840,2965,202,34,136,2026-07-24
22802,1094,3325,477,35,175,2026-08-06
22803,984,9481,53,39,78,2026-08-27
22804,262,2638,25,23,115,2026-08-08
22805,1079,7871,367,33,99,2026-08-16
22806,676,612,216,27,108,2026-07-04
22807,117,8414,155,18,90,2026-07-24
22808,881,6003,434,17,51,2026-07-29
22809,274,4297,152,35,70,2026-07-08
22810,945,4712,167,10,30,2026-07-15
22811,1250,4490,395,11,44,2026-07-02
22812,618,9337,97,35,140,2026-08-21
22813,616,1374,100,43,86,2026-07-16
22814,377,6566,104,37,74,2026-07-04
22815,795,4311,251,23,46,2026-07-19
22816,286,8476,293,13,26,2026-07-04
22817,179,6538,88,14,42,2026-08-06
22818,1047,8266,297,34,136,2026-08-15
22819,1142,1795,402,39,78,2026-08-12
22820,935,1846,41,30,150,2026-07-08
22821,692,4671,427,26,130,2026-08-18
22822,897,7507,437,45,135,2026-08-18
22823,1194,5827,103,40,80,2026-06-29
22824,556,2738,456,27,135,2026-07-16
22825,1002,9030,212,13,65,2026-08-09
22826,363,8230,497,27,81,2026-07-05
22827,557,8276,142,25,75,2026-07-24
22828,1011,4135,363,18,72,2026-07-20
22829,71,7664,360,17,51,2026-07-19
22830,766,7704,389,33,99,2026-07-07
22831,1146,5606,203,20,80,2026-07-30
22832,622,8475,430,20,100,2026-07-28
22833,655,8251,44,33,165,2026-07-31
22834,85,6302,321,38,152,2026-07-07
22835,72,7784,36,40,200,2026-07-08
22836,391,8312,149,12,24,2026-08-13
22837,972,3970,240,34,170,2026-08-02
22838,1175,4316,94,13,26,2026-08-12
22839,854,11,449,12,60,2026-07-22
22840,525,9287,383,25,125,2026-08-08
22841,458,3628,11,27,81,2026-07-31
22842,618,360,137,15,45,2026-07-01
22843,718,8348,114,22,66,2026-08-20
22844,265,8276,324,42,84,2026-08-05
22845,810,3786,112,21,84,2026-08-14
22846,555,6272,40,38,76,2026-08-18
22847,513,224,422,40,160,2026-06-29
22848,711,3329,258,25,100,2026-08-10
22849,675,7268,437,16,64,2026-08-09
22850,812,757,333,50,200,2026-08-22
22851,244,6737,154,17,51,2026-07-15
22852,876,650,355,25,50,2026-08-21
22853,499,3742,93,39,117,2026-07-12
22854,888,5008,153,45,135,2026-07-21
22855,554,6806,296,47,235,2026-07-01
22856,1246,7253,78,33,99,2026-08-22
22857,26,9775,365,13,26,2026-07-21
22858,168,388,159,39,78,2026-08-27
22859,103,649,489,40,120,2026-07-01
22860,870,2219,249,38,114,2026-08-12
22861,2,2592,30,15,30,2026-07-29
22862,353,6316,404,24,72,2026-07-04
