location_id,location_name,location_type,region,city,state,postal_code,square_feet,opened_date
336,Store #0336 - Memphis,Store,North,Memphis,TN,38101,57809,2014-05-12
337,Store #0337 - Baltimore,Store,Midwest,Baltimore,MD,21201,76532,2013-12-20
338,Store #0338 - Columbus,Store,North,Columbus,OH,43201,25633,2017-01-06
339,Store #0339 - Tucson,Store,Midwest,Tucson,AZ,85701,39870,2019-03-04
340,Store #0340 - Seattle,Store,East,Seattle,WA,98101,40309,2015-08-14
341,Store #0341 - San Diego,Store,North,San Diego,CA,92101,97231,2019-07-18
342,Store #0342 - Philadelphia,Store,South,Philadelphia,PA,19101,84892,2016-05-30
343,Store #0343 - Colorado Springs,Store,North,Colorado Springs,CO,80901,35969,2017-10-03
344,Store #0344 - Albuquerque,Store,South,Albuquerque,NM,87101,100124,2017-12-06
345,Store #0345 - Portland,Store,North,Portland,OR,97201,64801,2014-01-30
346,Store #0346 - Houston,Store,North,Houston,TX,77001,36246,2016-08-20
347,Store #0347 - Austin,Store,South,Austin,TX,78701,20424,2014-04-24
348,Store #0348 - El Paso,Store,East,El Paso,TX,79901,112565,2015-12-12
349,Store #0349 - Austin,Store,West,Austin,TX,78701,115646,2016-11-03
350,Store #0350 - Jacksonville,Store,East,Jacksonville,FL,32201,107255,2014-09-23
351,Store #0351 - Memphis,Store,North,Memphis,TN,38101,77423,2020-08-05
352,Store #0352 - Kansas City,Store,West,Kansas City,MO,64101,28358,2014-04-25
353,Store #0353 - Seattle,Store,North,Seattle,WA,98101,99944,2015-12-16
354,Store #0354 - Jacksonville,Store,North,Jacksonville,FL,32201,5002,2016-08-16
355,Store #0355 - Tucson,Store,West,Tucson,AZ,85701,7952,2015-01-28
356,Store #0356 - Sacramento,Store,West,Sacramento,CA,95801,89743,2019-06-12
357,Store #0357 - Miami,Store,East,Miami,FL,33101,76352,2015-07-21
358,Store #0358 - Omaha,Store,Midwest,Omaha,NE,68101,55182,2014-05-20
359,Store #0359 - Mesa,Store,Midwest,Mesa,AZ,85201,18536,2015-08-30
360,Store #0360 - Fresno,Store,Midwest,Fresno,CA,93701,50751,2014-01-14
361,Store #0361 - Charlotte,Store,East,Charlotte,NC,28201,72141,2017-09-23
362,Store #0362 - Oklahoma City,Store,West,Oklahoma City,OK,73101,102578,2022-09-23
363,Store #0363 - Oklahoma City,Store,West,Oklahoma City,OK,73101,15290,2022-07-15
364,Store #0364 - Columbus,Store,West,Columbus,OH,43201,25125,2021-08-20
365,Store #0365 - Baltimore,Store,Midwest,Baltimore,MD,21201,99953,2016-02-16
366,Store #0366 - Raleigh,Store,Midwest,Raleigh,NC,27601,109213,2015-07-30
367,Store #0367 - San Antonio,Store,East,San Antonio,TX,78201,35358,2017-02-06
368,Store #0368 - Albuquerque,Store,South,Albuquerque,NM,87101,45876,2021-07-27
369,Store #0369 - New York,Store,North,New York,NY,10001,69348,2020-07-27
370,Store #0370 - San Antonio,Store,West,San Antonio,TX,78201,14354,2014-10-12
371,Store #0371 - Columbus,Store,West,Columbus,OH,43201,96626,2016-10-23
372,Store #0372 - Las Vegas,Store,North,Las Vegas,NV,89101,95975,2016-03-24
373,Store #0373 - Fresno,Store,West,Fresno,CA,93701,26785,2017-03-07
374,Store #0374 - Denver,Store,East,Denver,CO,80201,116351,2018-09-24
375,Store #0375 - Nashville,Store,West,Nashville,TN,37201,60552,2021-04-11
376,Store #0376 - Columbus,Store,West,Columbus,OH,43201,73022,2018-10-30
377,Store #0377 - Sacramento,Store,East,Sacramento,CA,95801,66645,2015-03-25
378,Store #0378 - Kansas City,Store,East,Kansas City,MO,64101,22430,2023-04-21
379,Store #0379 - El Paso,Store,South,El Paso,TX,79901,86646,2016-05-04
380,Store #0380 - Charlotte,Store,Midwest,Charlotte,NC,28201,48658,2016-10-25
381,Store #0381 - Tucson,Store,West,Tucson,AZ,85701,48792,2022-11-08
382,Store #0382 - Jacksonville,Store,East,Jacksonville,FL,32201,116324,2018-05-30
383,Store #0383 - El Paso,Store,West,El Paso,TX,79901,81399,2016-04-15
384,Store #0384 - Los Angeles,Store,West,Los Angeles,CA,90001,97471,2017-04-28
385,Store #0385 - Detroit,Store,West,Detroit,MI,48201,112378,2020-03-23
386,Store #0386 - Oklahoma City,Store,South,Oklahoma City,OK,73101,103770,2022-06-29
387,Store #0387 - Fresno,Store,South,Fresno,CA,93701,61443,2016-04-08
388,Store #0388 - Chicago,Store,North,Chicago,IL,60601,105126,2022-06-09
389,Store #0389 - Fresno,Store,Midwest,Fresno,CA,93701,65154,2021-06-28
390,Store #0390 - Kansas City,Store,North,Kansas City,MO,64101,91408,2022-12-23
391,Store #0391 - Boston,Store,Midwest,Boston,MA,02101,58413,2018-09-03
392,Store #0392 - Austin,Store,North,Austin,TX,78701,15307,2019-11-16
393,Store #0393 - San Diego,Store,West,San Diego,CA,92101,115951,2014-06-10
394,Store #0394 - Dallas,Store,West,Dallas,TX,75201,105493,2015-10-31
395,Store #0395 - Fresno,Store,South,Fresno,CA,93701,79610,2021-04-24
396,Store #0396 - Oklahoma City,Store,West,Oklahoma City,OK,73101,19369,2020-10-29
397,Store #0397 - Louisville,Store,South,Louisville,KY,40201,7161,2020-04-21
398,Store #0398 - Indianapolis,Store,North,Indianapolis,IN,46201,118508,2017-08-01
399,Store #0399 - Mesa,Store,North,Mesa,AZ,85201,112196,2017-07-12
400,Store #0400 - Nashville,Store,West,Nashville,TN,37201,5442,2014-11-29
401,Store #0401 - Philadelphia,Store,South,Philadelphia,PA,19101,61521,2014-10-15
402,Store #0402 - New York,Store,South,New York,NY,10001,35191,2019-02-20
403,Store #0403 - Portland,Store,West,Portland,OR,97201,117698,2018-11-19
404,Store #0404 - Oklahoma City,Store,West,Oklahoma City,OK,73101,49244,2014-11-03
405,Store #0405 - El Paso,Store,South,El Paso,TX,79901,30044,2013-12-02
406,Store #0406 - Raleigh,Store,South,Raleigh,NC,27601,95021,2021-09-26
407,Store #0407 - Baltimore,Store,South,Baltimore,MD,21201,23680,2016-02-08
408,Store #0408 - Albuquerque,Store,South,Albuquerque,NM,87101,10405,2019-12-12
409,Store #0409 - Los Angeles,Store,North,Los Angeles,CA,90001,77508,2022-10-20
410,Store #0410 - Kansas City,Store,East,Kansas City,MO,64101,58846,2019-09-23
411,Store #0411 - Denver,Store,Midwest,Denver,CO,80201,72226,2023-02-18
412,Store #0412 - Jacksonville,Store,North,Jacksonville,FL,32201,58872,2015-01-03
413,Store #0413 - Chicago,Store,Midwest,Chicago,IL,60601,72772,2022-05-01
414,Store #0414 - Albuquerque,Store,West,Albuquerque,NM,87101,47348,2014-01-29
415,Store #0415 - Boston,Store,South,Boston,MA,02101,23089,2014-02-05
416,Store #0416 - Milwaukee,Store,South,Milwaukee,WI,53201,26398,2022-02-26
417,Store #0417 - Boston,Store,North,Boston,MA,02101,55133,2022-09-19
418,Store #0418 - Milwaukee,Store,South,Milwaukee,WI,53201,77841,2017-03-20
419,Store #0419 - Miami,Store,West,Miami,FL,33101,112719,2015-06-26
420,Store #0420 - Mesa,Store,East,Mesa,AZ,85201,47834,2021-06-13
421,Store #0421 - Milwaukee,Store,Midwest,Milwaukee,WI,53201,98099,2019-05-16
422,Store #0422 - Tucson,Store,West,Tucson,AZ,85701,113440,2015-01-12
423,Store #0423 - Baltimore,Store,North,Baltimore,MD,21201,40073,2023-04-20
424,Store #0424 - Portland,Store,Midwest,Portland,OR,97201,5855,2017-12-07
425,Store #0425 - Las Vegas,Store,East,Las Vegas,NV,89101,89132,2017-02-28
426,Store #0426 - Boston,Store,West,Boston,MA,02101,46971,2020-04-18
427,Store #0427 - Fort Worth,Store,South,Fort Worth,TX,76101,97061,2017-05-10
428,Store #0428 - Nashville,Store,Midwest,Nashville,TN,37201,110571,2015-06-17
429,Store #0429 - San Diego,Store,North,San Diego,CA,92101,74317,2017-10-21
430,Store #0430 - Oklahoma City,Store,East,Oklahoma City,OK,73101,32254,2016-08-15
431,Store #0431 - San Diego,Store,East,San Diego,CA,92101,119210,2015-04-06
432,Store #0432 - Oklahoma City,Store,South,Oklahoma City,OK,73101,67653,2020-06-03
433,Store #0433 - Raleigh,Store,East,Raleigh,NC,27601,22895,2021-07-28
434,Store #0434 - Dallas,Store,Midwest,Dallas,TX,75201,29537,2017-03-13
435,Store #0435 - Baltimore,Store,North,Baltimore,MD,21201,75069,2015-01-01
436,Store #0436 - Jacksonville,Store,West,Jacksonville,FL,32201,80282,2017-10-16
437,Store #0437 - Houston,Store,South,Houston,TX,77001,77933,2019-08-25
438,Store #0438 - Philadelphia,Store,North,Philadelphia,PA,19101,62206,2023-01-09
439,Store #0439 - Detroit,Store,North,Detroit,MI,48201,74999,2018-11-21
440,Store #0440 - Phoenix,Store,West,Phoenix,AZ,85001,108004,2019-02-23
441,Store #0441 - San Francisco,Store,North,San Francisco,CA,94101,48200,2015-11-19
442,Store #0442 - Louisville,Store,West,Louisville,KY,40201,35853,2019-08-12
443,Store #0443 - Fort Worth,Store,East,Fort Worth,TX,76101,95256,2015-01-18
444,Store #0444 - Seattle,Store,Midwest,Seattle,WA,98101,112367,2023-01-12
445,Store #0445 - Mesa,Store,North,Mesa,AZ,85201,28097,2016-01-31
446,Store #0446 - Detroit,Store,North,Detroit,MI,48201,99558,2020-03-25
447,Store #0447 - Mesa,Store,North,Mesa,AZ,85201,68888,2018-10-24
448,Store #0448 - Denver,Store,South,Denver,CO,80201,107917,2021-06-30
449,Store #0449 - Atlanta,Store,Midwest,Atlanta,GA,30301,12666,2022-01-15
450,Store #0450 - Chicago,Store,North,Chicago,IL,60601,33573,2014-01-02
451,Store #0451 - Washington,Store,East,Washington,DC,20001,37210,2021-10-28
452,Store #0452 - Chicago,Store,North,Chicago,IL,60601,82030,2020-08-27
453,Store #0453 - New York,Store,North,New York,NY,10001,94702,2016-03-01
454,Store #0454 - Fresno,Store,East,Fresno,CA,93701,26850,2016-09-13
455,Store #0455 - Phoenix,Store,Midwest,Phoenix,AZ,85001,92248,2017-10-11
456,Store #0456 - El Paso,Store,South,El Paso,TX,79901,52010,2014-08-20
457,Store #0457 - Seattle,Store,Midwest,Seattle,WA,98101,7757,2017-10-20
458,Store #0458 - Las Vegas,Store,North,Las Vegas,NV,89101,73352,2014-06-08
459,Store #0459 - Atlanta,Store,West,Atlanta,GA,30301,49813,2014-06-17
460,Store #0460 - Mesa,Store,West,Mesa,AZ,85201,70017,2020-11-16
461,Store #0461 - Detroit,Store,West,Detroit,MI,48201,108391,2016-05-23
462,Store #0462 - Memphis,Store,West,Memphis,TN,38101,11741,2019-04-04
463,Store #0463 - Sacramento,Store,South,Sacramento,CA,95801,110509,2013-09-06
464,Store #0464 - Louisville,Store,South,Louisville,KY,40201,59660,2022-05-14
465,Store #0465 - Houston,Store,West,Houston,TX,77001,51343,2022-06-16
466,Store #0466 - Atlanta,Store,Midwest,Atlanta,GA,30301,12321,2018-05-06
467,Store #0467 - Albuquerque,Store,South,Albuquerque,NM,87101,67044,2022-10-14
468,Store #0468 - Jacksonville,Store,West,Jacksonville,FL,32201,85379,2021-05-24
469,Store #0469 - Chicago,Store,South,Chicago,IL,60601,25067,2015-02-24
470,Store #0470 - Omaha,Store,Midwest,Omaha,NE,68101,73538,2023-05-07
471,Store #0471 - Fort Worth,Store,North,Fort Worth,TX,76101,74954,2020-06-15
472,Store #0472 - Oklahoma City,Store,North,Oklahoma City,OK,73101,42707,2020-07-14
473,Store #0473 - Oklahoma City,Store,South,Oklahoma City,OK,73101,11147,2020-03-08
474,Store #0474 - Jacksonville,Store,North,Jacksonville,FL,32201,5046,2014-03-24
475,Store #0475 - Detroit,Store,West,Detroit,MI,48201,48067,2022-01-27
476,Store #0476 - Raleigh,Store,Midwest,Raleigh,NC,27601,92566,2017-05-17
477,Store #0477 - Las Vegas,Store,North,Las Vegas,NV,89101,112380,2015-02-02
478,Store #0478 - Columbus,Store,East,Columbus,OH,43201,75622,2018-05-26
479,Store #0479 - Nashville,Store,North,Nashville,TN,37201,72732,2017-11-01
480,Store #0480 - Raleigh,Store,Midwest,Raleigh,NC,27601,32297,2021-04-10
481,Store #0481 - Austin,Store,West,Austin,TX,78701,63499,2015-01-15
482,Store #0482 - Charlotte,Store,South,Charlotte,NC,28201,54163,2015-05-17
483,Store #0483 - Seattle,Store,South,Seattle,WA,98101,46545,2016-03-31
484,Store #0484 - New York,Store,Midwest,New York,NY,10001,38090,2017-01-16
485,Store #0485 - Raleigh,Store,West,Raleigh,NC,27601,109338,2021-04-02
486,Store #0486 - Omaha,Store,South,Omaha,NE,68101,80660,2017-06-04
487,Store #0487 - Los Angeles,Store,East,Los Angeles,CA,90001,60106,2018-04-10
488,Store #0488 - Columbus,Store,Midwest,Columbus,OH,43201,102997,2016-02-01
489,Store #0489 - Austin,Store,Midwest,Austin,TX,78701,31402,2015-04-21
490,Store #0490 - Dallas,Store,West,Dallas,TX,75201,117342,2018-03-14
491,Store #0491 - Detroit,Store,South,Detroit,MI,48201,118956,2014-08-03
492,Store #0492 - Chicago,Store,Midwest,Chicago,IL,60601,14717,2016-10-25
493,Store #0493 - Atlanta,Store,South,Atlanta,GA,30301,27846,2017-02-21
494,Store #0494 - Omaha,Store,Midwest,Omaha,NE,68101,74323,2013-12-06
495,Store #0495 - Miami,Store,West,Miami,FL,33101,18117,2013-08-29
496,Store #0496 - Washington,Store,Midwest,Washington,DC,20001,70330,2020-08-06
497,Store #0497 - Philadelphia,Store,Midwest,Philadelphia,PA,19101,42990,2022-10-18
498,Store #0498 - Detroit,Store,South,Detroit,MI,48201,52139,2017-10-14
499,Store #0499 - Detroit,Store,East,Detroit,MI,48201,64996,2022-03-25
500,Store #0500 - Raleigh,Store,South,Raleigh,NC,27601,88243,2016-09-25
501,Store #0501 - Albuquerque,Store,South,Albuquerque,NM,87101,113403,2014-04-20
502,Store #0502 - Miami,Store,North,Miami,FL,33101,103468,2018-08-04
503,Store #0503 - Phoenix,Store,South,Phoenix,AZ,85001,62035,2016-01-07
504,Store #0504 - Fort Worth,Store,Midwest,Fort Worth,TX,76101,67125,2015-03-31
505,Store #0505 - New York,Store,West,New York,NY,10001,36868,2019-02-14
506,Store #0506 - Fort Worth,Store,South,Fort Worth,TX,76101,101023,2018-12-26
507,Store #0507 - Albuquerque,Store,West,Albuquerque,NM,87101,41704,2014-05-13
508,Store #0508 - Milwaukee,Store,Midwest,Milwaukee,WI,53201,33482,2015-05-18
509,Store #0509 - San Francisco,Store,North,San Francisco,CA,94101,14379,2021-08-22
510,Store #0510 - Omaha,Store,East,Omaha,NE,68101,9047,2019-01-20
511,Store #0511 - Seattle,Store,East,Seattle,WA,98101,57461,2023-03-15
512,Store #0512 - Albuquerque,Store,West,Albuquerque,NM,87101,45823,2013-11-15
513,Store #0513 - San Francisco,Store,South,San Francisco,CA,94101,94545,2022-11-24
514,Store #0514 - San Jose,Store,South,San Jose,CA,95101,46066,2018-02-25
515,Store #0515 - Louisville,Store,West,Louisville,KY,40201,34481,2021-03-13
516,Store #0516 - Kansas City,Store,South,Kansas City,MO,64101,30959,2015-01-09
517,Store #0517 - Mesa,Store,East,Mesa,AZ,85201,16150,2020-10-11
518,Store #0518 - Jacksonville,Store,East,Jacksonville,FL,32201,81150,2020-12-08
519,Store #0519 - Los Angeles,Store,East,Los Angeles,CA,90001,44128,2014-04-28
520,Store #0520 - Oklahoma City,Store,Midwest,Oklahoma City,OK,73101,56262,2019-12-05
521,Store #0521 - Boston,Store,West,Boston,MA,02101,83768,2017-05-08
522,Store #0522 - Atlanta,Store,South,Atlanta,GA,30301,17493,2021-02-05
523,Store #0523 - Los Angeles,Store,North,Los Angeles,CA,90001,111868,2016-09-25
524,Store #0524 - Tucson,Store,West,Tucson,AZ,85701,67499,2018-05-24
525,Store #0525 - Las Vegas,Store,Midwest,Las Vegas,NV,89101,66980,2014-12-07
526,Store #0526 - Miami,Store,West,Miami,FL,33101,12088,2014-11-09
527,Store #0527 - San Antonio,Store,Midwest,San Antonio,TX,78201,15505,2019-06-14
528,Store #0528 - Austin,Store,Midwest,Austin,TX,78701,70763,2019-09-21
529,Store #0529 - Columbus,Store,Midwest,Columbus,OH,43201,56412,2023-05-12
530,Store #0530 - Dallas,Store,East,Dallas,TX,75201,27238,2016-11-11
531,Store #0531 - Jacksonville,Store,East,Jacksonville,FL,32201,110808,2016-11-18
532,Store #0532 - Los Angeles,Store,West,Los Angeles,CA,90001,23886,2019-12-25
533,Store #0533 - El Paso,Store,South,El Paso,TX,79901,63887,2022-04-15
534,Store #0534 - Denver,Store,South,Denver,CO,80201,28022,2014-07-23
535,Store #0535 - Las Vegas,Store,East,Las Vegas,NV,89101,28481,2021-09-18
536,Store #0536 - Las Vegas,Store,Midwest,Las Vegas,NV,89101,31134,2018-12-02
537,Store #0537 - Philadelphia,Store,West,Philadelphia,PA,19101,40917,2018-02-07
538,Store #0538 - Boston,Store,South,Boston,MA,02101,95897,2022-08-01
539,Store #0539 - Washington,Store,South,Washington,DC,20001,95661,2014-06-01
540,Store #0540 - San Diego,Store,East,San Diego,CA,92101,17057,2016-09-01
541,Store #0541 - Albuquerque,Store,South,Albuquerque,NM,87101,50134,2022-05-20
542,Store #0542 - Nashville,Store,West,Nashville,TN,37201,106422,2022-07-11
543,Store #0543 - Louisville,Store,South,Louisville,KY,40201,107422,2020-10-24
544,Store #0544 - Raleigh,Store,North,Raleigh,NC,27601,77011,2020-05-01
545,Store #0545 - Dallas,Store,East,Dallas,TX,75201,46180,2014-11-06
546,Store #0546 - Seattle,Store,East,Seattle,WA,98101,87524,2019-07-31
547,Store #0547 - San Diego,Store,West,San Diego,CA,92101,26137,2021-04-15
548,Store #0548 - Memphis,Store,Midwest,Memphis,TN,38101,45603,2021-08-15
549,Store #0549 - Raleigh,Store,Midwest,Raleigh,NC,27601,66463,2018-04-11
550,Store #0550 - Baltimore,Store,East,Baltimore,MD,21201,55441,2022-03-22
551,Store #0551 - El Paso,Store,Midwest,El Paso,TX,79901,7589,2020-02-28
552,Store #0552 - San Francisco,Store,West,San Francisco,CA,94101,14923,2015-02-23
553,Store #0553 - Memphis,Store,North,Memphis,TN,38101,53324,2018-12-09
554,Store #0554 - Los Angeles,Store,South,Los Angeles,CA,90001,118608,2021-10-27
555,Store #0555 - New York,Store,Midwest,New York,NY,10001,24018,2016-06-10
556,Store #0556 - Milwaukee,Store,South,Milwaukee,WI,53201,118170,2015-06-28
557,Store #0557 - Columbus,Store,South,Columbus,OH,43201,32218,2015-12-11
558,Store #0558 - Charlotte,Store,East,Charlotte,NC,28201,11673,2015-03-23
559,Store #0559 - Portland,Store,West,Portland,OR,97201,48950,2021-09-17
560,Store #0560 - Tucson,Store,North,Tucson,AZ,85701,92312,2016-12-29
561,Store #0561 - Sacramento,Store,Midwest,Sacramento,CA,95801,77541,2021-05-19
562,Store #0562 - El Paso,Store,Midwest,El Paso,TX,79901,59140,2015-04-16
563,Store #0563 - San Francisco,Store,East,San Francisco,CA,94101,85636,2014-03-24
564,Store #0564 - Albuquerque,Store,East,Albuquerque,NM,87101,62278,2018-04-13
565,Store #0565 - Omaha,Store,East,Omaha,NE,68101,104772,2016-04-24
566,Store #0566 - Las Vegas,Store,West,Las Vegas,NV,89101,48185,2014-12-28
567,Store #0567 - Charlotte,Store,Midwest,Charlotte,NC,28201,77023,2021-08-17
568,Store #0568 - New York,Store,West,New York,NY,10001,17908,2021-05-28
569,Store #0569 - San Antonio,Store,Midwest,San Antonio,TX,78201,86476,2021-09-15
570,Store #0570 - Los Angeles,Store,North,Los Angeles,CA,90001,118893,2019-04-16
571,Store #0571 - Memphis,Store,West,Memphis,TN,38101,74117,2015-10-29
572,Store #0572 - Baltimore,Store,Midwest,Baltimore,MD,21201,53776,2018-12-05
573,Store #0573 - Miami,Store,Midwest,Miami,FL,33101,81139,2016-07-19
574,Store #0574 - Sacramento,Store,South,Sacramento,CA,95801,48211,2016-10-15
575,Store #0575 - Denver,Store,East,Denver,CO,80201,20066,2018-07-30
576,Store #0576 - Detroit,Store,North,Detroit,MI,48201,108166,2022-03-21
577,Store #0577 - Fort Worth,Store,East,Fort Worth,TX,76101,95698,2018-06-06
578,Store #0578 - New York,Store,South,New York,NY,10001,35501,2015-06-27
579,Store #0579 - Fort Worth,Store,East,Fort Worth,TX,76101,71957,2021-05-01
580,Store #0580 - San Francisco,Store,North,San Francisco,CA,94101,100415,2019-05-20
581,Store #0581 - San Francisco,Store,East,San Francisco,CA,94101,99828,2016-03-27
582,Store #0582 - Atlanta,Store,Midwest,Atlanta,GA,30301,60224,2022-04-26
583,Store #0583 - Washington,Store,East,Washington,DC,20001,77481,2014-03-18
584,Store #0584 - Atlanta,Store,South,Atlanta,GA,30301,108189,2017-11-08
585,Store #0585 - Colorado Springs,Store,West,Colorado Springs,CO,80901,107685,2021-02-16
586,Store #0586 - Washington,Store,South,Washington,DC,20001,48983,2021-04-10
587,Store #0587 - Jacksonville,Store,West,Jacksonville,FL,32201,31855,2014-12-23
588,Store #0588 - San Antonio,Store,South,San Antonio,TX,78201,102109,2018-04-05
589,Store #0589 - Las Vegas,Store,South,Las Vegas,NV,89101,22526,2015-09-06
590,Store #0590 - Washington,Store,West,Washington,DC,20001,84796,2018-04-14
591,Store #0591 - Austin,Store,Midwest,Austin,TX,78701,68146,2019-12-12
592,Store #0592 - San Diego,Store,North,San Diego,CA,92101,66171,2020-08-25
593,Store #0593 - Kansas City,Store,South,Kansas City,MO,64101,14980,2022-06-21
594,Store #0594 - Las Vegas,Store,Midwest,Las Vegas,NV,89101,80864,2021-05-18
595,Store #0595 - Miami,Store,South,Miami,FL,33101,70190,2014-10-12
596,Store #0596 - Dallas,Store,East,Dallas,TX,75201,106944,2014-01-03
597,Store #0597 - Seattle,Store,North,Seattle,WA,98101,85243,2019-01-10
598,Store #0598 - Memphis,Store,West,Memphis,TN,38101,116426,2020-10-14
599,Store #0599 - Tucson,Store,North,Tucson,AZ,85701,34629,2015-10-15
600,Store #0600 - Baltimore,Store,Midwest,Baltimore,MD,21201,56461,2016-06-22
601,Store #0601 - Baltimore,Store,South,Baltimore,MD,21201,65522,2016-08-19
602,Store #0602 - Philadelphia,Store,East,Philadelphia,PA,19101,14137,2020-01-28
603,Store #0603 - San Diego,Store,East,San Diego,CA,92101,89730,2019-02-13
604,Store #0604 - Omaha,Store,Midwest,Omaha,NE,68101,50549,2014-07-22
605,Store #0605 - Tucson,Store,South,Tucson,AZ,85701,53953,2023-04-17
606,Store #0606 - Washington,Store,East,Washington,DC,20001,39395,2019-05-19
607,Store #0607 - Milwaukee,Store,East,Milwaukee,WI,53201,6159,2018-10-03
608,Store #0608 - Fresno,Store,East,Fresno,CA,93701,95642,2015-03-14
609,Store #0609 - New York,Store,Midwest,New York,NY,10001,25796,2015-02-14
610,Store #0610 - Indianapolis,Store,Midwest,Indianapolis,IN,46201,102359,2018-03-02
611,Store #0611 - Houston,Store,North,Houston,TX,77001,12185,2022-05-04
612,Store #0612 - Detroit,Store,East,Detroit,MI,48201,5731,2019-01-02
613,Store #0613 - Kansas City,Store,East,Kansas City,MO,64101,90123,2018-04-25
614,Store #0614 - San Diego,Store,North,San Diego,CA,92101,78805,2023-02-08
615,Store #0615 - Raleigh,Store,North,Raleigh,NC,27601,47572,2017-10-02
616,Store #0616 - Denver,Store,North,Denver,CO,80201,42660,2014-12-06
617,Store #0617 - Charlotte,Store,West,Charlotte,NC,28201,56176,2014-06-29
618,Store #0618 - Philadelphia,Store,East,Philadelphia,PA,19101,49323,2015-12-02
619,Store #0619 - Atlanta,Store,West,Atlanta,GA,30301,89170,2017-10-29
620,Store #0620 - Atlanta,Store,Midwest,Atlanta,GA,30301,86277,2021-08-19
621,Store #0621 - Indianapolis,Store,Midwest,Indianapolis,IN,46201,30449,2023-01-26
622,Store #0622 - San Jose,Store,East,San Jose,CA,95101,25831,2018-06-23
623,Store #0623 - Phoenix,Store,South,Phoenix,AZ,85001,44606,2018-01-25
624,Store #0624 - Columbus,Store,South,Columbus,OH,43201,63750,2017-09-10
625,Store #0625 - Philadelphia,Store,East,Philadelphia,PA,19101,56719,2022-02-13
626,Store #0626 - Milwaukee,Store,Midwest,Milwaukee,WI,53201,46568,2017-10-14
627,Store #0627 - Seattle,Store,West,Seattle,WA,98101,110228,2021-06-02
628,Store #0628 - Memphis,Store,South,Memphis,TN,38101,103798,2017-07-12
629,Store #0629 - San Francisco,Store,North,San Francisco,CA,94101,74357,2017-02-21
630,Store #0630 - Phoenix,Store,South,Phoenix,AZ,85001,48690,2018-10-01
631,Store #0631 - Columbus,Store,North,Columbus,OH,43201,48557,2019-05-19
632,Store #0632 - Portland,Store,South,Portland,OR,97201,34625,2020-07-04
633,Store #0633 - Austin,Store,Midwest,Austin,TX,78701,56158,2021-03-21
634,Store #0634 - Detroit,Store,West,Detroit,MI,48201,59947,2022-01-11
635,Store #0635 - Boston,Store,South,Boston,MA,02101,70707,2019-05-18
636,Store #0636 - Denver,Store,Midwest,Denver,CO,80201,40036,2020-06-28
637,Store #0637 - Charlotte,Store,Midwest,Charlotte,NC,28201,23478,2014-05-29
638,Store #0638 - El Paso,Store,South,El Paso,TX,79901,44770,2017-12-01
639,Store #0639 - Memphis,Store,North,Memphis,TN,38101,27161,2017-01-31
640,Store #0640 - San Antonio,Store,East,San Antonio,TX,78201,75856,2014-08-25
641,Store #0641 - Kansas City,Store,South,Kansas City,MO,64101,14900,2018-07-29
642,Store #0642 - Fresno,Store,West,Fresno,CA,93701,6137,2016-04-02
643,Store #0643 - Portland,Store,West,Portland,OR,97201,23498,2022-08-31
644,Store #0644 - Portland,Store,East,Portland,OR,97201,37683,2014-06-28
645,Store #0645 - Albuquerque,Store,North,Albuquerque,NM,87101,20962,2018-04-02
646,Store #0646 - Chicago,Store,East,Chicago,IL,60601,29718,2018-05-19
647,Store #0647 - Seattle,Store,West,Seattle,WA,98101,87436,2020-01-02
648,Store #0648 - Washington,Store,East,Washington,DC,20001,9467,2019-04-04
649,Store #0649 - Philadelphia,Store,Midwest,Philadelphia,PA,19101,15907,2013-12-31
650,Store #0650 - Boston,Store,North,Boston,MA,02101,118036,2015-12-08
651,Store #0651 - Colorado Springs,Store,South,Colorado Springs,CO,80901,74579,2017-03-08
652,Store #0652 - Detroit,Store,North,Detroit,MI,48201,64879,2016-09-28
653,Store #0653 - Fresno,Store,North,Fresno,CA,93701,67654,2016-03-09
654,Store #0654 - Fresno,Store,South,Fresno,CA,93701,46117,2023-01-17
655,Store #0655 - Baltimore,Store,South,Baltimore,MD,21201,32768,2021-04-09
656,Store #0656 - Philadelphia,Store,East,Philadelphia,PA,19101,46262,2014-12-08
657,Store #0657 - Houston,Store,North,Houston,TX,77001,70208,2019-04-16
658,Store #0658 - Memphis,Store,South,Memphis,TN,38101,5351,2018-01-27
659,Store #0659 - Kansas City,Store,Midwest,Kansas City,MO,64101,41603,2015-07-09
660,Store #0660 - Kansas City,Store,North,Kansas City,MO,64101,108579,2015-01-23
661,Store #0661 - New York,Store,East,New York,NY,10001,109212,2015-10-21
662,Store #0662 - Phoenix,Store,West,Phoenix,AZ,85001,74295,2019-10-03
663,Store #0663 - San Antonio,Store,Midwest,San Antonio,TX,78201,11813,2017-05-09
664,Store #0664 - Phoenix,Store,South,Phoenix,AZ,85001,79266,2014-01-13
665,Store #0665 - Chicago,Store,East,Chicago,IL,60601,119220,2022-08-15
666,Store #0666 - Detroit,Store,West,Detroit,MI,48201,21831,2016-07-18
667,Store #0667 - Fresno,Store,Midwest,Fresno,CA,93701,64082,2017-06-20
668,Store #0668 - Las Vegas,Store,Midwest,Las Vegas,NV,89101,24983,2022-09-09
669,Store #0669 - Omaha,Store,East,Omaha,NE,68101,39447,2018-11-30
